rfam_acc	term
RF01635	GO:0006396
RF01636	GO:0006396
RF01637	GO:0006396
RF01638	GO:0006396
RF01639	GO:0006396
RF01640	GO:0006396
RF01641	GO:0006396
RF01642	GO:0006396
RF01644	GO:0006396
RF01645	GO:0006396
RF01646	GO:0006396
RF01647	GO:0006396
RF01648	GO:0006396
RF01649	GO:0006396
RF01650	GO:0006396
RF01651	GO:0006396
RF01652	GO:0006396
RF01653	GO:0006396
RF01654	GO:0006396
RF01655	GO:0006396
RF01658	GO:0006396
RF01659	GO:0006396
RF01660	GO:0006396
RF01661	GO:0006396
RF01662	GO:0006396
RF01664	GO:0006396
RF01673	GO:0009372
RF01675	GO:0045013
RF01765	GO:0045892
RF01766	GO:0040040
RF01767	GO:0006446
RF01795	GO:0040040
RF01807	GO:0008380
RF01831	GO:0046653
RF01832	GO:0040040
RF01845	GO:0009877
RF01846	GO:0006396
RF01847	GO:0006396
RF01848	GO:0006396
RF01849	GO:0006401
RF01850	GO:0006401
RF01851	GO:0006401
RF01854	GO:0006617
RF01855	GO:0006617
RF01856	GO:0006617
RF01857	GO:0006617
RF01859	GO:0006520
RF01860	GO:0006396
RF01861	GO:0006396
RF01862	GO:0006396
RF01863	GO:0006396
RF01864	GO:0006396
RF01865	GO:0010042
RF01866	GO:0006396
RF01868	GO:0001558
RF01869	GO:0001558
RF01870	GO:0030308
RF01871	GO:2000147
RF01872	GO:0030308
RF01874	GO:0001708
RF01875	GO:0001708
RF01876	GO:0001708
RF01877	GO:0001708
RF01878	GO:0010629
RF01880	GO:0009048
RF01881	GO:0009048
RF01882	GO:0042478
RF01883	GO:0042478
RF01885	GO:0042981
RF01886	GO:0042981
RF01887	GO:0045893
RF01887	GO:0030900
RF01888	GO:0045893
RF01888	GO:0030900
RF01889	GO:0042981
RF01890	GO:0042981
RF01891	GO:0042478
RF01892	GO:0042478
RF01895	GO:0035195
RF01896	GO:0035195
RF01897	GO:0035195
RF01898	GO:0035195
RF01899	GO:0035195
RF01900	GO:0035195
RF01901	GO:0035195
RF01902	GO:0035195
RF01903	GO:0035195
RF01904	GO:0006342
RF01905	GO:0006342
RF01906	GO:0006342
RF01907	GO:0006342
RF01908	GO:0006342
RF01909	GO:0006342
RF01910	GO:0035195
RF01911	GO:0035195
RF01912	GO:0035195
RF01913	GO:0035195
RF01914	GO:0035195
RF01915	GO:0035195
RF01916	GO:0035195
RF01917	GO:0035195
RF01918	GO:0035195
RF01919	GO:0035195
RF01920	GO:0035195
RF01921	GO:0035195
RF01922	GO:0035195
RF01923	GO:0035195
RF01924	GO:0035195
RF01925	GO:0035195
RF01926	GO:0035195
RF01927	GO:0035195
RF01929	GO:0006342
RF01930	GO:0006342
RF01931	GO:0006342
RF01932	GO:0006342
RF01933	GO:0006342
RF01934	GO:0006342
RF01935	GO:0006342
RF01936	GO:0035195
RF01937	GO:0035195
RF01938	GO:0035195
RF01939	GO:0035195
RF01940	GO:0035195
RF01941	GO:0035195
RF01942	GO:0035195
RF01943	GO:0035195
RF01944	GO:0035195
RF01945	GO:0035195
RF01946	GO:0006342
RF01947	GO:0006342
RF01948	GO:0006342
RF01950	GO:0006342
RF01951	GO:0007275
RF01952	GO:0007275
RF01953	GO:0007275
RF01954	GO:0007275
RF01980	GO:0010628
RF01980	GO:0048709
RF01981	GO:0042981
RF01982	GO:0030631
RF01984	GO:0010628
RF01985	GO:0010628
RF01986	GO:0010628
RF01987	GO:0010628
RF01988	GO:0001514
RF01989	GO:0001514
RF01990	GO:0001514
RF01991	GO:0001514
RF01996	GO:0035195
RF01997	GO:0035195
RF01998	GO:0000373
RF01999	GO:0000373
RF02000	GO:0035195
RF02001	GO:0000373
RF02002	GO:0035195
RF02003	GO:0000373
RF02004	GO:0000373
RF02005	GO:0000373
RF02006	GO:0035195
RF02007	GO:0035195
RF02008	GO:0035195
RF02009	GO:0035195
RF02010	GO:0035195
RF02011	GO:0035195
RF02012	GO:0000373
RF02013	GO:0035195
RF02014	GO:0035195
RF02015	GO:0035195
RF02016	GO:0035195
RF02017	GO:0035195
RF02018	GO:0035195
RF02019	GO:0035195
RF02020	GO:0035195
RF02021	GO:0035195
RF02022	GO:0035195
RF02023	GO:0035195
RF02024	GO:0035195
RF02025	GO:0035195
RF02026	GO:0035195
RF02027	GO:0035195
RF02028	GO:0035195
RF02044	GO:0006342
RF02045	GO:0006342
RF02046	GO:0008049
RF02046	GO:0010629
RF02047	GO:0008049
RF02047	GO:0010629
RF02085	GO:0042749
RF02086	GO:0042749
RF02087	GO:0042749
RF02092	GO:0035195
RF02093	GO:0035195
RF02094	GO:0035195
RF02095	GO:0035195
RF02096	GO:0035195
RF02097	GO:0035195
RF02101	GO:0010468
RF02102	GO:0010468
RF02112	GO:0010468
RF02113	GO:0010468
RF02116	GO:0010468
RF02117	GO:0043066
RF02118	GO:0043066
RF02119	GO:0010628
RF02120	GO:0010628
RF02121	GO:0010628
RF02122	GO:0010628
RF02123	GO:0010628
RF02124	GO:0010628
RF02125	GO:0010628
RF02134	GO:0010468
RF02135	GO:0010468
RF02136	GO:0010468
RF02137	GO:0010629
RF02138	GO:0010629
RF02139	GO:0010629
RF02140	GO:0010629
RF02141	GO:0010629
RF02142	GO:0010629
RF02154	GO:0010628
RF02155	GO:0010628
RF02156	GO:0010468
RF02157	GO:0010468
RF02158	GO:0010468
RF02162	GO:0016458
RF02163	GO:0030488
RF02202	GO:0010468
RF02211	GO:0010629
RF02212	GO:0010629
RF02213	GO:0010629
RF02214	GO:0035195
RF02214	GO:0050779
RF02231	GO:0009405
RF02244	GO:0035195
RF02245	GO:0035195
RF02246	GO:0010468
RF02247	GO:0010468
RF02248	GO:0010468
RF02249	GO:0010468
RF02250	GO:0010468
RF02251	GO:0010468
RF02252	GO:0010468
RF02253	GO:0010039
RF02254	GO:0035195
RF02259	GO:0051726
RF02267	GO:0051726
RF02268	GO:0015797
RF02272	GO:0051726
RF02273	GO:0006417
