from	to
ZFA:0000005	ZFA:0000011
ZFA:0000005	ZFA:0000014
ZFA:0000005	ZFA:0000097
ZFA:0000005	ZFA:0000202
ZFA:0000005	ZFA:0000420
ZFA:0000005	ZFA:0000484
ZFA:0000005	ZFA:0000604
ZFA:0000005	ZFA:0000666
ZFA:0000005	ZFA:0000673
ZFA:0000005	ZFA:0000677
ZFA:0000005	ZFA:0000682
ZFA:0000005	ZFA:0000716
ZFA:0000005	ZFA:0001051
ZFA:0000005	ZFA:0001053
ZFA:0000005	ZFA:0001054
ZFA:0000005	ZFA:0001059
ZFA:0000005	ZFA:0001061
ZFA:0000005	ZFA:0001062
ZFA:0000005	ZFA:0001068
ZFA:0000005	ZFA:0005000
ZFA:0000005	ZFA:0005001
ZFA:0000005	ZFA:0005002
ZFA:0000005	ZFA:0005004
ZFA:0000005	ZFA:0005011
ZFA:0000005	ZFA:0005012
ZFA:0000005	ZFA:0005013
ZFA:0000005	ZFA:0005014
ZFA:0000005	ZFA:0005018
ZFA:0000005	ZFA:0005020
ZFA:0000005	ZFA:0005022
ZFA:0000005	ZFA:0005033
ZFA:0000005	ZFA:0005036
ZFA:0000005	ZFA:0005044
ZFA:0000005	ZFA:0005045
ZFA:0000005	ZFA:0005048
ZFA:0000005	ZFA:0005049
ZFA:0000005	ZFA:0005050
ZFA:0000005	ZFA:0005051
ZFA:0000005	ZFA:0005053
ZFA:0000005	ZFA:0005054
ZFA:0000005	ZFA:0005080
ZFA:0000005	ZFA:0005081
ZFA:0000005	ZFA:0005082
ZFA:0000005	ZFA:0005083
ZFA:0000005	ZFA:0005084
ZFA:0000005	ZFA:0005085
ZFA:0000005	ZFA:0005086
ZFA:0000005	ZFA:0005088
ZFA:0000005	ZFA:0005089
ZFA:0000005	ZFA:0005098
ZFA:0000005	ZFA:0005161
ZFA:0000007	ZFA:0005654
ZFA:0000007	ZFA:0009044
ZFA:0000008	ZFA:0000029
ZFA:0000008	ZFA:0000042
ZFA:0000008	ZFA:0000099
ZFA:0000008	ZFA:0000109
ZFA:0000008	ZFA:0000128
ZFA:0000008	ZFA:0001075
ZFA:0000008	ZFA:0001367
ZFA:0000008	ZFA:0001443
ZFA:0000008	ZFA:0001640
ZFA:0000008	ZFA:0001657
ZFA:0000008	ZFA:0005575
ZFA:0000008	ZFA:0009070
ZFA:0000009	ZFA:0001375
ZFA:0000009	ZFA:0001615
ZFA:0000009	ZFA:0005058
ZFA:0000009	ZFA:0005061
ZFA:0000009	ZFA:0005064
ZFA:0000009	ZFA:0005071
ZFA:0000010	ZFA:0000028
ZFA:0000010	ZFA:0000054
ZFA:0000010	ZFA:0000114
ZFA:0000010	ZFA:0000385
ZFA:0000010	ZFA:0005076
ZFA:0000010	ZFA:0005249
ZFA:0000012	ZFA:0000008
ZFA:0000012	ZFA:0000022
ZFA:0000012	ZFA:0000075
ZFA:0000012	ZFA:0001261
ZFA:0000012	ZFA:0001328
ZFA:0000012	ZFA:0001681
ZFA:0000012	ZFA:0001682
ZFA:0000012	ZFA:0005593
ZFA:0000012	ZFA:0007058
ZFA:0000013	ZFA:0000120
ZFA:0000013	ZFA:0000295
ZFA:0000013	ZFA:0000588
ZFA:0000013	ZFA:0001555
ZFA:0000014	ZFA:0005028
ZFA:0000016	ZFA:0000122
ZFA:0000016	ZFA:0001120
ZFA:0000016	ZFA:0001178
ZFA:0000016	ZFA:0001185
ZFA:0000016	ZFA:0001309
ZFA:0000016	ZFA:0001379
ZFA:0000016	ZFA:0005463
ZFA:0000016	ZFA:0009137
ZFA:0000017	ZFA:0000031
ZFA:0000017	ZFA:0001104
ZFA:0000017	ZFA:0009139
ZFA:0000019	ZFA:0007004
ZFA:0000019	ZFA:0009284
ZFA:0000020	ZFA:0000329
ZFA:0000022	ZFA:0000871
ZFA:0000022	ZFA:0000887
ZFA:0000022	ZFA:0000890
ZFA:0000022	ZFA:0000914
ZFA:0000022	ZFA:0001256
ZFA:0000022	ZFA:0001257
ZFA:0000022	ZFA:0001258
ZFA:0000022	ZFA:0001434
ZFA:0000022	ZFA:0001677
ZFA:0000024	ZFA:0009310
ZFA:0000027	ZFA:0000943
ZFA:0000027	ZFA:0001387
ZFA:0000027	ZFA:0001543
ZFA:0000028	ZFA:0005489
ZFA:0000028	ZFA:0005490
ZFA:0000029	ZFA:0000100
ZFA:0000029	ZFA:0000110
ZFA:0000029	ZFA:0000545
ZFA:0000029	ZFA:0001064
ZFA:0000029	ZFA:0001258
ZFA:0000029	ZFA:0001440
ZFA:0000029	ZFA:0001638
ZFA:0000029	ZFA:0001658
ZFA:0000029	ZFA:0001692
ZFA:0000029	ZFA:0005209
ZFA:0000032	ZFA:0000305
ZFA:0000032	ZFA:0000347
ZFA:0000032	ZFA:0000392
ZFA:0000032	ZFA:0006000
ZFA:0000033	ZFA:0000094
ZFA:0000034	ZFA:0000120
ZFA:0000034	ZFA:0000228
ZFA:0000034	ZFA:0000243
ZFA:0000034	ZFA:0001468
ZFA:0000034	ZFA:0001469
ZFA:0000034	ZFA:0001471
ZFA:0000034	ZFA:0001479
ZFA:0000034	ZFA:0005114
ZFA:0000034	ZFA:0005227
ZFA:0000034	ZFA:0005443
ZFA:0000034	ZFA:0009365
ZFA:0000035	ZFA:0001326
ZFA:0000035	ZFA:0005574
ZFA:0000036	ZFA:0000123
ZFA:0000036	ZFA:0000124
ZFA:0000036	ZFA:0000208
ZFA:0000036	ZFA:0001100
ZFA:0000036	ZFA:0005166
ZFA:0000037	ZFA:0000020
ZFA:0000037	ZFA:0000382
ZFA:0000037	ZFA:0000496
ZFA:0000037	ZFA:0001094
ZFA:0000037	ZFA:0001105
ZFA:0000037	ZFA:0001308
ZFA:0000037	ZFA:0001477
ZFA:0000037	ZFA:0001488
ZFA:0000037	ZFA:0001512
ZFA:0000037	ZFA:0005593
ZFA:0000037	ZFA:0009000
ZFA:0000038	ZFA:0001126
ZFA:0000040	ZFA:0000089
ZFA:0000040	ZFA:0000102
ZFA:0000040	ZFA:0000717
ZFA:0000040	ZFA:0000912
ZFA:0000040	ZFA:0001069
ZFA:0000041	ZFA:0000053
ZFA:0000041	ZFA:0000067
ZFA:0000041	ZFA:0000083
ZFA:0000041	ZFA:0000121
ZFA:0000041	ZFA:0000255
ZFA:0000041	ZFA:0000414
ZFA:0000041	ZFA:0000789
ZFA:0000041	ZFA:0001065
ZFA:0000041	ZFA:0001201
ZFA:0000041	ZFA:0001204
ZFA:0000041	ZFA:0001206
ZFA:0000041	ZFA:0001386
ZFA:0000041	ZFA:0001467
ZFA:0000041	ZFA:0005040
ZFA:0000041	ZFA:0005042
ZFA:0000041	ZFA:0009138
ZFA:0000042	ZFA:0001341
ZFA:0000044	ZFA:0000741
ZFA:0000044	ZFA:0000768
ZFA:0000044	ZFA:0000841
ZFA:0000044	ZFA:0000877
ZFA:0000045	ZFA:0000818
ZFA:0000045	ZFA:0001024
ZFA:0000045	ZFA:0001194
ZFA:0000045	ZFA:0001648
ZFA:0000045	ZFA:0009165
ZFA:0000046	ZFA:0000024
ZFA:0000046	ZFA:0000119
ZFA:0000046	ZFA:0000143
ZFA:0000046	ZFA:0001029
ZFA:0000046	ZFA:0001329
ZFA:0000046	ZFA:0001330
ZFA:0000046	ZFA:0001331
ZFA:0000046	ZFA:0001464
ZFA:0000046	ZFA:0001619
ZFA:0000047	ZFA:0000130
ZFA:0000047	ZFA:0000550
ZFA:0000047	ZFA:0000554
ZFA:0000047	ZFA:0000688
