name	term_id	term_name	term_namespace	term_distance
ZFA:0100000	ZFA:0100000	zebrafish anatomical entity	root	0
ZFA:0000037	ZFA:0000037	anatomical structure	ZFIN_anatomy	1
ZFA:0001093	ZFA:0001093	unspecified	ZFIN_anatomy	1
ZFA:0001487	ZFA:0001487	portion of organism substance	ZFIN_anatomy	1
ZFA:0001643	ZFA:0001643	anatomical space	ZFIN_anatomy	1
ZFA:0001689	ZFA:0001689	anatomical line	ZFIN_anatomy	1
ZFA:0005594	ZFA:0005594	anatomical surface	ZFIN_anatomy	1
ZFA:0000007	ZFA:0000007	blood	ZFIN_anatomy	2
ZFA:0000020	ZFA:0000020	extraembryonic structure	ZFIN_anatomy	2
ZFA:0000042	ZFA:0000042	midbrain hindbrain boundary	ZFIN_anatomy	2
ZFA:0000049	ZFA:0000049	optic recess	ZFIN_anatomy	2
ZFA:0000130	ZFA:0000130	olfactory pit	ZFIN_anatomy	2
ZFA:0000231	ZFA:0000231	lateral recess	ZFIN_anatomy	2
ZFA:0000330	ZFA:0000330	cloacal chamber	ZFIN_anatomy	2
ZFA:0000382	ZFA:0000382	acellular anatomical structure	ZFIN_anatomy	2
ZFA:0000431	ZFA:0000431	semicircular canal	ZFIN_anatomy	2
ZFA:0000496	ZFA:0000496	compound organ	ZFIN_anatomy	2
ZFA:0000695	ZFA:0000695	labial cavity	ZFIN_anatomy	2
ZFA:0001027	ZFA:0001027	oral cavity	ZFIN_anatomy	2
ZFA:0001055	ZFA:0001055	pronephric duct opening	ZFIN_anatomy	2
ZFA:0001075	ZFA:0001075	choroidal fissure	ZFIN_anatomy	2
ZFA:0001094	ZFA:0001094	whole organism	ZFIN_anatomy	2
ZFA:0001105	ZFA:0001105	embryonic structure	ZFIN_anatomy	2
ZFA:0001283	ZFA:0001283	pupil	ZFIN_anatomy	2
ZFA:0001308	ZFA:0001308	organism subdivision	ZFIN_anatomy	2
ZFA:0001343	ZFA:0001343	telencephalon diencephalon boundary	ZFIN_anatomy	2
ZFA:0001344	ZFA:0001344	zona limitans intrathalamica	ZFIN_anatomy	2
ZFA:0001367	ZFA:0001367	forebrain midbrain boundary	ZFIN_anatomy	2
ZFA:0001388	ZFA:0001388	epithelial mesenchymal boundary	ZFIN_anatomy	2
ZFA:0001438	ZFA:0001438	coelom	ZFIN_anatomy	2
ZFA:0001462	ZFA:0001462	somite border	ZFIN_anatomy	2
ZFA:0001477	ZFA:0001477	portion of tissue	ZFIN_anatomy	2
ZFA:0001488	ZFA:0001488	multi-tissue structure	ZFIN_anatomy	2
ZFA:0001512	ZFA:0001512	anatomical group	ZFIN_anatomy	2
ZFA:0001617	ZFA:0001617	otolith	ZFIN_anatomy	2
ZFA:0001626	ZFA:0001626	cerebral spinal fluid	ZFIN_anatomy	2
ZFA:0001654	ZFA:0001654	opercular cavity	ZFIN_anatomy	2
ZFA:0001655	ZFA:0001655	pericardial cavity	ZFIN_anatomy	2
ZFA:0001656	ZFA:0001656	pleuroperitoneal cavity	ZFIN_anatomy	2
ZFA:0001690	ZFA:0001690	groove	ZFIN_anatomy	2
ZFA:0005154	ZFA:0005154	synovial fluid	ZFIN_anatomy	2
ZFA:0005163	ZFA:0005163	bile canaliculus	ZFIN_anatomy	2
ZFA:0005283	ZFA:0005283	renal capsular space	ZFIN_anatomy	2
ZFA:0005312	ZFA:0005312	pronephric capsular space	ZFIN_anatomy	2
ZFA:0005338	ZFA:0005338	posterior recess	ZFIN_anatomy	2
ZFA:0005386	ZFA:0005386	foramen	ZFIN_anatomy	2
ZFA:0005388	ZFA:0005388	fossa	ZFIN_anatomy	2
ZFA:0005389	ZFA:0005389	gill opening	ZFIN_anatomy	2
ZFA:0005413	ZFA:0005413	perilymph	ZFIN_anatomy	2
ZFA:0005414	ZFA:0005414	endolymph	ZFIN_anatomy	2
ZFA:0005449	ZFA:0005449	pore	ZFIN_anatomy	2
ZFA:0005459	ZFA:0005459	perilymphatic space	ZFIN_anatomy	2
ZFA:0005493	ZFA:0005493	recessus lateralis	ZFIN_anatomy	2
ZFA:0005499	ZFA:0005499	circulus	ZFIN_anatomy	2
ZFA:0005536	ZFA:0005536	fontanel	ZFIN_anatomy	2
ZFA:0005558	ZFA:0005558	orbit	ZFIN_anatomy	2
ZFA:0005561	ZFA:0005561	vitreous	ZFIN_anatomy	2
ZFA:0005564	ZFA:0005564	aqueous humor	ZFIN_anatomy	2
ZFA:0005570	ZFA:0005570	corneo-scleral junction	ZFIN_anatomy	2
ZFA:0005573	ZFA:0005573	zonule	ZFIN_anatomy	2
ZFA:0005593	ZFA:0005593	neuraxis flexure	ZFIN_anatomy	2
ZFA:0005654	ZFA:0005654	blood plasma	ZFIN_anatomy	2
ZFA:0005658	ZFA:0005658	lymph	ZFIN_anatomy	2
ZFA:0007020	ZFA:0007020	forebrain midbrain boundary neural plate	ZFIN_anatomy	2
ZFA:0007027	ZFA:0007027	forebrain midbrain boundary neural keel	ZFIN_anatomy	2
ZFA:0007033	ZFA:0007033	forebrain midbrain boundary neural rod	ZFIN_anatomy	2
ZFA:0007040	ZFA:0007040	forebrain midbrain boundary neural tube	ZFIN_anatomy	2
ZFA:0007044	ZFA:0007044	midbrain hindbrain boundary neural plate	ZFIN_anatomy	2
ZFA:0007045	ZFA:0007045	midbrain hindbrain boundary neural keel	ZFIN_anatomy	2
ZFA:0007046	ZFA:0007046	midbrain hindbrain boundary neural rod	ZFIN_anatomy	2
ZFA:0007047	ZFA:0007047	midbrain hindbrain boundary neural tube	ZFIN_anatomy	2
ZFA:0009000	ZFA:0009000	cell	ZFIN_anatomy	2
ZFA:0000004	ZFA:0000004	anterior axial hypoblast	ZFIN_anatomy	3
ZFA:0000019	ZFA:0000019	epiphysis	ZFIN_anatomy	3
ZFA:0000022	ZFA:0000022	floor plate	ZFIN_anatomy	3
ZFA:0000024	ZFA:0000024	retinal ganglion cell layer	ZFIN_anatomy	3
