from	to
PO:0009013	PO:0000230
PO:0009013	PO:0006012
PO:0009013	PO:0006079
PO:0009013	PO:0006085
PO:0009013	PO:0006210
PO:0009013	PO:0008035
PO:0009013	PO:0008036
PO:0009013	PO:0009020
PO:0009013	PO:0009021
PO:0009013	PO:0009022
PO:0009013	PO:0020144
PO:0009013	PO:0020145
PO:0009013	PO:0020149
PO:0009013	PO:0025127
PO:0009013	PO:0025275
PO:0009013	PO:0025400
PO:0009013	PO:0025402
PO:0009013	PO:0025404
PO:0009013	PO:0025428
PO:0009013	PO:0025430
PO:0009015	PO:0005020
PO:0009015	PO:0005352
PO:0009015	PO:0005417
PO:0009015	PO:0025408
PO:0009015	PO:0025409
PO:0009025	PO:0000013
PO:0009025	PO:0000014
PO:0009025	PO:0000036
PO:0009025	PO:0004001
PO:0009025	PO:0004717
PO:0009025	PO:0004718
PO:0009025	PO:0005060
PO:0009025	PO:0005647
PO:0009025	PO:0005648
PO:0009025	PO:0006012
PO:0009025	PO:0006023
PO:0009025	PO:0006338
PO:0009025	PO:0006339
PO:0009025	PO:0006340
PO:0009025	PO:0006501
PO:0009025	PO:0008018
PO:0009025	PO:0020030
PO:0009025	PO:0020038
PO:0009025	PO:0020041
PO:0009025	PO:0020042
PO:0009025	PO:0020043
PO:0009025	PO:0020104
PO:0009025	PO:0020105
PO:0009025	PO:0025130
PO:0009025	PO:0025173
PO:0009025	PO:0025328
PO:0009025	PO:0025352
PO:0009025	PO:0025359
PO:0009025	PO:0025360
PO:0009025	PO:0025361
PO:0009025	PO:0025363
PO:0009025	PO:0025401
PO:0009025	PO:0025403
PO:0009025	PO:0025405
PO:0009025	PO:0025429
PO:0009025	PO:0030012
PO:0009026	PO:0009027
PO:0009026	PO:0009028
PO:0009026	PO:0025016
PO:0009027	PO:0009030
PO:0009028	PO:0009029
PO:0009028	PO:0009077
PO:0009028	PO:0025277
PO:0009029	PO:0005018
PO:0009029	PO:0009066
PO:0009029	PO:0009067
PO:0009029	PO:0025020
PO:0009029	PO:0025097
PO:0009029	PO:0025220
PO:0009030	PO:0005019
PO:0009030	PO:0009073
PO:0009030	PO:0009074
PO:0009030	PO:0025019
PO:0009030	PO:0025096
PO:0009030	PO:0025217
PO:0009031	PO:0004723
PO:0009031	PO:0005021
PO:0009031	PO:0006040
PO:0009031	PO:0006068
PO:0009031	PO:0025145
PO:0009031	PO:0025147
PO:0009031	PO:0025219
PO:0009031	PO:0025584
PO:0009031	PO:0025587
PO:0009032	PO:0000054
PO:0009032	PO:0006041
PO:0009032	PO:0006069
PO:0009032	PO:0025008
PO:0009032	PO:0025144
PO:0009032	PO:0025146
PO:0009032	PO:0025218
PO:0009032	PO:0025324
PO:0009032	PO:0025325
PO:0009032	PO:0025326
PO:0009032	PO:0025511
PO:0009032	PO:0025569
PO:0009032	PO:0025583
PO:0009033	PO:0025015
PO:0009033	PO:0025136
PO:0009033	PO:0025137
PO:0009033	PO:0025143
PO:0009033	PO:0025148
PO:0009033	PO:0025184
PO:0009033	PO:0025207
PO:0009033	PO:0025221
PO:0009034	PO:0009037
PO:0009034	PO:0009038
PO:0009034	PO:0025577
PO:0009035	PO:0000207
PO:0009035	PO:0000309
PO:0009035	PO:0009056
PO:0009035	PO:0009057
PO:0009037	PO:0006032
PO:0009037	PO:0009040
PO:0009037	PO:0009041
PO:0009038	PO:0006033
PO:0009038	PO:0025350
PO:0009039	PO:0006002
PO:0009039	PO:0006004
PO:0009039	PO:0006367
PO:0009039	PO:0006368
PO:0009039	PO:0025351
PO:0009042	PO:0009043
PO:0009042	PO:0009044
PO:0009042	PO:0025013
PO:0009042	PO:0025367
PO:0009046	PO:0005017
PO:0009046	PO:0006330
PO:0009046	PO:0006502
PO:0009046	PO:0009034
PO:0009046	PO:0009056
PO:0009046	PO:0009058
PO:0009046	PO:0009061
PO:0009046	PO:0009062
PO:0009046	PO:0009063
PO:0009046	PO:0009082
PO:0009046	PO:0025331
PO:0009046	PO:0025332
PO:0009047	PO:0005039
PO:0009047	PO:0006214
PO:0009047	PO:0008039
PO:0009047	PO:0020141
PO:0009047	PO:0020142
PO:0009047	PO:0025178
PO:0009047	PO:0025200
PO:0009047	PO:0025442
PO:0009047	PO:0030022
PO:0009049	PO:0000230
PO:0009049	PO:0005028
PO:0009049	PO:0009051
PO:0009049	PO:0009054
PO:0009049	PO:0009100
PO:0009049	PO:0020122
PO:0009049	PO:0020126
PO:0009049	PO:0020136
PO:0009049	PO:0025134
PO:0009049	PO:0025240
PO:0009051	PO:0006309
PO:0009051	PO:0006319
PO:0009051	PO:0006320
PO:0009051	PO:0006327
PO:0009051	PO:0009039
PO:0009051	PO:0009080
PO:0009051	PO:0009082
PO:0009051	PO:0025349
