name	term_id	term_name	term_namespace	term_distance
PO:0009012	PO:0009012	plant structure development stage	Plant_structure_development_stage	0
PO:0001002	PO:0001002	fruit development stage	Plant_structure_development_stage	1
PO:0025368	PO:0025368	trichome development stage	Plant_structure_development_stage	1
PO:0007033	PO:0007033	whole plant development stage	Plant_structure_development_stage	1
PO:0025339	PO:0025339	plant organ development stage	Plant_structure_development_stage	1
PO:0001170	PO:0001170	seed development stage	Plant_structure_development_stage	1
PO:0025338	PO:0025338	collective plant organ structure development stage	Plant_structure_development_stage	1
PO:0025423	PO:0025423	plant tissue development stage	Plant_structure_development_stage	1
PO:0025501	PO:0025501	fruit formation stage	Plant_structure_development_stage	2
PO:0025424	PO:0025424	vascular tissue development stage	Plant_structure_development_stage	2
PO:0004505	PO:0004505	fertilized ovule stage	Plant_structure_development_stage	2
PO:0001040	PO:0001040	dry seed stage	Plant_structure_development_stage	2
PO:0004506	PO:0004506	developing seed stage	Plant_structure_development_stage	2
PO:0025374	PO:0025374	seed dormant stage	Plant_structure_development_stage	2
PO:0025369	PO:0025369	seed trichome development stage	Plant_structure_development_stage	2
PO:0025337	PO:0025337	life of whole plant stage	Plant_structure_development_stage	2
PO:0007633	PO:0007633	endosperm development stage	Plant_structure_development_stage	2
PO:0025502	PO:0025502	fruit ripening stage	Plant_structure_development_stage	2
PO:0028003	PO:0028003	gametophyte development stage	Plant_structure_development_stage	2
PO:0025527	PO:0025527	shoot system development stage	Plant_structure_development_stage	2
PO:0007039	PO:0007039	leaf trichome development stage	Plant_structure_development_stage	2
PO:0025578	PO:0025578	collective phyllome structure development stage	Plant_structure_development_stage	2
PO:0007632	PO:0007632	seed maturation stage	Plant_structure_development_stage	2
PO:0028002	PO:0028002	sporophyte development stage	Plant_structure_development_stage	2
PO:0025371	PO:0025371	seed trichome elongation stage	Plant_structure_development_stage	3
PO:0025530	PO:0025530	reproductive shoot system development stage	Plant_structure_development_stage	3
PO:0025372	PO:0025372	seed trichome secondary wall biosynthesis stage	Plant_structure_development_stage	3
PO:0007058	PO:0007058	2 endoreduplication stage	Plant_structure_development_stage	3
PO:0025370	PO:0025370	seed trichome initiation stage	Plant_structure_development_stage	3
PO:0007604	PO:0007604	corolla development stage	Plant_structure_development_stage	3
PO:0007605	PO:0007605	androecium development stage	Plant_structure_development_stage	3
PO:0007606	PO:0007606	gynoecium development stage	Plant_structure_development_stage	3
PO:0025532	PO:0025532	bud burst stage	Plant_structure_development_stage	3
PO:0007056	PO:0007056	1 pattern formation stage	Plant_structure_development_stage	3
PO:0007603	PO:0007603	calyx development stage	Plant_structure_development_stage	3
PO:0001096	PO:0001096	primary endosperm cell stage	Plant_structure_development_stage	3
PO:0025373	PO:0025373	seed trichome maturation stage	Plant_structure_development_stage	3
PO:0025506	PO:0025506	fruit size 30 to 50% stage	Plant_structure_development_stage	3
PO:0025507	PO:0025507	fruit size 50 to 70% stage	Plant_structure_development_stage	3
PO:0025505	PO:0025505	fruit size 10 to 30% stage	Plant_structure_development_stage	3
PO:0007135	PO:0007135	4 growth directionality stage	Plant_structure_development_stage	3
PO:0025426	PO:0025426	phloem development stage	Plant_structure_development_stage	3
PO:0025425	PO:0025425	xylem development stage	Plant_structure_development_stage	3
PO:0025504	PO:0025504	fruit size up to 10% stage	Plant_structure_development_stage	3
PO:0025503	PO:0025503	fruit initiation stage	Plant_structure_development_stage	3
PO:0025508	PO:0025508	fruit size 70% to final size stage	Plant_structure_development_stage	3
PO:0001041	PO:0001041	chalazal and micropylar domain establishment stage	Plant_structure_development_stage	3
PO:0001042	PO:0001042	functional specialization of the endosperm stage	Plant_structure_development_stage	3
PO:0025528	PO:0025528	bud development stage	Plant_structure_development_stage	3
PO:0007059	PO:0007059	3 branch formation stage	Plant_structure_development_stage	3
PO:0001097	PO:0001097	plant zygote stage	Plant_structure_development_stage	4
PO:0007600	PO:0007600	floral organ differentiation stage	Plant_structure_development_stage	4
PO:0007130	PO:0007130	sporophyte reproductive stage	Plant_structure_development_stage	4
