name	term_id	term_name	term_namespace	term_distance
PO:0025131	PO:0025131	plant anatomical entity	Plant_anatomical_entity	0
PO:0009011	PO:0009011	plant structure	Plant_anatomical_entity	1
PO:0025117	PO:0025117	plant anatomical space	Plant_anatomical_entity	1
PO:0025161	PO:0025161	portion of plant substance	Plant_anatomical_entity	1
PO:0000003	PO:0000003	whole plant	Plant_anatomical_entity	2
PO:0000004	PO:0000004	in vitro plant structure	Plant_anatomical_entity	2
PO:0000022	PO:0000022	plant cuticle	Plant_anatomical_entity	2
PO:0000282	PO:0000282	trichome	Plant_anatomical_entity	2
PO:0006334	PO:0006334	seed micropyle	Plant_anatomical_entity	2
PO:0008032	PO:0008032	stomatal pore	Plant_anatomical_entity	2
PO:0009002	PO:0009002	plant cell	Plant_anatomical_entity	2
PO:0009007	PO:0009007	portion of plant tissue	Plant_anatomical_entity	2
PO:0009072	PO:0009072	plant ovary	Plant_anatomical_entity	2
PO:0020025	PO:0020025	micropyle	Plant_anatomical_entity	2
PO:0020101	PO:0020101	stomium	Plant_anatomical_entity	2
PO:0025099	PO:0025099	embryo plant structure	Plant_anatomical_entity	2
PO:0025118	PO:0025118	anther pore	Plant_anatomical_entity	2
PO:0025132	PO:0025132	canal	Plant_anatomical_entity	2
PO:0025224	PO:0025224	axil	Plant_anatomical_entity	2
PO:0025263	PO:0025263	locule	Plant_anatomical_entity	2
PO:0025322	PO:0025322	hydathode pore	Plant_anatomical_entity	2
PO:0025379	PO:0025379	intercellular space	Plant_anatomical_entity	2
PO:0025383	PO:0025383	phyllome sinus	Plant_anatomical_entity	2
PO:0025385	PO:0025385	cutin	Plant_anatomical_entity	2
PO:0025386	PO:0025386	cuticular wax	Plant_anatomical_entity	2
PO:0025387	PO:0025387	plant cuticle proper	Plant_anatomical_entity	2
PO:0025496	PO:0025496	multi-tissue plant structure	Plant_anatomical_entity	2
PO:0025497	PO:0025497	collective plant structure	Plant_anatomical_entity	2
PO:0025498	PO:0025498	cardinal part of multi-tissue plant structure	Plant_anatomical_entity	2
PO:0025538	PO:0025538	plant sap	Plant_anatomical_entity	2
PO:0025549	PO:0025549	trichome tip	Plant_anatomical_entity	2
PO:0025550	PO:0025550	trichome apex	Plant_anatomical_entity	2
PO:0030017	PO:0030017	spore capsule mouth	Plant_anatomical_entity	2
PO:0030078	PO:0030078	rhizoid	Plant_anatomical_entity	2
PO:0000001	PO:0000001	embryo proper	Plant_anatomical_entity	3
PO:0000005	PO:0000005	cultured plant cell	Plant_anatomical_entity	3
PO:0000009	PO:0000009	cultured plant callus	Plant_anatomical_entity	3
PO:0000010	PO:0000010	cultured plant embryo	Plant_anatomical_entity	3
PO:0000032	PO:0000032	tetrad of microspores	Plant_anatomical_entity	3
