from	to
UPA00001	UPA00026
UPA00001	UPA00485
UPA00001	UPA00942
UPA00001	UPA01045
UPA00007	UPA00006
UPA00007	UPA00265
UPA00007	UPA01045
UPA00026	UPA00027
UPA00026	UPA00045
UPA00026	UPA00295
UPA00026	UPA00298
UPA00026	UPA00316
UPA00026	UPA00408
UPA00026	UPA00424
UPA00026	UPA00425
UPA00026	UPA00426
UPA00026	UPA00432
UPA00026	UPA00434
UPA00026	UPA00436
UPA00026	UPA00445
UPA00026	UPA00454
UPA00026	UPA00459
UPA00026	UPA00465
UPA00026	UPA00476
UPA00026	UPA00479
UPA00026	UPA00486
UPA00026	UPA00487
UPA00026	UPA00496
UPA00026	UPA00505
UPA00026	UPA00523
UPA00026	UPA00546
UPA00026	UPA00550
UPA00026	UPA00567
UPA00026	UPA00596
UPA00026	UPA00672
UPA00026	UPA00680
UPA00026	UPA00698
UPA00026	UPA00931
UPA00026	UPA00959
UPA00026	UPA01045
UPA00027	UPA00105
UPA00027	UPA01045
UPA00030	UPA00281
UPA00030	UPA00301
UPA00030	UPA00359
UPA00030	UPA00958
UPA00030	UPA00973
UPA00030	UPA01045
UPA00045	UPA00158
UPA00045	UPA00258
UPA00045	UPA00407
UPA00045	UPA00414
UPA00045	UPA00654
UPA00045	UPA01045
UPA00062	UPA00440
UPA00062	UPA00765
UPA00062	UPA00766
UPA00062	UPA00767
UPA00062	UPA01045
UPA00073	UPA00185
UPA00073	UPA00186
UPA00073	UPA00254
UPA00073	UPA01045
UPA00085	UPA00086
UPA00085	UPA00751
UPA00085	UPA00752
UPA00085	UPA01045
UPA00089	UPA00575
UPA00089	UPA00577
UPA00089	UPA00610
UPA00089	UPA01045
UPA00091	UPA00515
UPA00091	UPA00951
UPA00091	UPA01045
UPA00094	UPA00095
UPA00094	UPA00655
UPA00094	UPA00657
UPA00094	UPA00658
UPA00094	UPA00662
UPA00094	UPA01037
UPA00094	UPA01038
UPA00094	UPA01039
UPA00094	UPA01045
UPA00096	UPA00097
UPA00096	UPA00140
UPA00096	UPA00142
UPA00096	UPA00204
UPA00096	UPA00346
UPA00096	UPA00370
UPA00096	UPA00520
UPA00096	UPA01045
UPA00105	UPA00005
UPA00105	UPA00007
UPA00105	UPA00008
UPA00105	UPA00082
UPA00105	UPA00083
UPA00105	UPA00155
UPA00105	UPA00203
UPA00105	UPA00207
UPA00105	UPA00217
UPA00105	UPA00228
UPA00105	UPA00233
UPA00105	UPA00236
UPA00105	UPA00239
UPA00105	UPA00273
UPA00105	UPA00348
UPA00105	UPA00685
UPA00105	UPA00686
UPA00105	UPA00688
UPA00105	UPA00690
UPA00105	UPA00691
UPA00105	UPA00726
UPA00105	UPA00734
UPA00105	UPA00740
UPA00105	UPA00808
UPA00105	UPA00809
UPA00105	UPA00889
UPA00105	UPA00923
UPA00105	UPA00937
UPA00105	UPA01002
UPA00105	UPA01011
UPA00105	UPA01030
UPA00105	UPA01031
UPA00105	UPA01033
UPA00105	UPA01045
UPA00117	UPA00118
UPA00117	UPA01045
UPA00123	UPA00460
UPA00123	UPA00480
UPA00123	UPA01045
UPA00125	UPA00541
UPA00125	UPA01045
UPA00127	UPA00054
UPA00127	UPA01040
UPA00127	UPA01041
UPA00127	UPA01042
UPA00127	UPA01043
UPA00127	UPA01045
UPA00132	UPA00990
UPA00132	UPA00991
UPA00132	UPA01045
UPA00137	UPA00719
UPA00137	UPA00721
UPA00137	UPA00888
UPA00137	UPA01032
UPA00137	UPA01045
UPA00143	UPA00831
UPA00143	UPA00832
UPA00143	UPA00833
UPA00143	UPA01045
UPA00154	UPA00009
UPA00154	UPA00897
UPA00154	UPA00952
UPA00154	UPA01045
UPA00169	UPA00112
UPA00169	UPA00182
UPA00169	UPA00183
UPA00169	UPA00474
UPA00169	UPA00475
UPA00169	UPA01045
UPA00187	UPA00534
UPA00187	UPA00535
UPA00187	UPA01045
UPA00199	UPA00094
UPA00199	UPA00382
UPA00199	UPA00383
UPA00199	UPA00430
UPA00199	UPA00569
UPA00199	UPA00656
UPA00199	UPA00661
UPA00199	UPA00703
UPA00199	UPA00863
UPA00199	UPA01022
UPA00199	UPA01045
UPA00201	UPA00351
UPA00201	UPA00633
UPA00201	UPA01045
UPA00205	UPA00946
UPA00205	UPA01045
UPA00210	UPA00488
UPA00210	UPA00761
UPA00210	UPA01045
