from	to
XAO:1000000	XAO:0000437
XAO:1000000	XAO:1000008
XAO:1000000	XAO:1000010
XAO:1000000	XAO:1000012
XAO:1000000	XAO:1000081
XAO:1000000	XAO:1000082
XAO:1000000	XAO:1000093
XAO:1000000	XAO:1000094
XAO:1000002	XAO:1000038
XAO:1000002	XAO:1000039
XAO:1000002	XAO:1000040
XAO:1000002	XAO:1000041
XAO:1000002	XAO:1000042
XAO:1000002	XAO:1000043
XAO:1000002	XAO:1000044
XAO:1000003	XAO:1000017
XAO:1000003	XAO:1000018
XAO:1000003	XAO:1000019
XAO:1000004	XAO:1000011
XAO:1000004	XAO:1000013
XAO:1000004	XAO:1000014
XAO:1000004	XAO:1000015
XAO:1000004	XAO:1000016
XAO:1000004	XAO:1000028
XAO:1000004	XAO:1000029
XAO:1000005	XAO:1000020
XAO:1000005	XAO:1000021
XAO:1000005	XAO:1000022
XAO:1000005	XAO:1000030
XAO:1000005	XAO:1000031
XAO:1000005	XAO:1000032
XAO:1000005	XAO:1000033
XAO:1000006	XAO:1000023
XAO:1000006	XAO:1000024
XAO:1000006	XAO:1000025
XAO:1000006	XAO:1000026
XAO:1000006	XAO:1000027
XAO:1000006	XAO:1000034
XAO:1000006	XAO:1000035
XAO:1000006	XAO:1000036
XAO:1000006	XAO:1000037
XAO:1000007	XAO:1000002
XAO:1000007	XAO:1000080
XAO:1000008	XAO:1000079
XAO:1000008	XAO:1000089
XAO:1000012	XAO:1000001
XAO:1000012	XAO:1000003
XAO:1000012	XAO:1000004
XAO:1000012	XAO:1000005
XAO:1000012	XAO:1000006
XAO:1000012	XAO:1000007
XAO:1000079	XAO:1000090
XAO:1000079	XAO:1000091
XAO:1000080	XAO:1000045
XAO:1000080	XAO:1000046
XAO:1000080	XAO:1000047
XAO:1000080	XAO:1000048
XAO:1000080	XAO:1000049
XAO:1000080	XAO:1000050
XAO:1000080	XAO:1000051
XAO:1000080	XAO:1000052
XAO:1000080	XAO:1000053
XAO:1000080	XAO:1000054
XAO:1000080	XAO:1000055
XAO:1000080	XAO:1000056
XAO:1000082	XAO:1000083
XAO:1000082	XAO:1000084
XAO:1000082	XAO:1000085
XAO:1000082	XAO:1000086
XAO:1000082	XAO:1000087
XAO:1000082	XAO:1000088
XAO:1000082	XAO:1000092
XAO:1000089	XAO:1000057
XAO:1000089	XAO:1000058
XAO:1000089	XAO:1000059
XAO:1000089	XAO:1000060
XAO:1000089	XAO:1000061
XAO:1000089	XAO:1000062
XAO:1000089	XAO:1000063
XAO:1000089	XAO:1000064
XAO:1000089	XAO:1000065
XAO:1000089	XAO:1000066
XAO:1000090	XAO:1000067
XAO:1000090	XAO:1000068
XAO:1000090	XAO:1000069
XAO:1000091	XAO:1000070
XAO:1000091	XAO:1000071
XAO:1000091	XAO:1000072
XAO:1000091	XAO:1000073
XAO:1000091	XAO:1000074
XAO:1000091	XAO:1000075
XAO:1000091	XAO:1000076
XAO:1000091	XAO:1000077
XAO:1000091	XAO:1000078
XAO:1000094	XAO:1000001
XAO:1000094	XAO:1000011
XAO:1000094	XAO:1000013
XAO:1000094	XAO:1000014
XAO:1000094	XAO:1000015
XAO:1000094	XAO:1000016
XAO:1000094	XAO:1000017
XAO:1000094	XAO:1000018
XAO:1000094	XAO:1000019
XAO:1000094	XAO:1000020
XAO:1000094	XAO:1000021
XAO:1000094	XAO:1000022
XAO:1000094	XAO:1000023
XAO:1000094	XAO:1000024
XAO:1000094	XAO:1000025
XAO:1000094	XAO:1000026
XAO:1000094	XAO:1000027
XAO:1000094	XAO:1000028
XAO:1000094	XAO:1000029
XAO:1000094	XAO:1000030
XAO:1000094	XAO:1000031
XAO:1000094	XAO:1000032
XAO:1000094	XAO:1000033
XAO:1000094	XAO:1000034
XAO:1000094	XAO:1000035
XAO:1000094	XAO:1000036
XAO:1000094	XAO:1000037
XAO:1000094	XAO:1000038
XAO:1000094	XAO:1000039
XAO:1000094	XAO:1000040
XAO:1000094	XAO:1000041
XAO:1000094	XAO:1000042
XAO:1000094	XAO:1000043
XAO:1000094	XAO:1000044
XAO:1000094	XAO:1000045
XAO:1000094	XAO:1000046
XAO:1000094	XAO:1000047
XAO:1000094	XAO:1000048
XAO:1000094	XAO:1000049
XAO:1000094	XAO:1000050
XAO:1000094	XAO:1000051
XAO:1000094	XAO:1000052
XAO:1000094	XAO:1000053
XAO:1000094	XAO:1000054
XAO:1000094	XAO:1000055
XAO:1000094	XAO:1000056
XAO:1000094	XAO:1000057
XAO:1000094	XAO:1000058
XAO:1000094	XAO:1000059
XAO:1000094	XAO:1000060
XAO:1000094	XAO:1000061
XAO:1000094	XAO:1000062
XAO:1000094	XAO:1000063
XAO:1000094	XAO:1000064
XAO:1000094	XAO:1000065
XAO:1000094	XAO:1000066
XAO:1000094	XAO:1000067
XAO:1000094	XAO:1000068
XAO:1000094	XAO:1000069
XAO:1000094	XAO:1000070
XAO:1000094	XAO:1000071
XAO:1000094	XAO:1000072
XAO:1000094	XAO:1000073
XAO:1000094	XAO:1000074
XAO:1000094	XAO:1000075
XAO:1000094	XAO:1000076
XAO:1000094	XAO:1000077
XAO:1000094	XAO:1000078
