SeqID	termID
1690	HP:0000001
169522	HP:0000001
169792	HP:0000001
170302	HP:0000001
170691	HP:0000001
170692	HP:0000001
171023	HP:0000001
1714	HP:0000001
1716	HP:0000001
1717	HP:0000001
1718	HP:0000001
1719	HP:0000001
1723	HP:0000001
1727	HP:0000001
1729	HP:0000001
1730	HP:0000001
1733	HP:0000001
1736	HP:0000001
1737	HP:0000001
1738	HP:0000001
174	HP:0000001
1741	HP:0000001
1747	HP:0000001
1749	HP:0000001
175	HP:0000001
1756	HP:0000001
1758	HP:0000001
176	HP:0000001
1760	HP:0000001
1761	HP:0000001
1763	HP:0000001
1767	HP:0000001
1776	HP:0000001
1778	HP:0000001
178	HP:0000001
1785	HP:0000001
1786	HP:0000001
1789	HP:0000001
1798	HP:0000001
18	HP:0000001
1800	HP:0000001
1804	HP:0000001
1806	HP:0000001
1807	HP:0000001
1811	HP:0000001
1813	HP:0000001
182	HP:0000001
1822	HP:0000001
1824	HP:0000001
1825	HP:0000001
1828	HP:0000001
1829	HP:0000001
183	HP:0000001
1832	HP:0000001
1834	HP:0000001
1836	HP:0000001
1837	HP:0000001
1839	HP:0000001
185	HP:0000001
186	HP:0000001
1861	HP:0000001
1889	HP:0000001
189	HP:0000001
1890	HP:0000001
1893	HP:0000001
1896	HP:0000001
19	HP:0000001
190	HP:0000001
1908	HP:0000001
1909	HP:0000001
191	HP:0000001
1910	HP:0000001
1945	HP:0000001
1947	HP:0000001
1950	HP:0000001
1954	HP:0000001
1956	HP:0000001
1959	HP:0000001
196527	HP:0000001
1967	HP:0000001
1969	HP:0000001
197131	HP:0000001
1981	HP:0000001
1991	HP:0000001
199713	HP:0000001
2	HP:0000001
2002	HP:0000001
200576	HP:0000001
2006	HP:0000001
200879	HP:0000001
200894	HP:0000001
200942	HP:0000001
2010	HP:0000001
201163	HP:0000001
201294	HP:0000001
2018	HP:0000001
2022	HP:0000001
2027	HP:0000001
203	HP:0000001
203228	HP:0000001
2033	HP:0000001
2034	HP:0000001
2035	HP:0000001
203547	HP:0000001
2038	HP:0000001
203859	HP:0000001
204	HP:0000001
2040	HP:0000001
2048	HP:0000001
2052	HP:0000001
2053	HP:0000001
2055	HP:0000001
2064	HP:0000001
2065	HP:0000001
2067	HP:0000001
2068	HP:0000001
207	HP:0000001
2070	HP:0000001
2071	HP:0000001
2072	HP:0000001
2073	HP:0000001
2074	HP:0000001
208	HP:0000001
21	HP:0000001
210	HP:0000001
2103	HP:0000001
2108	HP:0000001
2109	HP:0000001
2110	HP:0000001
2115	HP:0000001
212	HP:0000001
2120	HP:0000001
2121	HP:0000001
2130	HP:0000001
2131	HP:0000001
2132	HP:0000001
2138	HP:0000001
2146	HP:0000001
2147	HP:0000001
215	HP:0000001
2153	HP:0000001
2155	HP:0000001
2157	HP:0000001
2158	HP:0000001
2159	HP:0000001
216	HP:0000001
2160	HP:0000001
2161	HP:0000001
2162	HP:0000001
2165	HP:0000001
217	HP:0000001
2175	HP:0000001
2176	HP:0000001
2177	HP:0000001
2178	HP:0000001
2182	HP:0000001
2184	HP:0000001
2187	HP:0000001
2188	HP:0000001
2189	HP:0000001
2192	HP:0000001
219736	HP:0000001
219844	HP:0000001
22	HP:0000001
2200	HP:0000001
220074	HP:0000001
2201	HP:0000001
220136	HP:0000001
2202	HP:0000001
220296	HP:0000001
2203	HP:0000001
221421	HP:0000001
2218	HP:0000001
221927	HP:0000001
222546	HP:0000001
222662	HP:0000001
2235	HP:0000001
224	HP:0000001
2242	HP:0000001
2243	HP:0000001
2244	HP:0000001
2245	HP:0000001
2248	HP:0000001
2253	HP:0000001
2254	HP:0000001
2255	HP:0000001
2259	HP:0000001
226	HP:0000001
2260	HP:0000001
2261	HP:0000001
2263	HP:0000001
2271	HP:0000001
2273	HP:0000001
2274	HP:0000001
22845	HP:0000001
22852	HP:0000001
22854	HP:0000001
22856	HP:0000001
22858	HP:0000001
22861	HP:0000001
22868	HP:0000001
22897	HP:0000001
229	HP:0000001
2290	HP:0000001
22909	HP:0000001
22930	HP:0000001
22931	HP:0000001
22934	HP:0000001
2294	HP:0000001
22947	HP:0000001
22948	HP:0000001
22954	HP:0000001
2296	HP:0000001
2299	HP:0000001
22995	HP:0000001
22999	HP:0000001
2301	HP:0000001
23020	HP:0000001
2303	HP:0000001
2304	HP:0000001
23064	HP:0000001
2308	HP:0000001
23090	HP:0000001
23092	HP:0000001
23095	HP:0000001
23096	HP:0000001
23111	HP:0000001
23118	HP:0000001
2312	HP:0000001
23133	HP:0000001
2316	HP:0000001
23169	HP:0000001
2317	HP:0000001
23171	HP:0000001
23175	HP:0000001
2318	HP:0000001
23189	HP:0000001
23209	HP:0000001
23218	HP:0000001
2322	HP:0000001
23224	HP:0000001
23229	HP:0000001
23230	HP:0000001
23236	HP:0000001
2324	HP:0000001
23261	HP:0000001
2328	HP:0000001
23314	HP:0000001
2332	HP:0000001
23322	HP:0000001
2334	HP:0000001
23345	HP:0000001
23347	HP:0000001
2335	HP:0000001
23363	HP:0000001
23365	HP:0000001
23384	HP:0000001
23385	HP:0000001
23389	HP:0000001
23395	HP:0000001
23396	HP:0000001
23400	HP:0000001
23405	HP:0000001
23414	HP:0000001
23417	HP:0000001
23418	HP:0000001
23431	HP:0000001
23435	HP:0000001
23438	HP:0000001
23474	HP:0000001
23479	HP:0000001
2348	HP:0000001
23495	HP:0000001
23503	HP:0000001
23522	HP:0000001
23529	HP:0000001
23530	HP:0000001
23533	HP:0000001
23545	HP:0000001
23554	HP:0000001
23556	HP:0000001
23590	HP:0000001
23592	HP:0000001
23594	HP:0000001
23600	HP:0000001
23607	HP:0000001
23636	HP:0000001
23639	HP:0000001
23676	HP:0000001
2373	HP:0000001
23746	HP:0000001
23765	HP:0000001
238	HP:0000001
2395	HP:0000001
24	HP:0000001
24140	HP:0000001
24148	HP:0000001
242	HP:0000001
2448	HP:0000001
2460	HP:0000001
2461	HP:0000001
246213	HP:0000001
2483	HP:0000001
2488	HP:0000001
249	HP:0000001
2492	HP:0000001
25	HP:0000001
2512	HP:0000001
2516	HP:0000001
2517	HP:0000001
2519	HP:0000001
2521	HP:0000001
2523	HP:0000001
2538	HP:0000001
253827	HP:0000001
2539	HP:0000001
254065	HP:0000001
2542	HP:0000001
2548	HP:0000001
2556	HP:0000001
255738	HP:0000001
255928	HP:0000001
2562	HP:0000001
256297	HP:0000001
256471	HP:0000001
2566	HP:0000001
256764	HP:0000001
257	HP:0000001
2571	HP:0000001
25782	HP:0000001
25793	HP:0000001
25794	HP:0000001
2581	HP:0000001
25814	HP:0000001
2582	HP:0000001
25821	HP:0000001
25836	HP:0000001
25839	HP:0000001
2584	HP:0000001
25861	HP:0000001
2588	HP:0000001
25886	HP:0000001
2591	HP:0000001
25914	HP:0000001
25915	HP:0000001
2592	HP:0000001
259236	HP:0000001
259266	HP:0000001
2593	HP:0000001
25939	HP:0000001
25953	HP:0000001
25974	HP:0000001
25978	HP:0000001
26012	HP:0000001
26040	HP:0000001
26047	HP:0000001
26058	HP:0000001
26090	HP:0000001
26119	HP:0000001
26121	HP:0000001
26123	HP:0000001
26128	HP:0000001
26154	HP:0000001
2617	HP:0000001
261734	HP:0000001
26227	HP:0000001
26229	HP:0000001
2623	HP:0000001
2624	HP:0000001
26249	HP:0000001
2625	HP:0000001
26258	HP:0000001
2626	HP:0000001
2627	HP:0000001
26275	HP:0000001
26276	HP:0000001
26277	HP:0000001
26278	HP:0000001
2628	HP:0000001
2629	HP:0000001
2632	HP:0000001
26353	HP:0000001
2639	HP:0000001
2643	HP:0000001
2645	HP:0000001
265	HP:0000001
26503	HP:0000001
26504	HP:0000001
2651	HP:0000001
2652	HP:0000001
26525	HP:0000001
2653	HP:0000001
2657	HP:0000001
26580	HP:0000001
266	HP:0000001
2664	HP:0000001
2668	HP:0000001
2670	HP:0000001
2671	HP:0000001
2672	HP:0000001
2673	HP:0000001
2677	HP:0000001
268	HP:0000001
2683	HP:0000001
26873	HP:0000001
2688	HP:0000001
269	HP:0000001
2690	HP:0000001
2692	HP:0000001
2693	HP:0000001
2694	HP:0000001
2695	HP:0000001
2697	HP:0000001
270	HP:0000001
2700	HP:0000001
27010	HP:0000001
27019	HP:0000001
2702	HP:0000001
2703	HP:0000001
27030	HP:0000001
27031	HP:0000001
27032	HP:0000001
27034	HP:0000001
2705	HP:0000001
2706	HP:0000001
2707	HP:0000001
27077	HP:0000001
27086	HP:0000001
2710	HP:0000001
27130	HP:0000001
2717	HP:0000001
27184	HP:0000001
2719	HP:0000001
2720	HP:0000001
27232	HP:0000001
27235	HP:0000001
27241	HP:0000001
27247	HP:0000001
27249	HP:0000001
27286	HP:0000001
2729	HP:0000001
2731	HP:0000001
27329	HP:0000001
2733	HP:0000001
2736	HP:0000001
2737	HP:0000001
274	HP:0000001
2741	HP:0000001
27429	HP:0000001
2743	HP:0000001
2746	HP:0000001
275	HP:0000001
2752	HP:0000001
2760	HP:0000001
2771	HP:0000001
2773	HP:0000001
2778	HP:0000001
2779	HP:0000001
2780	HP:0000001
2796	HP:0000001
2798	HP:0000001
2799	HP:0000001
2811	HP:0000001
2812	HP:0000001
2815	HP:0000001
2819	HP:0000001
2821	HP:0000001
28234	HP:0000001
282551	HP:0000001
282808	HP:0000001
282996	HP:0000001
283	HP:0000001
283120	HP:0000001
283310	HP:0000001
283417	HP:0000001
283953	HP:0000001
283989	HP:0000001
284058	HP:0000001
284119	HP:0000001
284403	HP:0000001
284654	HP:0000001
285203	HP:0000001
285362	HP:0000001
285440	HP:0000001
285489	HP:0000001
285590	HP:0000001
285848	HP:0000001
286	HP:0000001
286077	HP:0000001
286262	HP:0000001
286676	HP:0000001
287	HP:0000001
2876	HP:0000001
2892	HP:0000001
28956	HP:0000001
2896	HP:0000001
28962	HP:0000001
28976	HP:0000001
2898	HP:0000001
28982	HP:0000001
2903	HP:0000001
29071	HP:0000001
29078	HP:0000001
2908	HP:0000001
291	HP:0000001
2911	HP:0000001
29123	HP:0000001
2916	HP:0000001
2925	HP:0000001
2934	HP:0000001
2936	HP:0000001
2937	HP:0000001
2956	HP:0000001
29760	HP:0000001
2978	HP:0000001
2979	HP:0000001
2984	HP:0000001
29851	HP:0000001
29887	HP:0000001
29893	HP:0000001
29899	HP:0000001
2990	HP:0000001
29914	HP:0000001
2992	HP:0000001
29929	HP:0000001
29954	HP:0000001
29958	HP:0000001
29968	HP:0000001
2997	HP:0000001
29978	HP:0000001
2998	HP:0000001
3000	HP:0000001
30008	HP:0000001
30009	HP:0000001
30061	HP:0000001
30062	HP:0000001
3028	HP:0000001
3029	HP:0000001
3030	HP:0000001
3032	HP:0000001
3033	HP:0000001
3035	HP:0000001
3039	HP:0000001
3040	HP:0000001
3043	HP:0000001
3045	HP:0000001
3046	HP:0000001
3047	HP:0000001
3048	HP:0000001
3049	HP:0000001
3050	HP:0000001
3052	HP:0000001
3053	HP:0000001
3054	HP:0000001
3060	HP:0000001
3064	HP:0000001
3073	HP:0000001
3074	HP:0000001
3075	HP:0000001
3077	HP:0000001
3081	HP:0000001
30813	HP:0000001
3082	HP:0000001
3094	HP:0000001
3098	HP:0000001
31	HP:0000001
3105	HP:0000001
3110	HP:0000001
3119	HP:0000001
3122	HP:0000001
3123	HP:0000001
3141	HP:0000001
3145	HP:0000001
3155	HP:0000001
3158	HP:0000001
3159	HP:0000001
3166	HP:0000001
3172	HP:0000001
317719	HP:0000001
3195	HP:0000001
3198	HP:0000001
3199	HP:0000001
3207	HP:0000001
3209	HP:0000001
3211	HP:0000001
3229	HP:0000001
3236	HP:0000001
3239	HP:0000001
324	HP:0000001
3242	HP:0000001
3248	HP:0000001
3251	HP:0000001
3257	HP:0000001
326	HP:0000001
3265	HP:0000001
326625	HP:0000001
3273	HP:0000001
3284	HP:0000001
3290	HP:0000001
3291	HP:0000001
3293	HP:0000001
3295	HP:0000001
3299	HP:0000001
3300	HP:0000001
331	HP:0000001
3315	HP:0000001
3329	HP:0000001
3339	HP:0000001
335	HP:0000001
3350	HP:0000001
337	HP:0000001
3373	HP:0000001
338	HP:0000001
3383	HP:0000001
338917	HP:0000001
339829	HP:0000001
34	HP:0000001
340024	HP:0000001
340533	HP:0000001
340665	HP:0000001
340990	HP:0000001
341640	HP:0000001
3420	HP:0000001
3423	HP:0000001
3425	HP:0000001
3426	HP:0000001
343035	HP:0000001
3431	HP:0000001
343637	HP:0000001
343641	HP:0000001
344	HP:0000001
344018	HP:0000001
345	HP:0000001
345193	HP:0000001
345611	HP:0000001
345895	HP:0000001
3459	HP:0000001
3460	HP:0000001
346007	HP:0000001
346171	HP:0000001
347344	HP:0000001
3476	HP:0000001
347733	HP:0000001
3479	HP:0000001
348	HP:0000001
3480	HP:0000001
348938	HP:0000001
3490	HP:0000001
35	HP:0000001
3500	HP:0000001
3507	HP:0000001
3508	HP:0000001
351	HP:0000001
3514	HP:0000001
3516	HP:0000001
352909	HP:0000001
353	HP:0000001
3543	HP:0000001
3547	HP:0000001
3549	HP:0000001
355	HP:0000001
3557	HP:0000001
3559	HP:0000001
356	HP:0000001
3561	HP:0000001
3563	HP:0000001
3575	HP:0000001
3587	HP:0000001
3588	HP:0000001
359	HP:0000001
3590	HP:0000001
3593	HP:0000001
36	HP:0000001
3614	HP:0000001
3621	HP:0000001
3630	HP:0000001
3636	HP:0000001
3640	HP:0000001
3643	HP:0000001
3651	HP:0000001
3655	HP:0000001
3659	HP:0000001
3662	HP:0000001
3663	HP:0000001
3664	HP:0000001
367	HP:0000001
3673	HP:0000001
3674	HP:0000001
3675	HP:0000001
3679	HP:0000001
368	HP:0000001
3684	HP:0000001
3689	HP:0000001
369	HP:0000001
3690	HP:0000001
3691	HP:0000001
37	HP:0000001
3702	HP:0000001
3708	HP:0000001
3712	HP:0000001
3717	HP:0000001
3718	HP:0000001
3728	HP:0000001
3730	HP:0000001
3732	HP:0000001
3735	HP:0000001
3736	HP:0000001
3741	HP:0000001
374291	HP:0000001
374462	HP:0000001
374654	HP:0000001
3748	HP:0000001
375298	HP:0000001
3753	HP:0000001
375611	HP:0000001
3757	HP:0000001
375790	HP:0000001
3758	HP:0000001
3759	HP:0000001
3766	HP:0000001
3767	HP:0000001
3769	HP:0000001
3778	HP:0000001
3784	HP:0000001
3785	HP:0000001
3786	HP:0000001
378884	HP:0000001
3791	HP:0000001
3798	HP:0000001
38	HP:0000001
3815	HP:0000001
3818	HP:0000001
383	HP:0000001
3832	HP:0000001
3835	HP:0000001
3845	HP:0000001
3848	HP:0000001
3849	HP:0000001
3850	HP:0000001
3851	HP:0000001
3852	HP:0000001
3853	HP:0000001
3854	HP:0000001
3857	HP:0000001
3858	HP:0000001
3859	HP:0000001
3860	HP:0000001
3861	HP:0000001
3868	HP:0000001
3872	HP:0000001
387281	HP:0000001
387700	HP:0000001
387733	HP:0000001
388389	HP:0000001
388531	HP:0000001
388551	HP:0000001
3887	HP:0000001
3889	HP:0000001
388939	HP:0000001
388962	HP:0000001
3891	HP:0000001
3892	HP:0000001
389207	HP:0000001
389421	HP:0000001
389434	HP:0000001
3897	HP:0000001
39	HP:0000001
390594	HP:0000001
3908	HP:0000001
3909	HP:0000001
3912	HP:0000001
3913	HP:0000001
3914	HP:0000001
3918	HP:0000001
3920	HP:0000001
3921	HP:0000001
392255	HP:0000001
3930	HP:0000001
3931	HP:0000001
3938	HP:0000001
3939	HP:0000001
3949	HP:0000001
3952	HP:0000001
3953	HP:0000001
3955	HP:0000001
396	HP:0000001
3972	HP:0000001
3973	HP:0000001
3977	HP:0000001
3981	HP:0000001
3988	HP:0000001
3990	HP:0000001
3998	HP:0000001
4000	HP:0000001
4001	HP:0000001
401	HP:0000001
4010	HP:0000001
4014	HP:0000001
4018	HP:0000001
4023	HP:0000001
4026	HP:0000001
4036	HP:0000001
4038	HP:0000001
4041	HP:0000001
404672	HP:0000001
4053	HP:0000001
4054	HP:0000001
4056	HP:0000001
405753	HP:0000001
4066	HP:0000001
4068	HP:0000001
4069	HP:0000001
406960	HP:0000001
4070	HP:0000001
407053	HP:0000001
4072	HP:0000001
407975	HP:0000001
4088	HP:0000001
4089	HP:0000001
4091	HP:0000001
4093	HP:0000001
4094	HP:0000001
410	HP:0000001
411	HP:0000001
4117	HP:0000001
412	HP:0000001
4125	HP:0000001
4126	HP:0000001
4128	HP:0000001
4129	HP:0000001
4137	HP:0000001
4143	HP:0000001
4148	HP:0000001
415	HP:0000001
4157	HP:0000001
4158	HP:0000001
4160	HP:0000001
4166	HP:0000001
4168	HP:0000001
4173	HP:0000001
4175	HP:0000001
4193	HP:0000001
4204	HP:0000001
4208	HP:0000001
421	HP:0000001
4210	HP:0000001
4214	HP:0000001
4221	HP:0000001
4222	HP:0000001
4233	HP:0000001
4247	HP:0000001
4254	HP:0000001
4256	HP:0000001
4261	HP:0000001
427	HP:0000001
4281	HP:0000001
4282	HP:0000001
4286	HP:0000001
4287	HP:0000001
429	HP:0000001
4291	HP:0000001
4292	HP:0000001
4297	HP:0000001
4298	HP:0000001
4299	HP:0000001
4300	HP:0000001
4303	HP:0000001
4306	HP:0000001
4308	HP:0000001
4312	HP:0000001
4313	HP:0000001
4318	HP:0000001
4322	HP:0000001
4330	HP:0000001
4337	HP:0000001
4338	HP:0000001
4340	HP:0000001
435	HP:0000001
4351	HP:0000001
4352	HP:0000001
4353	HP:0000001
4358	HP:0000001
4359	HP:0000001
4361	HP:0000001
440	HP:0000001
440138	HP:0000001
440193	HP:0000001
440435	HP:0000001
443	HP:0000001
4436	HP:0000001
445	HP:0000001
4481	HP:0000001
4487	HP:0000001
4488	HP:0000001
4507	HP:0000001
4524	HP:0000001
4534	HP:0000001
4547	HP:0000001
4548	HP:0000001
4552	HP:0000001
4591	HP:0000001
4593	HP:0000001
4594	HP:0000001
4595	HP:0000001
4598	HP:0000001
4602	HP:0000001
4604	HP:0000001
4607	HP:0000001
4609	HP:0000001
4613	HP:0000001
4615	HP:0000001
4618	HP:0000001
462	HP:0000001
4620	HP:0000001
4621	HP:0000001
4624	HP:0000001
4625	HP:0000001
4626	HP:0000001
4627	HP:0000001
4629	HP:0000001
4633	HP:0000001
4634	HP:0000001
4638	HP:0000001
4640	HP:0000001
4643	HP:0000001
4644	HP:0000001
4645	HP:0000001
4646	HP:0000001
4647	HP:0000001
4653	HP:0000001
4668	HP:0000001
4669	HP:0000001
4683	HP:0000001
4688	HP:0000001
4689	HP:0000001
4692	HP:0000001
4693	HP:0000001
4694	HP:0000001
4695	HP:0000001
4703	HP:0000001
4704	HP:0000001
4705	HP:0000001
4709	HP:0000001
471	HP:0000001
4719	HP:0000001
472	HP:0000001
4720	HP:0000001
4722	HP:0000001
4723	HP:0000001
4724	HP:0000001
4726	HP:0000001
4728	HP:0000001
4729	HP:0000001
4747	HP:0000001
4750	HP:0000001
4758	HP:0000001
4760	HP:0000001
4763	HP:0000001
477	HP:0000001
4771	HP:0000001
478	HP:0000001
4784	HP:0000001
4792	HP:0000001
4803	HP:0000001
4810	HP:0000001
4830	HP:0000001
4838	HP:0000001
4851	HP:0000001
4853	HP:0000001
4854	HP:0000001
486	HP:0000001
4860	HP:0000001
4864	HP:0000001
4867	HP:0000001
4868	HP:0000001
4869	HP:0000001
487	HP:0000001
4878	HP:0000001
488	HP:0000001
4882	HP:0000001
4891	HP:0000001
4893	HP:0000001
4901	HP:0000001
4902	HP:0000001
4907	HP:0000001
4914	HP:0000001
492	HP:0000001
4920	HP:0000001
4921	HP:0000001
4935	HP:0000001
493753	HP:0000001
493856	HP:0000001
4942	HP:0000001
494513	HP:0000001
4948	HP:0000001
4952	HP:0000001
4967	HP:0000001
4968	HP:0000001
4976	HP:0000001
4982	HP:0000001
4983	HP:0000001
4990	HP:0000001
4998	HP:0000001
50	HP:0000001
5000	HP:0000001
5002	HP:0000001
5009	HP:0000001
501	HP:0000001
5015	HP:0000001
5019	HP:0000001
5034	HP:0000001
5048	HP:0000001
50484	HP:0000001
50485	HP:0000001
50506	HP:0000001
50511	HP:0000001
50514	HP:0000001
5053	HP:0000001
5054	HP:0000001
