ID	Name	Namespace	Distance
KW:0795	Thyroid hormone	Molecular_function	3
KW:0796	Tight junction	Cellular_component	3
KW:0797	Tissue remodeling	Biological_process	2
KW:0798	TonB box	Domain	2
KW:0799	Topoisomerase	Molecular_function	3
KW:0800	Toxin	Molecular_function	2
KW:0801	TPQ	PTM	2
KW:0802	TPR repeat	Domain	2
KW:0804	Transcription	Biological_process	2
KW:0805	Transcription regulation	Biological_process	3
KW:0806	Transcription termination	Biological_process	4
KW:0807	Transducer	Molecular_function	2
KW:0808	Transferase	Molecular_function	2
KW:0809	Transit peptide	Domain	2
KW:0810	Translation regulation	Biological_process	2
KW:0811	Translocation	Biological_process	4
KW:0812	Transmembrane	Domain	2
KW:0813	Transport	Biological_process	2
KW:0815	Transposition	Biological_process	2
KW:0816	Tricarboxylic acid cycle	Biological_process	2
KW:0817	Trimethoprim resistance	Biological_process	3
KW:0819	tRNA processing	Biological_process	2
KW:0820	tRNA-binding	Ligand	3
KW:0821	Trypanosomiasis	Disease	2
KW:0822	Tryptophan biosynthesis	Biological_process	4
KW:0823	Tryptophan catabolism	Biological_process	2
KW:0824	TTQ	PTM	2
KW:0826	Tungsten	Ligand	2
KW:0827	Tyrosine biosynthesis	Biological_process	4
KW:0828	Tyrosine catabolism	Biological_process	2
KW:0829	Tyrosine-protein kinase	Molecular_function	4
KW:0830	Ubiquinone	Ligand	2
KW:0831	Ubiquinone biosynthesis	Biological_process	2
KW:0832	Ubl conjugation	PTM	2
KW:0833	Ubl conjugation pathway	Biological_process	2
KW:0834	Unfolded protein response	Biological_process	2
KW:0835	Urea cycle	Biological_process	2
KW:0838	Vasoactive	Molecular_function	2
KW:0839	Vasoconstrictor	Molecular_function	3
KW:0840	Vasodilator	Molecular_function	3
KW:0843	Virulence	Biological_process	2
KW:0844	Vision	Biological_process	3
KW:0845	Vitamin A	Ligand	2
KW:0846	Cobalamin	Ligand	3
KW:0847	Vitamin C	Ligand	2
KW:0848	Vitamin D	Ligand	2
KW:0850	VLDL	Cellular_component	2
KW:0851	Voltage-gated channel	Molecular_function	3
KW:0853	WD repeat	Domain	2
KW:0856	Williams-Beuren syndrome	Disease	2
KW:0858	Xylan degradation	Biological_process	4
KW:0859	Xylose metabolism	Biological_process	3
KW:0862	Zinc	Ligand	2
KW:0863	Zinc-finger	Domain	2
KW:0864	Zinc transport	Ligand	3
KW:0865	Zymogen	PTM	2
KW:0866	Nonsense-mediated mRNA decay	Biological_process	2
KW:0868	Chloride	Ligand	2
KW:0869	Chloride channel	Ligand	3
KW:0870	Chloride channel inhibitor	Molecular_function	4
KW:0872	Ion channel impairing toxin	Molecular_function	3
KW:0873	Pyrrolidone carboxylic acid	PTM	2
KW:0874	Quinone	PTM	2
KW:0876	Taxol biosynthesis	Biological_process	2
KW:0877	Alternative promoter usage	Coding_sequence_diversity	2
KW:0879	Wnt signaling pathway	Biological_process	2
KW:0880	Kelch repeat	Domain	2
KW:0881	Chlorophyll catabolism	Biological_process	2
KW:0882	Thioester bond	PTM	2
KW:0883	Thioether bond	PTM	2
KW:0884	PQQ biosynthesis	Biological_process	2
KW:0886	LTQ	PTM	2
KW:0887	Epilepsy	Disease	2
KW:0888	Threonine protease	Molecular_function	4
KW:0889	Transcription antitermination	Biological_process	4
KW:0891	Chondrogenesis	Biological_process	2
KW:0892	Osteogenesis	Biological_process	2
KW:0893	Thyroid hormones biosynthesis	Biological_process	2
KW:0894	Sodium channel	Ligand	3
KW:0896	Oogenesis	Biological_process	3
KW:0898	Cataract	Disease	2
KW:0899	Viral immunoevasion	Biological_process	3
KW:0902	Two-component regulatory system	Biological_process	2
KW:0904	Protein phosphatase	Molecular_function	3
KW:0906	Nuclear pore complex	Biological_process	5
KW:0912	Congenital muscular dystrophy	Disease	2
KW:0914	Notch signaling pathway	Biological_process	2
KW:0915	Sodium	Ligand	2
KW:0916	Viral movement protein	Molecular_function	2
KW:0917	Virion maturation	Biological_process	3
KW:0918	Phosphonate transport	Biological_process	3
KW:0919	Taste	Biological_process	3
KW:0920	Virion tegument	Cellular_component	3
KW:0921	Nickel transport	Ligand	3
KW:0922	Interferon antiviral system evasion	Biological_process	2
KW:0924	Ammonia transport	Biological_process	3
KW:0925	Oxylipin biosynthesis	Biological_process	5
KW:0926	Vacuole	Cellular_component	2
KW:0927	Auxin signaling pathway	Biological_process	2
KW:0928	Hypersensitive response elicitation	Biological_process	2
KW:0929	Antimicrobial	Molecular_function	2
KW:0930	Antiviral protein	Molecular_function	2
KW:0931	ER-Golgi transport	Biological_process	3
KW:0932	Cytokinin signaling pathway	Biological_process	2
KW:0933	Apicoplast	Cellular_component	3
KW:0934	Plastid	Cellular_component	2
KW:0936	Ethylene signaling pathway	Biological_process	2
KW:0937	Abscisic acid biosynthesis	Biological_process	2
KW:0938	Abscisic acid signaling pathway	Biological_process	2
KW:0939	Gibberellin signaling pathway	Biological_process	2
KW:0941	Suppressor of RNA silencing	Molecular_function	2
KW:0943	RNA-mediated gene silencing	Biological_process	2
KW:0944	Nitration	PTM	2
KW:0945	Host-virus interaction	Biological_process	2
KW:0946	Virion	Cellular_component	2
KW:0949	S-adenosyl-L-methionine	Ligand	2
KW:0957	Chromoplast	Cellular_component	3
KW:0959	Myotoxin	Molecular_function	3
KW:0960	Knottin	Domain	2
KW:0961	Cell wall biogenesis/degradation	Biological_process	2
KW:0962	Peroxisome biogenesis	Biological_process	2
KW:0963	Cytoplasm	Cellular_component	2
KW:0964	Secreted	Cellular_component	2
KW:0965	Cell junction	Cellular_component	2
KW:0966	Cell projection	Cellular_component	2
KW:0967	Endosome	Cellular_component	2
KW:0968	Cytoplasmic vesicle	Cellular_component	2
KW:0969	Cilium	Cellular_component	3
KW:0970	Cilium biogenesis/degradation	Biological_process	2
KW:0972	Capsule biogenesis/degradation	Biological_process	2
KW:0973	c-di-GMP	Ligand	2
KW:0975	Bacterial flagellum	Cellular_component	2
KW:0987	Osteopetrosis	Disease	2
KW:0989	Craniosynostosis	Disease	2
KW:0991	Mental retardation	Disease	2
KW:0995	Kinetochore	Cellular_component	2
KW:0996	Nickel insertion	Biological_process	2
KW:0997	Cell inner membrane	Cellular_component	4
KW:0998	Cell outer membrane	Cellular_component	3
KW:0999	Mitochondrion inner membrane	Cellular_component	3
KW:1000	Mitochondrion outer membrane	Cellular_component	3
KW:1001	Plastid inner membrane	Cellular_component	3
KW:1002	Plastid outer membrane	Cellular_component	3
KW:1003	Cell membrane	Cellular_component	3
KW:1005	Bacterial flagellum biogenesis	Biological_process	2
KW:1006	Bacterial flagellum protein export	Biological_process	4
KW:1007	Palmoplantar keratoderma	Disease	2
KW:1008	Amyloidosis	Disease	2
KW:1009	Hearing	Biological_process	2
KW:1013	Microphthalmia	Disease	2
KW:1015	Disulfide bond	PTM	2
KW:1017	Isopeptide bond	PTM	2
KW:1018	Complement activation lectin pathway	Biological_process	4
KW:1029	Fimbrium biogenesis	Biological_process	2
KW:1031	Host cell junction	Cellular_component	2
KW:1032	Host cell membrane	Cellular_component	4
KW:1034	Host cell projection	Cellular_component	2
KW:1035	Host cytoplasm	Cellular_component	2
KW:1036	Host cytoplasmic vesicle	Cellular_component	2
KW:1038	Host endoplasmic reticulum	Cellular_component	2
KW:1039	Host endosome	Cellular_component	2
KW:1040	Host Golgi apparatus	Cellular_component	2
KW:1041	Host lipid droplet	Cellular_component	2
KW:1042	Host lysosome	Cellular_component	2
KW:1043	Host membrane	Cellular_component	3
KW:1045	Host mitochondrion	Cellular_component	2
KW:1047	Host mitochondrion outer membrane	Cellular_component	3
KW:1048	Host nucleus	Cellular_component	2
KW:1051	Host synapse	Cellular_component	3
KW:1053	Target membrane	Cellular_component	3
KW:1061	Dermonecrotic toxin	Molecular_function	2
KW:1064	Adaptive immunity	Biological_process	3
KW:1069	Brassinosteroid biosynthesis	Biological_process	5
KW:1070	Brassinosteroid signaling pathway	Biological_process	2
KW:1071	Ligand-gated ion channel	Molecular_function	3
KW:1072	Activation of host autophagy by virus	Biological_process	3
KW:1073	Activation of host caspases by virus	Biological_process	4
KW:1074	Activation of host NF-kappa-B by virus	Biological_process	3
KW:1078	G1/S host cell cycle checkpoint dysregulation by virus	Biological_process	4
KW:1080	Inhibition of host adaptive immune response by virus	Biological_process	4
KW:1081	Inhibition of host apoptosis by viral BCL2-like protein	Biological_process	4
KW:1083	Inhibition of host autophagy by virus	Biological_process	3
KW:1084	Inhibition of host tetherin by virus	Biological_process	6
KW:1085	Inhibition of host caspases by virus	Biological_process	4
KW:1086	Inhibition of host chemokines by virus	Biological_process	4
KW:1087	Inhibition of host complement factors by virus	Biological_process	4
KW:1088	Inhibition of host RIG-I by virus	Biological_process	6
KW:1090	Inhibition of host innate immune response by virus	Biological_process	4
KW:1092	Inhibition of host IRF3 by virus	Biological_process	6
KW:1094	Inhibition of host IRF9 by virus	Biological_process	6
KW:1095	Inhibition of host ISG15 by virus	Biological_process	6
KW:1096	Inhibition of host JAK1 by virus	Biological_process	6
KW:1097	Inhibition of host MAVS by virus	Biological_process	6
KW:1098	Inhibition of host mitotic exit by virus	Biological_process	4
KW:1099	Inhibition of host mRNA nuclear export by virus	Biological_process	5
KW:1100	Inhibition of host NF-kappa-B by virus	Biological_process	3
KW:1102	Inhibition of host PKR by virus	Biological_process	6
KW:1103	Inhibition of host pre-mRNA processing by virus	Biological_process	5
KW:1104	Inhibition of host RNA polymerase II by virus	Biological_process	5
KW:1105	Inhibition of host STAT1 by virus	Biological_process	6
KW:1106	Inhibition of host STAT2 by virus	Biological_process	6
KW:1110	Inhibition of host TRAFs by virus	Biological_process	6
KW:1111	Inhibition of host transcription initiation by virus	Biological_process	5
KW:1112	Inhibition of host TYK2 by virus	Biological_process	6
KW:1113	Inhibition of host RLR pathway by virus	Biological_process	5
KW:1114	Inhibition of host interferon signaling pathway by virus	Biological_process	5
KW:1115	Inhibition of host MHC class I molecule presentation by virus	Biological_process	5
KW:1116	Inhibition of host MHC class II molecule presentation by virus	Biological_process	5
KW:1119	Modulation of host cell apoptosis by virus	Biological_process	3
KW:1121	Modulation of host cell cycle by virus	Biological_process	3
KW:1122	Modulation of host chromatin by virus	Biological_process	3
KW:1123	Modulation of host E3 ubiquitin ligases by virus	Biological_process	4
KW:1125	Evasion of host immunity by viral interleukin-like protein	Biological_process	4
KW:1127	Modulation of host ubiquitin pathway by viral deubiquitinase	Biological_process	4
KW:1128	Modulation of host ubiquitin pathway by viral E3 ligase	Biological_process	4
KW:1130	Modulation of host ubiquitin pathway by virus	Biological_process	3
KW:1132	Decay of host mRNAs by virus	Biological_process	5
KW:1133	Transmembrane helix	Domain	3
KW:1134	Transmembrane beta strand	Domain	3
KW:1135	Mitochondrion nucleoid	Cellular_component	3
KW:1139	Helical capsid protein	Cellular_component	3
KW:1140	T=1 icosahedral capsid protein	Cellular_component	3
KW:1142	T=3 icosahedral capsid protein	Cellular_component	3
KW:1143	T=pseudo3 icosahedral capsid protein	Cellular_component	3
KW:1144	T=4 icosahedral capsid protein	Cellular_component	3
KW:1145	T=7 icosahedral capsid protein	Cellular_component	3
KW:1146	T=13 icosahedral capsid protein	Cellular_component	3
KW:1147	T=16 icosahedral capsid protein	Cellular_component	3
KW:1148	T=25 icosahedral capsid protein	Cellular_component	3
KW:1152	Outer capsid protein	Cellular_component	4
KW:1154	Intermediate capsid protein	Cellular_component	4
KW:1157	Cap snatching	Biological_process	2
KW:1159	RNA suppression of termination	Coding_sequence_diversity	2
KW:1160	Virus entry into host cell	Biological_process	2
KW:1161	Viral attachment to host cell	Biological_process	3
KW:1162	Viral penetration into host cytoplasm	Biological_process	3
KW:1163	Viral penetration into host nucleus	Biological_process	3
KW:1164	Virus endocytosis by host	Biological_process	4
KW:1165	Clathrin-mediated endocytosis of virus by host	Biological_process	5
KW:1166	Caveolin-mediated endocytosis of virus by host	Biological_process	5
KW:1167	Clathrin- and caveolin-independent endocytosis of virus by host	Biological_process	5
KW:1168	Fusion of virus membrane with host membrane	Biological_process	4
KW:1169	Fusion of virus membrane with host cell membrane	Biological_process	5
KW:1170	Fusion of virus membrane with host endosomal membrane	Biological_process	5
KW:1171	Viral genome ejection through host cell envelope	Biological_process	4
KW:1172	Pore-mediated penetration of viral genome into host cell	Biological_process	4
KW:1173	Viral penetration via permeabilization of host membrane	Biological_process	4
KW:1175	Viral attachment to host cell pilus	Biological_process	4
KW:1176	Cytoplasmic inwards viral transport	Biological_process	3
KW:1177	Microtubular inwards viral transport	Biological_process	4
KW:1179	Viral genome integration	Biological_process	3
KW:1182	Viral ion channel	Molecular_function	3
KW:1183	Host cell receptor for virus entry	Molecular_function	3
KW:1186	Ciliopathy	Disease	2
KW:1188	Virus exit from host cell	Biological_process	2
KW:1190	Host gene expression shutoff by virus	Biological_process	3
KW:1191	Host transcription shutoff by virus	Biological_process	4
KW:1192	Host mRNA suppression by virus	Biological_process	4
KW:1193	Host translation shutoff by virus	Biological_process	4
KW:1198	Viral budding	Biological_process	3
KW:1199	Hemostasis impairing toxin	Molecular_function	3
KW:1200	Hemorrhagic toxin	Molecular_function	4
KW:1201	Platelet aggregation inhibiting toxin	Molecular_function	4
KW:1202	Platelet aggregation activating toxin	Molecular_function	4
KW:1203	Blood coagulation cascade inhibiting toxin	Molecular_function	4
KW:1204	Blood coagulation cascade activating toxin	Molecular_function	4
KW:1205	Fibrinolytic toxin	Molecular_function	4
KW:1206	Fibrinogenolytic toxin	Molecular_function	4
KW:1207	Sterol metabolism	Biological_process	4
KW:1208	Phospholipid metabolism	Biological_process	3
KW:1210	Necrosis	Biological_process	2
KW:1213	G-protein coupled receptor impairing toxin	Molecular_function	3
KW:1214	G-protein coupled acetylcholine receptor impairing toxin	Molecular_function	4
KW:1215	Dystroglycanopathy	Disease	2
KW:1216	Complement system impairing toxin	Molecular_function	3
KW:1217	Cell adhesion impairing toxin	Molecular_function	3
KW:1218	Voltage-gated calcium channel impairing toxin	Molecular_function	5
KW:1220	Voltage-gated potassium channel impairing toxin	Molecular_function	5
KW:1224	Inhibition of host IKBKE by virus	Biological_process	6
KW:1233	Viral primary attachment to host cell	Biological_process	4
KW:1234	Viral attachment to host entry receptor	Biological_process	4
KW:1241	Viral penetration into host cytoplasm via pilus retraction	Biological_process	4
KW:1249	Viral extrusion	Biological_process	3
