sunid	term	fdr	score
63882	UPA00026	0	0.2
63965	UPA00026	0	0.12
63999	UPA00026	0	0.16
64005	UPA00026	0	0.18
64158	UPA00026	0	0.69
64288	UPA00026	0	0.44
68906	UPA00026	0	0.21
68923	UPA00026	0	0.75
69055	UPA00026	0	0.86
69075	UPA00026	0	0.92
69189	UPA00026	0	0.12
69322	UPA00026	0	0.07
69336	UPA00026	0	0.24
69572	UPA00026	0	0.48
69593	UPA00026	0	0.62
69618	UPA00026	0	0.18
69742	UPA00026	0	0.95
69765	UPA00026	0	0.88
69864	UPA00026	0	0.97
74650	UPA00026	0	0.45
74778	UPA00026	0	0.1
74788	UPA00026	0	0.26
75005	UPA00026	0	0.34
75098	UPA00026	0	0.11
75138	UPA00026	0	0.18
75304	UPA00026	0	0.17
75445	UPA00026	0	0.82
75569	UPA00026	0	0.19
75615	UPA00026	0	0.48
75632	UPA00026	0	0.3
81271	UPA00026	0	0.2
81296	UPA00026	0	0.88
81301	UPA00026	0	0.24
81343	UPA00026	0	0.31
81382	UPA00026	0	0.26
81383	UPA00026	0	0.61
81442	UPA00026	0	0.64
81464	UPA00026	0	0.07
81901	UPA00026	0	0.12
81935	UPA00026	0	0.09
81995	UPA00026	0	0.07
82109	UPA00026	0	0.17
82114	UPA00026	0	0.39
82282	UPA00026	0	0.25
82549	UPA00026	0	0.13
82649	UPA00026	0	0.4
82697	UPA00026	0	0.35
82866	UPA00026	0	0.15
88688	UPA00026	0	0.11
88697	UPA00026	0	0.93
88713	UPA00026	0	0.33
88802	UPA00026	0	0.25
89000	UPA00026	0	0.43
89028	UPA00026	0	0.13
89550	UPA00026	0	0.13
89623	UPA00026	0	0.34
89733	UPA00026	0	0.1
89796	UPA00026	0	0.29
90123	UPA00026	0	0.07
90209	UPA00026	0	0.12
90229	UPA00026	0	0.2
100950	UPA00026	0	1.29
101148	UPA00026	0	0.33
101173	UPA00026	0	0.07
101262	UPA00026	0	0.11
101386	UPA00026	0	0.74
101447	UPA00026	0	0.14
101473	UPA00026	0	0.13
101790	UPA00026	0	0.11
101898	UPA00026	0	0.18
101908	UPA00026	0	0.11
102110	UPA00026	0	0.07
102114	UPA00026	0	1.62
102198	UPA00026	0	0.3
102215	UPA00026	0	0.19
102324	UPA00026	0	0.18
102546	UPA00026	0	0.54
102588	UPA00026	0	0.14
102645	UPA00026	0	0.18
102705	UPA00026	0	0.33
102886	UPA00026	0	0.6
103025	UPA00026	0	0.11
103263	UPA00026	0	1.05
103378	UPA00026	0	0.12
103464	UPA00026	0	0.07
103473	UPA00026	0	0.24
103481	UPA00026	0	0.38
103501	UPA00026	0	0.07
103511	UPA00026	0	0.24
109604	UPA00026	0	0.4
109736	UPA00026	0	0.36
110221	UPA00026	0	0.15
110399	UPA00026	0	0.8
110921	UPA00026	0	0.8
111278	UPA00026	0	0.14
111321	UPA00026	0	0.11
111326	UPA00026	0	0.51
111331	UPA00026	0	0.12
111337	UPA00026	0	0.92
111342	UPA00026	0	0.56
116846	UPA00026	0	0.11
117281	UPA00026	0	0.43
117457	UPA00026	0	0.11
117839	UPA00026	0	0.23
117856	UPA00026	0	0.16
140959	UPA00026	0	0.4
141371	UPA00026	0	0.16
141523	UPA00026	0	0.17
141734	UPA00026	0	0.77
141986	UPA00026	0	0.1
142338	UPA00026	0	0.25
142695	UPA00026	0	0.58
142754	UPA00026	0	0.61
143414	UPA00026	0	0.13
143437	UPA00026	0	0.65
143548	UPA00026	0	0.22
143631	UPA00026	0	0.13
143856	UPA00026	0	0.61
143968	UPA00026	0	0.5
143975	UPA00026	0	0.97
144010	UPA00026	0	0.21
144217	UPA00026	0	0.25
158235	UPA00026	0	0.44
158694	UPA00026	0	0.15
158997	UPA00026	0	0.07
159034	UPA00026	0	0.16
159245	UPA00026	0	0.07
160088	UPA00026	0	0.09
160355	UPA00026	0	0.11
47616	UPA00027	2.032e-11	22.14
49482	UPA00027	4.849e-08	16.6
50022	UPA00027	0	59.35
51197	UPA00027	0.0004071	4.87
51338	UPA00027	9.02e-07	8.87
51556	UPA00027	9.02e-07	8.87
51604	UPA00027	6.641e-08	11.37
51905	UPA00027	6.567e-06	5.96
52096	UPA00027	2.579e-06	10.3
52343	UPA00027	4.684e-14	17.71
52833	UPA00027	1.757e-13	22.29
53474	UPA00027	0	19.1
54292	UPA00027	0	27.63
54427	UPA00027	0	43.08
54593	UPA00027	0	43.27
54826	UPA00027	5.086e-08	11.65
55331	UPA00027	3.506e-09	22.23
55424	UPA00027	1.452e-09	18.86
55961	UPA00027	0	43.75
56529	UPA00027	2.455e-06	10.19
56796	UPA00027	4.714e-05	5.38
63380	UPA00027	1.525e-13	16.73
75304	UPA00027	1.721e-10	22.93
89000	UPA00027	2.863e-09	13.04
50692	UPA00028	0	143.36
51621	UPA00028	0	149.73
52374	UPA00028	0	91.76
48576	UPA00029	8.973e-10	16.74
53448	UPA00029	3.837e-05	5.97
50486	UPA00030	0	40.09
51161	UPA00030	0	127.71
51182	UPA00030	2.629e-12	14.61
51569	UPA00030	0	16.95
51735	UPA00030	1.345e-15	10.8
51971	UPA00030	1.119e-07	11.67
52374	UPA00030	0	67.52
52540	UPA00030	0	11.96
53328	UPA00030	0	32.14
53448	UPA00030	7.179e-09	4.19
53613	UPA00030	0	31.39
53697	UPA00030	4.443e-07	7.5
53738	UPA00030	5.679e-08	7.81
53756	UPA00030	0	48.18
54211	UPA00030	0	22.38
54373	UPA00030	0.0001447	5.76
55957	UPA00030	4.143e-08	7.95
56112	UPA00030	0	52.29
56300	UPA00030	0	47.31
56784	UPA00030	3.777e-13	12.31
88713	UPA00030	0	32.21
103481	UPA00030	0	45.89
158997	UPA00030	0	9.12
160355	UPA00030	0	13.93
51366	UPA00031	0	92.9
52317	UPA00031	0	16.08
52954	UPA00031	0	12.02
53383	UPA00031	5.177e-13	7.48
53720	UPA00031	3.032e-11	6.94
53850	UPA00031	0	67.46
54211	UPA00031	0	50.21
54913	UPA00031	0	64.35
55681	UPA00031	0	21.09
89550	UPA00031	4.865e-13	13.02
101386	UPA00031	0	83.71
141734	UPA00031	0	87.5
50486	UPA00032	0	228.02
51735	UPA00032	2.28e-16	10.11
53328	UPA00032	0	186.07
53383	UPA00032	0	21.54
47336	UPA00033	8.269e-06	6.65
52016	UPA00033	0	20.4
52283	UPA00033	4.034e-10	12.56
52777	UPA00033	3.206e-08	12.06
53633	UPA00033	9.864e-13	9.83
53732	UPA00033	0	28.02
56801	UPA00033	4.135e-08	10.61
50621	UPA00034	3.262e-13	9.37
51161	UPA00034	0	42.18
51419	UPA00034	1.325e-12	9.03
51569	UPA00034	1.07e-05	3.58
54506	UPA00034	0	118.23
55021	UPA00034	0	16.57
55031	UPA00034	0.0002977	3
47648	UPA00035	0	134.63
51366	UPA00035	0	132.35
52418	UPA00035	0	135.48
53686	UPA00035	0	106.06
56322	UPA00035	0	45.96
53448	UPA00036	0.0002605	3.81
88713	UPA00036	0	195.59
48179	UPA00038	0	50.37
51735	UPA00038	0	22.59
52413	UPA00038	0	264.29
51230	UPA00040	1.762e-08	19.75
52518	UPA00040	1.808e-06	9.18
52768	UPA00040	1.101e-14	33.42
53697	UPA00041	0	122.73
50621	UPA00042	0	258.75
51419	UPA00042	0	253.04
51905	UPA00043	0	99.66
54373	UPA00043	0	182.85
53383	UPA00044	6.026e-08	8.74
46548	UPA00045	6.924e-08	8.05
46689	UPA00045	0	53.64
46785	UPA00045	2.605e-08	18.82
48239	UPA00045	5.04e-09	23.28
48264	UPA00045	2.079e-05	5.29
48557	UPA00045	4.99e-06	6.99
48576	UPA00045	5.439e-08	17.15
48695	UPA00045	0	63.24
49472	UPA00045	0	21.48
49503	UPA00045	0	31.81
49785	UPA00045	0	27.88
50022	UPA00045	2.268e-07	14.09
50692	UPA00045	1.296e-05	6.53
50974	UPA00045	1.537e-13	14.1
51182	UPA00045	0	13.18
51197	UPA00045	1.931e-07	11.72
51278	UPA00045	0	131.25
51338	UPA00045	0	88.8
51395	UPA00045	2.503e-05	4.82
51430	UPA00045	4.282e-06	6.9
51556	UPA00045	0	72.29
51735	UPA00045	0.000101	4.4
51905	UPA00045	0	14.28
51971	UPA00045	5.899e-09	10.72
52218	UPA00045	0	23.63
52402	UPA00045	1.727e-07	7.55
52467	UPA00045	3.118e-10	33.25
52540	UPA00045	0	15.03
52768	UPA00045	0	25.09
53187	UPA00045	0.0008521	4.12
53335	UPA00045	1.75e-05	5.94
53474	UPA00045	3.437e-05	6.45
53671	UPA00045	3.225e-08	9.43
53706	UPA00045	8.734e-13	18.5
54111	UPA00045	0	130.95
55031	UPA00045	0.0003728	4.67
55124	UPA00045	1.492e-05	5.52
55620	UPA00045	1.368e-08	6.98
55781	UPA00045	0	56.83
56014	UPA00045	7.08e-15	18.18
56176	UPA00045	3.437e-05	6.45
56235	UPA00045	2.675e-12	10.23
56281	UPA00045	1.014e-14	11.17
56529	UPA00045	8.206e-08	8.97
57802	UPA00045	0	37.18
63829	UPA00045	3.477e-08	11.02
69336	UPA00045	0	30.76
69864	UPA00045	5.762e-15	18.39
158694	UPA00045	0	30.38
50129	UPA00046	0	229.53
51735	UPA00046	0	38.28
48179	UPA00047	0	116.94
51735	UPA00047	0	48.49
52016	UPA00047	0	137
52467	UPA00047	0	20.39
52518	UPA00047	2.428e-13	9.48
55021	UPA00047	0	28.74
55298	UPA00047	1.307e-07	10.94
56752	UPA00047	0	44.5
143975	UPA00047	0	195.68
51569	UPA00048	0	48.95
52016	UPA00048	0	99.04
53659	UPA00048	0	73.63
53732	UPA00048	0	154.84
56752	UPA00048	0	38.33
89000	UPA00048	0	50.82
110921	UPA00048	0	138.21
48179	UPA00049	0	119.24
51735	UPA00049	0	49.71
52016	UPA00049	0	139.36
52467	UPA00049	0	20.83
52518	UPA00049	7.588e-14	9.77
55021	UPA00049	1.216e-07	6.17
56752	UPA00049	0	45.34
143975	UPA00049	0	199.37
51735	UPA00050	8.961e-06	4.73
53633	UPA00050	0.0001798	3.94
53686	UPA00050	0.0004245	3.74
54211	UPA00050	0	84.8
55021	UPA00050	0	46.04
55060	UPA00050	0	118.33
55347	UPA00050	1.345e-15	9.66
56112	UPA00050	0	76.73
47644	UPA00051	0	35.39
51717	UPA00051	5.762e-15	12.79
51726	UPA00051	0	107.33
52242	UPA00051	0	26.45
52317	UPA00051	0	29.15
53474	UPA00051	0	81.53
53633	UPA00051	8.392e-15	10.13
55021	UPA00051	0	37.29
55347	UPA00051	0	15.77
56507	UPA00051	0	49.06
82282	UPA00051	0	63.68
53067	UPA00052	3.347e-15	18.9
53686	UPA00052	2.794e-09	15.15
51569	UPA00053	0	19.2
51735	UPA00053	0	20.43
52304	UPA00053	0	86.2
52540	UPA00053	0	19.24
53223	UPA00053	0	74.96
55205	UPA00053	0	97.54
56796	UPA00053	0	115.95
103263	UPA00053	0	137.62
51412	UPA00056	0	13.92
51604	UPA00056	0.0009554	3.42
51717	UPA00056	0	73.48
51735	UPA00056	0	21.91
53448	UPA00056	0	53.74
55347	UPA00056	0	58.08
56014	UPA00056	0	97.73
69055	UPA00056	0	134.43
69765	UPA00056	0	137.3
54211	UPA00057	0.0002778	4.11
53901	UPA00058	0	42.57
55035	UPA00058	0	226.26
56542	UPA00058	0	226.26
82866	UPA00058	0	72.38
55811	UPA00059	0	285.14
51391	UPA00060	0	147.32
52402	UPA00060	0	34.96
52821	UPA00060	0	83.04
53613	UPA00060	0	104.58
55326	UPA00060	0.0001114	4.26
56042	UPA00060	0.0001136	4.25
56112	UPA00060	7.956e-15	11.76
63862	UPA00060	0	28.26
63999	UPA00060	0	25.93
110399	UPA00060	0	157.09
143437	UPA00060	0	128.64
143631	UPA00060	0	25.56
52733	UPA00061	0	299.72
48239	UPA00062	3.66e-06	6.33
48264	UPA00062	0	97.64
48576	UPA00062	5.575e-06	5.43
50022	UPA00062	2.264e-05	7.53
51735	UPA00062	2.459e-15	9.69
51905	UPA00062	2.049e-12	10.23
53335	UPA00062	3.721e-09	8.14
54211	UPA00062	2.289e-09	13.46
55060	UPA00062	3.029e-11	18.76
56176	UPA00062	3.909e-09	17.82
54211	UPA00063	2.289e-09	13.46
55060	UPA00063	3.029e-11	18.76
56176	UPA00063	3.909e-09	17.82
52518	UPA00064	0	224.68
52922	UPA00064	0	293.55
54211	UPA00065	0.00013	5.87
55909	UPA00066	1.451e-09	19.72
51182	UPA00067	0	63.94
53383	UPA00067	1.168e-08	7.95
55729	UPA00067	0	48.56
48108	UPA00068	0	77.59
48557	UPA00068	0	95.69
51735	UPA00068	0	12.03
52021	UPA00068	0	68.87
52317	UPA00068	4.126e-14	8.11
52335	UPA00068	0	40.73
52402	UPA00068	0	49.83
52440	UPA00068	0	28.37
53633	UPA00068	0	73.74
53671	UPA00068	0	40
55347	UPA00068	0	43.24
55729	UPA00068	0	26.27
56059	UPA00068	0	22.4
56266	UPA00068	0	78.17
69864	UPA00068	0	122.69
56059	UPA00069	3.121e-08	14.34
48108	UPA00070	0	85.98
51338	UPA00070	0	26.3
51366	UPA00070	0	46.72
51395	UPA00070	0	103.37
51556	UPA00070	0	53.88
52021	UPA00070	0	69.75
52317	UPA00070	0	12.51
52335	UPA00070	0	46.78
52343	UPA00070	0	24.59
52440	UPA00070	0	32.37
53671	UPA00070	0	108.47
56059	UPA00070	0	25.84
57825	UPA00070	0	10.18
63380	UPA00070	0	23.08
53448	UPA00071	0	39.66
53639	UPA00071	5.155e-07	8.57
55469	UPA00071	0	74.05
142338	UPA00071	0	143.92
144010	UPA00071	0	118.37
102114	UPA00072	0	65.51
46785	UPA00073	1.381e-09	9.85
50621	UPA00073	0	25.36
51419	UPA00073	0	34.88
53187	UPA00073	0	41.43
53383	UPA00073	8.895e-05	3.43
53671	UPA00073	1.467e-11	7.45
53720	UPA00073	0	37.9
55252	UPA00073	0	38.92
55729	UPA00073	7.509e-06	4.88
55904	UPA00073	2.291e-08	15.67
55909	UPA00073	0	161.44
56276	UPA00073	5.605e-12	11.26
51246	UPA00074	0	102.38
52255	UPA00074	0	40.62
52317	UPA00074	0	23.42
52335	UPA00074	0	101.35
52440	UPA00074	0	63.61
53328	UPA00074	0	18.29
53927	UPA00074	0	123.41
55326	UPA00074	0	166.56
56042	UPA00074	0	166.68
56059	UPA00074	0	52.66
56104	UPA00074	0	132.7
56235	UPA00074	2.28e-16	11.56
75569	UPA00074	0	27.99
82697	UPA00074	0	51.37
109736	UPA00074	0	53.34
48557	UPA00075	8.392e-15	10.6
52540	UPA00075	0	110.4
51182	UPA00076	4.786e-13	13.53
51658	UPA00076	0	46.61
52467	UPA00076	0	35.21
52518	UPA00076	0	18.86
53613	UPA00076	0	26.18
53720	UPA00076	0	26.37
50090	UPA00077	1.746e-10	29.22
51717	UPA00077	0	52.65
53597	UPA00077	0	168.12
55083	UPA00077	0	119.47
55620	UPA00077	2.236e-15	11.61
55831	UPA00077	0	19.81
56322	UPA00077	1.221e-12	17.69
56752	UPA00077	5.833e-12	20.45
52540	UPA00078	0	21.3
53383	UPA00078	0	40.06
53474	UPA00078	0	34.19
102114	UPA00078	0	111.82
51604	UPA00079	0	20.31
52467	UPA00079	0	58.64
52518	UPA00079	0	90.37
53335	UPA00079	1.074e-05	4.31
53474	UPA00079	0	22.63
54826	UPA00079	0	18.85
56322	UPA00079	0.0008861	4.06
56801	UPA00079	0	26
53383	UPA00080	7.518e-15	13.48
51604	UPA00081	3.02e-13	8.47
54826	UPA00081	3.02e-13	8.47
50022	UPA00082	0.0005402	3.75
49482	UPA00083	6.268e-12	52
51604	UPA00083	6.641e-08	11.37
54826	UPA00083	5.086e-08	11.65
56796	UPA00083	1.018e-09	10.03
52799	UPA00084	0	132.03
56024	UPA00084	0	208.75
56784	UPA00084	5.575e-06	9.26
47473	UPA00085	0	22.05
48179	UPA00085	2.518e-11	19.03
48371	UPA00085	0	61.96
49562	UPA00085	2.226e-12	14.13
51735	UPA00085	5.668e-07	8.54
52374	UPA00085	1.231e-14	16.73
52799	UPA00085	0	21.79
53335	UPA00085	5.087e-06	7.44
53659	UPA00085	0	174.13
54197	UPA00085	0	44.1
54236	UPA00085	2.419e-10	12.48
56024	UPA00085	0	34.45
56112	UPA00085	0	20.14
56784	UPA00085	5.575e-06	9.26
69593	UPA00085	0	150.22
48179	UPA00086	2.518e-11	19.03
51735	UPA00086	5.668e-07	8.54
52540	UPA00087	0.0005851	3.54
53271	UPA00087	0	55.51
53649	UPA00087	0	123.46
54680	UPA00087	2.162e-06	8.01
143856	UPA00087	0	214.01
52304	UPA00088	0	90.29
47648	UPA00089	0	26.19
51283	UPA00089	0	231.96
52418	UPA00089	0	25.95
54680	UPA00089	0	76.1
55831	UPA00089	0	165.29
49879	UPA00090	0	170.63
