sunid	term	fdr	score
46458	HP:0000006	0	2.99
46579	HP:0000006	0	2.53
46689	HP:0000006	5.331e-05	4.16
47005	HP:0000007	0	1.42
47203	HP:0000007	0	2.46
47454	HP:0000006	0	1.96
47686	HP:0000007	0	1.42
47862	HP:0000007	0	1.42
48097	HP:0000006	0	2.26
48113	HP:0000007	0	1.64
48350	HP:0001428	0.0004169	5.71
48557	HP:0000007	0	1.42
48576	HP:0000007	0	1.42
48592	HP:0000007	0	1.83
49764	HP:0000006	0	2.26
50985	HP:0000007	0	1.42
50998	HP:0000007	0	1.83
51182	HP:0000007	0	1.42
51230	HP:0000007	0	2.32
51246	HP:0000007	0	1.64
51569	HP:0000007	0	2.01
52091	HP:0000007	0	1.64
52096	HP:0000007	0	2.01
52113	HP:0000007	0	1.64
52151	HP:0000007	0	1.64
52283	HP:0000007	0	1.64
52777	HP:0000007	0	2.01
53448	HP:0000007	0.0006186	2.99
54211	HP:0000007	0	2.17
54862	HP:0000007	0	1.42
55785	HP:0000006	0	2.26
55804	HP:0000007	0	1.42
55856	HP:0000007	0	1.42
55874	HP:0000007	0	1.42
56176	HP:0000007	0	1.64
56300	HP:0000007	0	1.64
56366	HP:0000006	0	2.26
56645	HP:0000007	0	2.46
57501	HP:0001426	7.163e-05	7.56
57567	HP:0000007	0	1.83
57610	HP:0000007	0	1.83
64268	HP:0000007	0	1.42
64593	HP:0000006	0	5.55
64593	HP:0001425	4.384e-05	5.58
69687	HP:0000007	0	1.42
74650	HP:0000007	0	1.42
75399	HP:0000007	0	1.42
81837	HP:0000007	0	1.64
82171	HP:0000007	0	1.42
82671	HP:0000007	0	1.83
100895	HP:0000007	0	2.72
100909	HP:0000006	0	1.96
100950	HP:0000007	0	1.83
101447	HP:0000006	0	1.96
101898	HP:0000007	0	1.42
101912	HP:0000006	0	1.96
109640	HP:0001417	0	5.98
109640	HP:0010985	0	5.92
109993	HP:0000007	0	1.42
118220	HP:0000006	0	1.96
141072	HP:0000007	0	1.83
