Feature_id	Term_id	Score
IPR003649	HP:0000005	0.63
IPR000082	HP:0000005	0.74
IPR018979	HP:0000005	0.8
IPR004000	HP:0000005	0.63
IPR004000	HP:0000006	2.67
IPR003091	HP:0000005	0.89
IPR003091	HP:0000006	3.13
IPR017990	HP:0000005	0.89
IPR017990	HP:0000006	3.13
IPR019748	HP:0000005	1.01
IPR028082	HP:0000005	0.93
IPR000219	HP:0000005	0.93
IPR018186	HP:0000005	0.84
IPR011761	HP:0000005	0.69
IPR011761	HP:0000007	1.93
IPR012677	HP:0000005	1.23
IPR013092	HP:0000005	0.89
IPR013092	HP:0000006	3.13
IPR012336	HP:0000005	1.05
IPR000215	HP:0000005	1.01
IPR018303	HP:0000005	0.93
IPR001368	HP:0000005	0.69
IPR001699	HP:0000005	0.84
IPR000001	HP:0000005	0.8
IPR001590	HP:0000005	0.63
IPR001590	HP:0000007	1.76
IPR008280	HP:0000005	0.74
IPR020846	HP:0000005	1.23
IPR019819	HP:0000005	0.63
IPR020635	HP:0001428	4.83
IPR020635	HP:0000006	3.47
IPR015915	HP:0000005	0.74
IPR001346	HP:0000118	0.23
IPR006620	HP:0000118	0.25
IPR008984	HP:0000118	0.39
IPR021158	HP:0000118	0.25
IPR023608	HP:0000118	0.23
IPR000436	HP:0000118	0.36
IPR000436	HP:0005368	3.92
IPR000679	HP:0000118	0.27
IPR000679	HP:0000598	3.6
IPR000679	HP:0003549	4.92
IPR018000	HP:0002804	1.18
IPR018000	HP:0001373	4.67
IPR018000	HP:0001557	4.04
IPR018000	HP:0004302	5.38
IPR018000	HP:0001558	1.44
IPR018000	HP:0002803	4.44
IPR013088	HP:0000818	5.03
IPR013088	HP:0000118	0.47
IPR013088	HP:0003549	4.64
IPR000859	HP:0000118	0.35
IPR016243	HP:0000118	0.23
IPR010294	HP:0012372	1.19
IPR010294	HP:0000118	0.23
IPR010294	HP:0000478	2.25
IPR010294	HP:0012374	0.39
IPR001881	HP:0001166	2.32
IPR001881	HP:0000118	0.62
IPR001680	HP:0010306	5.54
IPR001680	HP:0005257	4.96
IPR001680	HP:0000774	1.05
IPR001680	HP:0000118	0.63
IPR001876	HP:0000118	0.25
IPR003877	HP:0000118	0.23
IPR002928	HP:0000118	0.25
IPR001356	HP:0008058	7.21
IPR001356	HP:0000609	7.9
IPR001356	HP:0010318	1.2
IPR001356	HP:0012503	2.1
IPR001356	HP:0008057	5.4
IPR001356	HP:0001331	1.04
IPR001356	HP:0007375	6.85
IPR001356	HP:0008056	6.03
IPR005123	HP:0000118	0.25
IPR001320	HP:0000707	1.65
IPR001320	HP:0001249	2.3
IPR001320	HP:0100543	0.84
IPR001320	HP:0000118	0.23
IPR001320	HP:0002011	0.47
IPR001320	HP:0011446	1.04
IPR020863	HP:0002715	3.94
IPR020863	HP:0004431	1.15
IPR020863	HP:0000118	0.25
IPR020863	HP:0005339	4.89
IPR020863	HP:0005368	4.07
IPR002035	HP:0000118	0.43
IPR017927	HP:0000707	1.65
IPR017927	HP:0000118	0.23
IPR017927	HP:0002011	0.47
IPR013785	HP:0000118	0.42
IPR013785	HP:0004337	1.04
IPR008946	HP:0000118	0.42
IPR008946	HP:0000818	4.53
IPR011989	HP:0100705	5.73
IPR011989	HP:0000118	0.54
IPR005481	HP:0000118	0.23
IPR005481	HP:0003011	2.64
IPR019817	HP:0000118	0.23
IPR013098	HP:0003457	4.98
IPR013098	HP:0000118	0.57
IPR001791	HP:0000118	0.4
IPR001452	HP:0000118	0.61
IPR001019	HP:0000118	0.29
IPR000626	HP:0000118	0.23
IPR013781	HP:0001999	3.6
IPR013781	HP:0007759	1.15
IPR013781	HP:0001939	3.84
IPR013781	HP:0000118	0.4
IPR013781	HP:0011492	3.04
IPR013781	HP:0002715	4.76
IPR013781	HP:0011947	3.74
IPR013781	HP:0002808	2.88
IPR017871	HP:0000118	0.44
IPR002405	HP:0007319	1.41
IPR002405	HP:0000707	1.65
IPR002405	HP:0000234	0.28
IPR002405	HP:0000118	0.23
IPR002405	HP:0000152	2.17
IPR002405	HP:0002011	0.47
IPR018980	HP:0000118	0.25
IPR000294	HP:0001626	3.44
IPR000294	HP:0000118	0.27
IPR000294	HP:0001892	3.82
IPR000294	HP:0011028	4.08
IPR000294	HP:0001928	5.58
IPR000294	HP:0003256	3
IPR006052	HP:0000118	0.25
IPR017855	HP:0000118	0.29
IPR017970	HP:0008058	7.69
IPR017970	HP:0000609	9.06
IPR017970	HP:0010318	1.2
IPR017970	HP:0012503	1.88
IPR017970	HP:0008057	6.29
IPR017970	HP:0001331	1.04
IPR017970	HP:0007375	7.88
IPR017970	HP:0000118	0.76
IPR017970	HP:0008056	5.46
IPR006211	HP:0000118	0.23
IPR017448	HP:0000118	0.25
IPR017946	HP:0000118	0.23
IPR023796	HP:0000118	0.36
IPR017850	HP:0011012	9.66
IPR017850	HP:0008155	0.62
IPR017850	HP:0003541	9.11
IPR017850	HP:0000119	3.62
IPR017850	HP:0000118	0.35
IPR017850	HP:0002011	0.73
IPR017850	HP:0000280	4.44
IPR017850	HP:0000772	1.22
IPR017850	HP:0003312	1.37
IPR017850	HP:0000707	2.55
IPR000008	HP:0000118	0.48
IPR014710	HP:0000613	4.62
IPR001128	HP:0000118	0.5
IPR024079	HP:0000118	0.4
IPR014756	HP:0000118	0.5
IPR001125	HP:0000118	0.25
IPR023415	HP:0004431	1.26
IPR023415	HP:0000118	0.44
IPR023415	HP:0005339	5.36
IPR023415	HP:0005368	3.92
IPR001870	HP:0000118	0.23
IPR011009	HP:0007400	1.68
IPR011009	HP:0100526	5.44
IPR011009	HP:0006519	0.65
IPR011009	HP:0002664	6.44
IPR011009	HP:0002250	4.2
IPR011009	HP:0004375	5.35
IPR011009	HP:0007378	4.48
IPR011009	HP:0100498	4.8
IPR011009	HP:0001844	4.31
IPR011009	HP:0005266	4.76
IPR011009	HP:0010785	2.09
IPR011009	HP:0100006	4.84
IPR011009	HP:0000637	4.35
IPR011009	HP:0006753	4.04
IPR002067	HP:0000707	1.8
IPR002067	HP:0000118	0.25
IPR002067	HP:0002011	0.51
IPR000152	HP:0001166	2.32
IPR000152	HP:0000118	0.61
IPR000152	HP:0001238	4.63
IPR018490	HP:0000118	0.3
IPR018029	HP:0000118	0.42
IPR002049	HP:0100360	1.13
IPR002049	HP:0005918	1.9
IPR002049	HP:0000118	0.4
IPR002049	HP:0003549	4.45
IPR002049	HP:0009473	4.63
IPR000047	HP:0000118	0.27
IPR004009	HP:0000118	0.25
IPR001478	HP:0000118	0.46
IPR009071	HP:0010461	1.23
IPR009071	HP:0000118	0.29
IPR009075	HP:0001939	3.26
IPR009075	HP:0001941	0.63
IPR009075	HP:0012072	3.03
IPR009075	HP:0000118	0.3
IPR009075	HP:0011277	2.43
IPR009075	HP:0004372	6.76
IPR009075	HP:0001252	0.11
IPR009075	HP:0001943	0.68
IPR009075	HP:0011015	2.7
IPR009075	HP:0004354	5.35
IPR011042	HP:0000118	0.36
IPR011042	HP:0004328	2.51
IPR001711	HP:0000118	0.23
IPR002198	HP:0000118	0.35
IPR001807	HP:0000118	0.23
IPR016161	HP:0000118	0.29
IPR003968	HP:0000118	0.23
IPR001508	HP:0000707	1.65
IPR001508	HP:0001249	2.3
IPR001508	HP:0100543	0.84
IPR001508	HP:0000118	0.23
IPR001508	HP:0002011	0.47
IPR001508	HP:0011446	1.04
IPR001828	HP:0000118	0.34
IPR001650	HP:0008070	0.38
IPR001650	HP:0000992	5.19
IPR001650	HP:0000812	1.12
IPR001650	HP:0000035	0.54
IPR001650	HP:0001511	4.2
IPR001650	HP:0005918	1.9
IPR001650	HP:0001595	1.55
IPR001650	HP:0000118	0.43
IPR001650	HP:0002664	4.54
IPR018161	HP:0000118	0.29
IPR018161	HP:0010460	2.22
IPR000198	HP:0002683	2.65
IPR000198	HP:0000118	0.29
IPR000198	HP:0005918	1.5
IPR000198	HP:0002648	1.22
IPR001111	HP:0000118	0.35
IPR017956	HP:0001999	3.3
IPR017956	HP:0100886	3.72
IPR017956	HP:0000357	1.68
IPR017956	HP:0000118	0.29
IPR017956	HP:0000315	3.5
IPR017956	HP:0004207	2.5
IPR017956	HP:0000369	0.37
IPR002017	HP:0000118	0.34
IPR001965	HP:0008050	2.14
IPR001965	HP:0000118	0.39
IPR003439	HP:0000118	0.47
IPR000073	HP:0000118	0.23
IPR000073	HP:0001574	2.57
IPR000073	HP:0000951	1
IPR003654	HP:0000118	0.32
IPR027401	HP:0000118	0.27
IPR001849	HP:0001284	2.86
IPR001849	HP:0003130	4.96
IPR001849	HP:0000118	0.61
IPR016130	HP:0000118	0.35
IPR005225	HP:0000768	2.82
IPR005225	HP:0000357	2.25
IPR005225	HP:0100625	4.36
IPR005225	HP:0001641	2.19
IPR005225	HP:0001642	2.24
IPR005225	HP:0000369	0.5
IPR005225	HP:0000118	0.44
IPR005225	HP:0000179	1.76
IPR005225	HP:0012471	3.63
IPR018488	HP:0000118	0.27
IPR002068	HP:0000118	0.23
IPR027361	HP:0002804	1.18
IPR027361	HP:0000508	3.74
IPR027361	HP:0000218	2.79
IPR027361	HP:0001371	3.39
IPR027361	HP:0001557	4.04
IPR027361	HP:0002093	2.52
IPR027361	HP:0001197	4.95
IPR027361	HP:0001558	1.44
IPR027361	HP:0002803	4.44
IPR011993	HP:0010614	0.43
IPR011993	HP:0012316	4.01
IPR011993	HP:0003130	4.67
IPR011993	HP:0000118	0.7
IPR017940	HP:0000118	0.39
IPR009000	HP:0000707	1.65
IPR009000	HP:0100543	0.84
IPR009000	HP:0000118	0.23
IPR009000	HP:0002011	0.47
IPR009000	HP:0011446	1.04
IPR001628	HP:0000118	0.39
IPR001628	HP:0000818	4.44
IPR004001	HP:0000118	0.23
IPR004001	HP:0001626	2.91
IPR009050	HP:0001743	3.68
IPR009050	HP:0010472	14.98
IPR009050	HP:0011902	11.29
IPR009050	HP:0000118	0.3
IPR009050	HP:0010972	3.52
IPR009050	HP:0001935	3.3
IPR009050	HP:0001877	3.05
IPR009050	HP:0001744	2.01
IPR005479	HP:0000118	0.23
IPR005479	HP:0003011	2.64
IPR016187	HP:0000118	0.42
IPR016187	HP:0000790	4.79
IPR016187	HP:0000083	1.85
IPR000961	HP:0000118	0.34
IPR020472	HP:0000118	0.25
IPR020472	HP:0000924	2.34
IPR020472	HP:0011842	0.42
IPR000980	HP:0010701	1.52
IPR000980	HP:0005368	4.59
IPR000980	HP:0001871	5.7
IPR000980	HP:0005372	0.33
IPR000980	HP:0002846	1.69
IPR000980	HP:0000118	0.52
IPR000980	HP:0010987	3.87
IPR000980	HP:0002715	5.13
IPR008983	HP:0000118	0.35
IPR008983	HP:0005368	3.92
IPR019821	HP:0000118	0.3
IPR001839	HP:0000118	0.4
IPR003054	HP:0008066	5.12
IPR003054	HP:0000962	1.82
IPR003054	HP:0010719	4.45
IPR003054	HP:0000118	0.38
IPR003054	HP:0011363	8.07
IPR003054	HP:0001072	2.91
IPR003054	HP:0011368	0.85
IPR003131	HP:0000118	0.27
IPR005817	HP:0000118	0.29
IPR005817	HP:0010460	2.22
IPR006208	HP:0000118	0.25
IPR006029	HP:0002804	1.18
IPR006029	HP:0001373	4.67
IPR006029	HP:0001557	4.04
IPR006029	HP:0004302	5.38
IPR006029	HP:0001558	1.44
IPR006029	HP:0002803	4.44
IPR002337	HP:0000118	0.23
IPR002337	HP:0001939	2.43
IPR001073	HP:0000118	0.25
IPR015359	HP:0000118	0.23
IPR000500	HP:0000962	1.44
IPR000500	HP:0001231	2.62
IPR000500	HP:0000982	1.71
IPR000500	HP:0000118	0.32
IPR000500	HP:0010549	3.23
IPR000500	HP:0007759	1.15
IPR000500	HP:0001597	2.85
IPR001314	HP:0000118	0.5
IPR001314	HP:0003645	5.42
IPR025875	HP:0000118	0.23
IPR008250	HP:0000118	0.34
IPR008145	HP:0000118	0.23
IPR003008	HP:0002977	2.3
IPR003008	HP:0001263	2.58
IPR003008	HP:0000240	1.91
IPR003008	HP:0000252	1.79
IPR003008	HP:0007364	1.68
IPR000716	HP:0000118	0.23
IPR017853	HP:0011012	7.68
IPR017853	HP:0007759	1.36
IPR017853	HP:0002376	5.18
IPR017853	HP:0008155	0.62
IPR017853	HP:0001939	4.54
IPR017853	HP:0007957	2.98
IPR017853	HP:0002715	4.45
IPR017853	HP:0011947	3.53
IPR017853	HP:0003541	7.21
IPR017853	HP:0000118	0.46
IPR017853	HP:0001014	11.63
IPR017853	HP:0011492	3.6
IPR017853	HP:0001640	6.82
IPR013320	HP:0000118	0.43
IPR012351	HP:0000118	0.23
IPR000233	HP:0000118	0.29
IPR000233	HP:0000962	1.44
IPR000233	HP:0001072	2.3
IPR000233	HP:0011368	0.67
IPR001723	HP:0000118	0.4
IPR001723	HP:0000818	4.17
IPR018056	HP:0000118	0.27
IPR002011	HP:0000707	1.8
IPR002011	HP:0000118	0.25
IPR001806	HP:0009122	3.58
IPR001806	HP:0000768	2.82
IPR001806	HP:0007477	1.43
IPR001806	HP:0000357	1.98
IPR001806	HP:0100625	4.36
IPR001806	HP:0000028	1.97
IPR001806	HP:0000178	2.63
IPR001806	HP:0001641	2.19
IPR001806	HP:0000347	0.15
IPR001806	HP:0001654	4.24
IPR001806	HP:0009118	1.37
IPR001806	HP:0001642	2.24
IPR001806	HP:0000369	0.44
IPR001806	HP:0000118	0.38
IPR001806	HP:0000179	1.76
IPR001806	HP:0012471	3.63
IPR003644	HP:0012372	1.19
IPR003644	HP:0000234	0.28
IPR003644	HP:0000118	0.23
IPR003644	HP:0000271	0.77
IPR003644	HP:0000153	1.41
IPR003644	HP:0000152	2.17
IPR003644	HP:0000478	2.25
IPR003644	HP:0012374	0.39
IPR000569	HP:0000707	1.65
IPR000569	HP:0000118	0.23
IPR011701	HP:0000118	0.36
IPR008958	HP:0000118	0.23
IPR016449	HP:0000118	0.25
IPR013328	HP:0000118	0.23
IPR016162	HP:0000118	0.29
IPR001623	HP:0000707	1.8
IPR001623	HP:0000118	0.25
IPR008973	HP:0000118	0.5
IPR004020	HP:0000118	0.23
IPR005135	HP:0000118	0.23
IPR005135	HP:0000478	2.25
IPR016201	HP:0000118	0.27
IPR001487	HP:0009803	0.74
IPR001487	HP:0000118	0.32
IPR001487	HP:0009767	2.78
IPR001487	HP:0000499	5.5
IPR009030	HP:0000118	0.47
IPR018378	HP:0000118	0.25
IPR015424	HP:0000118	0.36
IPR017986	HP:0010306	5.54
IPR017986	HP:0001161	1.44
IPR017986	HP:0000118	0.66
IPR008266	HP:0002715	4.4
IPR008266	HP:0005107	5.32
IPR008266	HP:0002664	6.76
IPR008266	HP:0004375	5.64
IPR008266	HP:0005214	0.37
IPR008266	HP:0000118	0.59
IPR006202	HP:0002804	1.18
IPR006202	HP:0001373	4.67
IPR006202	HP:0001557	4.04
IPR006202	HP:0004302	5.38
IPR006202	HP:0001558	1.44
IPR006202	HP:0002803	4.44
IPR019787	HP:0011793	0.72
IPR019787	HP:0002664	4.44
IPR019787	HP:0000118	0.36
IPR017441	HP:0007400	1.51
IPR017441	HP:0002664	5.9
IPR017441	HP:0004375	5.33
IPR017441	HP:0100498	5.91
IPR017441	HP:0001844	4.1
IPR017441	HP:0000767	2.51
IPR017441	HP:0010785	1.85
IPR018039	HP:0008066	6.39
IPR018039	HP:0000962	2.5
IPR018039	HP:0007556	4.48
IPR018039	HP:0011363	6.34
IPR018039	HP:0011368	1.16
IPR018039	HP:0010765	5.02
IPR018039	HP:0000972	7.58
IPR018039	HP:0000971	4.18
IPR018039	HP:0008404	4.48
IPR018039	HP:0000118	0.53
IPR018039	HP:0001072	3.61
IPR018039	HP:0100872	5.37
IPR018039	HP:0001574	3.8
IPR018039	HP:0001131	6.79
IPR018039	HP:0100871	4.14
IPR018039	HP:0011354	1.87
IPR006091	HP:0001939	3.26
IPR006091	HP:0001941	0.63
IPR006091	HP:0012072	3.03
IPR006091	HP:0000118	0.3
IPR006091	HP:0011277	2.43
IPR006091	HP:0004372	6.76
IPR006091	HP:0001252	0.11
IPR006091	HP:0001943	0.68
IPR006091	HP:0011015	2.7
IPR006091	HP:0004354	5.35
IPR001192	HP:0000118	0.23
IPR019750	HP:0000118	0.25
IPR001752	HP:0000118	0.3
IPR010982	HP:0000118	0.27
IPR000242	HP:0000118	0.29
IPR018097	HP:0001166	2.32
IPR018097	HP:0000118	0.62
IPR013783	HP:0005048	1.69
IPR013783	HP:0005403	1.06
IPR013783	HP:0002715	4.56
IPR013783	HP:0011839	2.18
IPR019955	HP:0000118	0.23
IPR000536	HP:0000118	0.42
IPR000536	HP:0000818	4.53
IPR013761	HP:0000118	0.36
IPR001862	HP:0002715	3.59
IPR001862	HP:0000118	0.23
IPR001862	HP:0004431	1.15
IPR001862	HP:0005339	4.89
IPR001862	HP:0010978	1.75
IPR001862	HP:0005368	4.07
IPR003006	HP:0000118	0.27
IPR000494	HP:0000118	0.23
IPR027359	HP:0000118	0.43
IPR016181	HP:0000707	1.65
IPR016181	HP:0000118	0.23
IPR016181	HP:0002011	0.47
IPR002423	HP:0000118	0.25
IPR002423	HP:0011446	1.14
IPR002423	HP:0000707	1.8
IPR002423	HP:0002011	0.51
IPR013069	HP:0000118	0.3
IPR013780	HP:0000481	1.88
IPR013780	HP:0001939	2.87
IPR013780	HP:0007957	2.52
IPR013780	HP:0001276	1.7
IPR013780	HP:0000118	0.27
IPR013780	HP:0007759	1.15
IPR013780	HP:0011492	3.04
IPR015590	HP:0000118	0.29
IPR023174	HP:0011446	1.14
IPR023174	HP:0001513	0.51
IPR023174	HP:0004324	3.35
IPR023174	HP:0000118	0.25
IPR023174	HP:0000707	1.8
IPR023174	HP:0002011	0.51
IPR013816	HP:0004360	5.1
IPR013816	HP:0000118	0.27
IPR016040	HP:0000118	0.63
IPR016024	HP:0000118	0.63
IPR019775	HP:0000118	0.43
IPR000217	HP:0002977	2.3
IPR000217	HP:0001263	2.58
IPR000217	HP:0000240	1.91
IPR000217	HP:0000252	1.79
IPR000217	HP:0007364	1.68
IPR010909	HP:0011729	1.27
IPR010909	HP:0000478	2.46
IPR010909	HP:0012372	1.3
IPR010909	HP:0000118	0.25
IPR010909	HP:0012374	0.42
IPR010909	HP:0001376	2.68
IPR002401	HP:0000118	0.43
IPR002957	HP:0000972	5.65
IPR002957	HP:0000962	1.44
IPR002957	HP:0000982	1.71
IPR002957	HP:0008064	2.79
IPR002957	HP:0007556	4.98
