Feature_id	Term_id	Score
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391	HP:0000005	0.74
PF01391,PF01391,PF01391,PF01391,PF01413	HP:0000005	0.68
PF00153,PF00153,PF00153	HP:0000005	0.83
PF00153,PF00153,PF00153	HP:0000007	2.37
PF00058	HP:0000005	0.68
PF00907	HP:0000005	0.83
PF09379,PF00373,PF09380	HP:0000005	0.68
PF07645,PF07645,PF07645,PF07645	HP:0000005	0.68
PF03160	HP:0000005	0.62
PF03160	HP:0000007	1.76
PF00209	HP:0000005	0.68
PF00505	HP:0000005	0.74
PF00397	HP:0000005	0.62
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0000005	0.68
PF06512,PF00520	HP:0000005	0.68
PF06512,PF00520	HP:0000006	2.92
PF07645,PF07645,PF00683,PF07645	HP:0000005	0.62
PF00289	HP:0000005	0.62
PF00289	HP:0000007	1.76
PF03953	HP:0000005	0.74
PF11933,PF00520,PF06512,PF00520	HP:0000005	0.62
PF11933,PF00520,PF06512,PF00520	HP:0000006	2.67
PF00320	HP:0000005	0.74
PF00621,PF00169	HP:0000005	0.68
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413,PF01413	HP:0000005	0.68
PF00531	HP:0000005	0.88
PF00621	HP:0000005	0.92
PF13465,PF13465,PF13465	HP:0000005	0.96
PF00092,PF00092	HP:0000005	0.62
PF00092,PF00092	HP:0000006	2.67
PF00520,PF00520,PF00520,PF00520,PF08763	HP:0000005	0.62
PF00058,PF00058	HP:0000005	0.68
PF00086	HP:0000005	0.62
PF00086	HP:0000007	1.76
PF00233	HP:0000005	0.68
PF01391,PF01410	HP:0000005	0.74
PF01391,PF01410	HP:0000006	3.16
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391	HP:0000005	1
PF07645,PF07645,PF07645,PF00683,PF07645	HP:0000005	0.62
PF00169	HP:0000005	1.21
PF00612	HP:0000005	1
PF01064	HP:0000005	0.74
PF00017,PF00017	HP:0000005	0.62
PF13465,PF13465,PF13465,PF13465,PF13465,PF13465	HP:0000005	0.62
PF00058,PF00058,PF00058	HP:0000005	0.68
PF00122	HP:0000005	0.88
PF00822	HP:0000005	0.68
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413,PF01413	HP:0000005	0.68
PF00057,PF00057	HP:0000005	0.92
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0000005	0.68
PF00520,PF11933,PF00520,PF06512,PF00520,PF00520	HP:0000005	0.62
PF00520,PF11933,PF00520,PF06512,PF00520,PF00520	HP:0000006	2.67
PF13895,PF07679,PF07679	HP:0000005	0.83
PF07645,PF00683	HP:0000005	0.62
PF07714	HP:0001428	4.36
PF07714	HP:0000006	3.46
PF00435,PF00435,PF00435,PF00435,PF00435	HP:0000005	0.62
PF00435,PF00435,PF00435,PF00435,PF00435	HP:0000006	2.67
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0000005	0.68
PF00856	HP:0000005	0.68
PF00856	HP:0000006	2.92
PF07645,PF07645,PF12662	HP:0000005	0.68
PF00654	HP:0000005	0.62
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413,PF01413	HP:0000005	0.68
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391	HP:0000005	0.74
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0000005	0.62
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391	HP:0000005	0.79
PF01841,PF00927	HP:0000005	0.62
PF01391,PF01391,PF01391	HP:0000006	3.43
PF12799	HP:0000005	0.62
PF12799	HP:0000006	2.67
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0000005	0.68
PF01391,PF01413	HP:0000005	0.68
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413,PF01413	HP:0000005	0.68
PF01740	HP:0000005	0.62
PF00688	HP:0000005	0.96
PF00688	HP:0000006	3.55
PF00884	HP:0000005	0.79
PF00520,PF06512,PF00520	HP:0000005	0.68
PF00520,PF06512,PF00520	HP:0000006	2.92
PF00118	HP:0000005	0.68
PF00028,PF00028,PF00028,PF01049	HP:0000005	0.74
PF00757,PF01030	HP:0000005	0.62
PF00757,PF01030	HP:0000007	1.76
PF13895,PF07679	HP:0000005	1.08
PF01007	HP:0000005	0.68
PF00057,PF00057,PF00057	HP:0000005	0.79
PF01344,PF01344	HP:0000005	0.62
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413,PF01413	HP:0000005	0.68
PF00076,PF00076	HP:0000005	0.68
PF00028,PF00028	HP:0000005	0.92
PF06512	HP:0000005	0.68
PF06512	HP:0000006	2.92
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0000005	0.68
PF07645,PF12662	HP:0000005	0.79
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0000005	0.68
PF02770,PF00441	HP:0000005	0.68
PF02770,PF00441	HP:0000007	1.93
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413,PF01413	HP:0000005	0.68
PF01344	HP:0000005	0.74
PF01576	HP:0000005	0.68
PF01576	HP:0000006	2.92
PF00270,PF00271	HP:0000005	0.79
PF00027	HP:0000005	0.83
PF00690	HP:0000005	0.68
PF00594	HP:0000005	0.74
PF11933,PF00520,PF06512,PF00520,PF00520	HP:0000005	0.62
PF11933,PF00520,PF06512,PF00520,PF00520	HP:0000006	2.67
PF09379,PF00373	HP:0000005	0.74
PF00289,PF02786	HP:0000005	0.62
PF00289,PF02786	HP:0000007	1.76
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391	HP:0000005	0.74
PF07679,PF13895	HP:0000005	0.68
PF00091	HP:0000005	0.74
PF00008,PF00008,PF00008	HP:0000005	0.68
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413,PF01413	HP:0000005	0.68
PF00059	HP:0000005	0.79
PF01841	HP:0000005	0.68
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413,PF01413	HP:0000005	0.62
PF00057,PF00057,PF00057,PF00057	HP:0000005	0.74
PF00683,PF07645,PF07645	HP:0000005	0.62
PF13465,PF13465,PF13465,PF13465,PF13465	HP:0000005	0.79
PF00083	HP:0000005	0.62
PF00023,PF00023,PF00023	HP:0000006	2.86
PF00364	HP:0000005	0.74
PF00364	HP:0000007	2.09
PF00435,PF00435,PF00435,PF00435,PF00435,PF00435	HP:0000005	0.62
PF00435,PF00435,PF00435,PF00435,PF00435,PF00435	HP:0000006	2.67
PF00435,PF00435,PF00435,PF00435,PF00435,PF00435,PF00435,PF00435,PF00435,PF00435	HP:0000005	0.62
PF00435,PF00435,PF00435,PF00435,PF00435,PF00435,PF00435,PF00435,PF00435,PF00435	HP:0000006	2.67
PF03165	HP:0000005	0.62
PF03165	HP:0000006	2.67
PF00022	HP:0000005	0.62
PF00022	HP:0000006	2.67
PF02214	HP:0000005	0.74
PF11933,PF00520	HP:0000005	0.62
PF11933,PF00520	HP:0000006	2.67
PF00106	HP:0000005	0.92
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391	HP:0000005	1.15
PF01391,PF01391,PF01391,PF01391,PF01391	HP:0000005	1.21
PF01391,PF01391,PF01391,PF01391,PF01391	HP:0000006	3.34
PF13927	HP:0000005	0.68
PF00520,PF00520,PF08763	HP:0000005	0.62
PF02931	HP:0000005	1
PF00058,PF00058,PF14670	HP:0000005	0.62
PF00520,PF06512,PF00520,PF00520	HP:0000005	0.68
PF00520,PF06512,PF00520,PF00520	HP:0000006	2.92
PF00387,PF00168	HP:0000005	0.62
PF07645,PF07645	HP:0000005	1.08
PF07648	HP:0000005	0.88
PF07648	HP:0000007	2.49
PF00520	HP:0000006	4.87
PF12796,PF13637,PF12796	HP:0000005	0.62
PF00046,PF03826	HP:0000005	0.88
PF12796,PF13637	HP:0000005	0.62
PF00620	HP:0000005	0.79
PF00520,PF11933	HP:0000005	0.62
PF00520,PF11933	HP:0000006	2.67
PF09379	HP:0000005	0.79
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413,PF01413	HP:0000005	0.68
PF02786	HP:0000005	0.62
PF02786	HP:0000007	1.76
PF00571,PF00571	HP:0000005	0.62
PF00643	HP:0000005	0.68
PF00689	HP:0000005	0.68
PF01413	HP:0000005	0.68
PF00063	HP:0000005	1.04
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391	HP:0000005	0.62
PF11933	HP:0000005	0.62
PF11933	HP:0000006	2.67
PF02736,PF00063	HP:0000005	0.68
PF00090,PF00090	HP:0000005	0.68
PF00122,PF00702	HP:0000005	0.74
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413,PF01413	HP:0000005	0.68
PF07645,PF07645,PF07645	HP:0000005	0.79
PF01030,PF00757,PF01030	HP:0000005	0.62
PF01030,PF00757,PF01030	HP:0000007	1.76
PF00023	HP:0000006	3.85
PF00053,PF00053,PF00053,PF00053	HP:0000005	0.79
PF00053,PF00053,PF00053,PF00053	HP:0000007	2.23
PF09279,PF00388	HP:0000005	0.62
PF00560	HP:0000005	0.62
PF00690,PF00122	HP:0000005	0.68
PF00927,PF00927	HP:0000005	0.62
PF07690	HP:0000005	0.96
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391	HP:0000005	1.08
PF00028,PF01049	HP:0000005	0.74
PF13637,PF12796	HP:0000005	0.68
PF00090,PF00090,PF00090	HP:0000005	0.62
PF00008,PF00008	HP:0000005	0.79
PF01391,PF01391,PF01391,PF01391,PF01391,PF01413,PF01413	HP:0000005	0.68
PF00388	HP:0000005	0.62
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0000005	0.68
PF00441	HP:0000005	0.74
PF00441	HP:0000007	2.09
PF02931,PF02932	HP:0000005	1
PF01390	HP:0000005	0.68
PF07679,PF07679,PF00041,PF00041,PF00041	HP:0000005	0.68
PF00683,PF07645	HP:0000005	0.62
PF00520,PF00520,PF00520,PF08763	HP:0000005	0.62
PF01391,PF01391,PF01391,PF01410	HP:0000005	0.68
PF01391,PF01391,PF01391,PF01410	HP:0000006	2.92
PF01391,PF01391,PF01391,PF01391,PF01391,PF01410	HP:0000005	0.68
PF01391,PF01391,PF01391,PF01391,PF01391,PF01410	HP:0000006	2.92
PF00595,PF00595	HP:0000005	0.79
PF13895,PF13895,PF07679	HP:0000005	0.68
PF00029	HP:0000005	0.88
PF00029	HP:0000006	3.13
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413,PF01413	HP:0000005	0.68
PF07679,PF07679,PF07679,PF00041,PF00041,PF00041	HP:0000005	0.68
PF00992	HP:0000005	0.62
PF00122,PF00702,PF00689	HP:0000005	0.62
PF00435,PF00435,PF00435,PF00435,PF00435,PF00435,PF00435,PF00435	HP:0000005	0.62
PF00435,PF00435,PF00435,PF00435,PF00435,PF00435,PF00435,PF00435	HP:0000006	2.67
PF01391,PF00386	HP:0000005	0.68
PF01410	HP:0000005	0.74
PF01410	HP:0000006	3.16
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0000005	0.68
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391	HP:0000005	0.68
PF13385	HP:0000005	0.62
PF13385	HP:0000007	1.76
PF13465,PF13465,PF13465,PF13465	HP:0000005	0.79
PF02770	HP:0000005	0.74
PF02770	HP:0000007	2.09
PF07679,PF07714	HP:0000005	0.74
PF07679,PF07714	HP:0000006	3.16
PF00927	HP:0000005	0.62
PF00520,PF00520	HP:0000005	0.96
PF00520,PF00520	HP:0000006	2.96
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413,PF01413	HP:0000005	0.68
PF01391,PF01391,PF01391,PF01391,PF01413,PF01413	HP:0000005	0.68
PF00153	HP:0000005	0.83
PF00153	HP:0000007	2.37
PF00046	HP:0000006	3.73
PF00373,PF09380	HP:0000005	0.68
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391	HP:0000005	0.74
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0000005	0.68
PF00038	HP:0001425	5.5
PF00038	HP:0000006	5.69
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0000005	0.68
PF00520,PF11933,PF00520	HP:0000005	0.62
PF00520,PF11933,PF00520	HP:0000006	2.67
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391	HP:0000005	0.79
PF07645,PF00683,PF07645,PF07645	HP:0000005	0.62
PF07679,PF00041,PF00041,PF00041	HP:0000005	0.68
PF00029,PF10582	HP:0000005	0.88
PF00029,PF10582	HP:0000006	3.13
PF00060	HP:0000005	0.62
PF02771,PF02770,PF00441	HP:0000005	0.68
PF02771,PF02770,PF00441	HP:0000007	1.93
PF03826	HP:0000005	0.88
PF01094	HP:0000005	0.92
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413,PF01413	HP:0000005	0.68
PF06512,PF00520,PF00520	HP:0000005	0.68
PF06512,PF00520,PF00520	HP:0000006	2.92
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391	HP:0000005	0.83
PF09380	HP:0000005	0.68
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0000005	0.68
PF00028,PF00028,PF00028,PF00028,PF01049	HP:0000005	0.62
PF09279	HP:0000005	0.62
PF00757	HP:0000005	0.62
PF00757	HP:0000007	1.76
PF00612,PF00612	HP:0000005	0.79
PF00520,PF11933,PF00520,PF06512	HP:0000005	0.62
PF00520,PF11933,PF00520,PF06512	HP:0000006	2.67
PF00055,PF00053,PF00053,PF00053,PF00053	HP:0000005	0.68
PF00055,PF00053,PF00053,PF00053,PF00053	HP:0000007	1.93
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01410	HP:0000005	0.62
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01410	HP:0000006	2.67
PF00004	HP:0000005	0.83
PF00054	HP:0000005	0.68
PF00054	HP:0000007	1.93
PF00683	HP:0000005	0.62
PF01477	HP:0000005	0.74
PF00028,PF00028,PF00028,PF00028	HP:0000005	0.79
PF01363	HP:0000005	0.68
PF00053,PF00053,PF00053,PF00053,PF00053,PF00053	HP:0000005	0.62
PF00053,PF00053,PF00053,PF00053,PF00053,PF00053	HP:0000007	1.76
PF01049	HP:0000005	0.74
PF00654,PF00571	HP:0000005	0.62
PF00047	HP:0000006	2.86
PF00387	HP:0000005	0.62
PF00096,PF13465,PF13465	HP:0000005	0.83
PF01391,PF01413,PF01413	HP:0000005	0.68
PF00058,PF00058,PF00058,PF00058	HP:0000005	0.62
PF00628	HP:0000005	0.88
PF00079	HP:0000005	1
PF00386	HP:0000005	0.68
PF00270	HP:0000005	0.79
PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0000005	0.68
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413,PF01413	HP:0000005	0.68
PF02736	HP:0000005	0.68
PF00018,PF00017	HP:0000005	0.62
PF07645,PF00683,PF07645	HP:0000005	0.62
PF00058,PF00058,PF00058,PF14670	HP:0000005	0.62
PF01841,PF00927,PF00927	HP:0000005	0.62
PF00076	HP:0000005	0.92
PF00702,PF00689	HP:0000005	0.68
PF00051	HP:0000005	0.79
PF01030,PF00757	HP:0000005	0.62
PF01030,PF00757	HP:0000007	1.76
PF00651	HP:0000005	0.83
PF00020	HP:0000005	0.62
PF13414	HP:0000005	0.79
PF00030	HP:0000005	0.83
PF00226	HP:0000005	0.62
PF02771	HP:0000005	0.74
PF02771	HP:0000007	2.09
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0000005	0.68
PF01391,PF01391,PF01413	HP:0000005	0.68
PF05729,PF13516,PF13516	HP:0000005	0.62
PF01391,PF01391,PF01391,PF01391,PF01410	HP:0000005	0.68
PF01391,PF01391,PF01391,PF01391,PF01410	HP:0000006	2.92
PF00091,PF03953	HP:0000005	0.74
PF07653	HP:0000005	0.68
PF07645,PF07645,PF00683	HP:0000005	0.62
PF13637	HP:0000005	0.68
PF00690,PF00122,PF00702,PF00689	HP:0000005	0.62
PF00688,PF00019	HP:0000005	0.96
PF00688,PF00019	HP:0000006	3.55
PF07645,PF07645,PF07645,PF00683	HP:0000005	0.62
PF01391,PF01391,PF01413,PF01413	HP:0000005	0.68
PF02189	HP:0000005	0.68
PF02189	HP:0000007	1.93
PF01391,PF01391,PF01391,PF01391	HP:0000006	3.52
PF01391,PF01391,PF01391,PF01413	HP:0000005	0.68
PF12662	HP:0000005	0.88
PF00225	HP:0000005	0.83
PF00225	HP:0000006	3.58
PF00373	HP:0000005	0.92
PF00042	HP:0000005	0.83
PF00042	HP:0000006	3.58
PF00028	HP:0000005	0.96
PF01391,PF01391,PF01410	HP:0000005	0.74
PF01391,PF01391,PF01410	HP:0000006	3.16
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0000005	0.68
PF05729	HP:0000005	0.74
PF11933,PF00520,PF06512	HP:0000005	0.62
PF11933,PF00520,PF06512	HP:0000006	2.67
PF02214,PF00520	HP:0000005	0.62
PF00017,PF07714	HP:0000005	0.74
PF00063,PF00612	HP:0000005	0.74
PF02771,PF02770	HP:0000005	0.68
PF02771,PF02770	HP:0000007	1.93
PF00135	HP:0000005	0.62
PF13516,PF13516	HP:0000005	0.62
PF00153,PF00153	HP:0000005	0.83
PF00153,PF00153	HP:0000007	2.37
PF00520,PF08763	HP:0000005	0.62
PF08763	HP:0000005	0.62
PF00008,PF00008,PF00008,PF00008	HP:0000005	0.62
PF02758	HP:0000005	0.62
PF00053,PF00053,PF00053,PF00053,PF00053	HP:0000005	0.62
PF00053,PF00053,PF00053,PF00053,PF00053	HP:0000007	1.76
PF02932	HP:0000005	1
PF00028,PF00028,PF01049	HP:0000005	0.74
PF00011	HP:0000005	0.62
PF00011	HP:0000006	2.67
PF01391,PF01391,PF01391,PF01413,PF01413	HP:0003110	4.36
PF01391,PF01391,PF01391,PF01413,PF01413	HP:0000082	1.77
PF01391,PF01391,PF01391,PF01413,PF01413	HP:0012211	2.73
PF01391,PF01391,PF01391,PF01413,PF01413	HP:0011025	2.59
PF01391,PF01391,PF01391,PF01413,PF01413	HP:0000083	1.69
PF01391,PF01391,PF01391,PF01413,PF01413	HP:0004328	1.86
PF01391,PF01391,PF01391,PF01413,PF01413	HP:0000118	0.25
PF01391,PF01391,PF01391,PF01413,PF01413	HP:0000077	0.62
PF01391,PF01391,PF01391,PF01413,PF01413	HP:0000790	5.47
PF01391,PF01391,PF01391,PF01413,PF01413	HP:0010935	1.63
PF01391,PF01391,PF01391,PF01413,PF01413	HP:0000518	0.41
PF01391,PF01391,PF01391,PF01413,PF01413	HP:0000517	1.55
PF01391,PF01391,PF01391,PF01413,PF01413	HP:0011277	2.22
PF00307,PF00307,PF00435	HP:0000118	0.27
PF00595,PF00595,PF00595	HP:0000118	0.23
PF01392	HP:0000118	0.25
PF00007	HP:0000118	0.25
PF00092,PF01391	HP:0001438	2.53
PF00092,PF01391	HP:0000118	0.23
PF00092,PF01391	HP:0000962	1.45
PF00092,PF01391	HP:0001574	2.57
PF00092,PF01391	HP:0011121	1.63
PF00092,PF01391	HP:0001072	2.27
PF00092,PF01391	HP:0011138	2.22
PF00092,PF01391	HP:0000951	0.99
PF00092,PF01391	HP:0011368	0.66
PF00092,PF01391	HP:0011354	0.96
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0003110	4.36
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0000082	1.77
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0012211	2.73
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0011025	2.59
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0000083	1.69
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0004328	1.86
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0000118	0.25
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0000077	0.62
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0000790	5.47
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0010935	1.63
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0000518	0.41
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0000517	1.55
PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01391,PF01413	HP:0011277	2.22
PF00520,PF06512	HP:0000707	1.79
PF00520,PF06512	HP:0000118	0.25
PF00520,PF06512	HP:0002011	0.51
PF12661	HP:0000118	0.25
PF00520,PF00520,PF00520	HP:0000118	0.25
PF00702	HP:0000118	0.31
PF10582	HP:0000962	1.45
PF10582	HP:0001231	2.63
PF10582	HP:0000982	1.69
PF10582	HP:0000118	0.32
PF10582	HP:0010549	3.2
PF10582	HP:0007759	1.12
PF10582	HP:0001072	2.27
PF10582	HP:0001597	2.89
PF10582	HP:0000518	0.45
PF10582	HP:0011368	0.66
PF00320,PF00320	HP:0001438	2.53
PF00320,PF00320	HP:0012372	1.19
PF00320,PF00320	HP:0000118	0.23
PF00320,PF00320	HP:0000598	3.03
PF00320,PF00320	HP:0000924	2.15
PF00320,PF00320	HP:0011446	1.05
PF00320,PF00320	HP:0000707	1.63
PF00320,PF00320	HP:0001626	2.91
PF00320,PF00320	HP:0000478	2.25
PF00320,PF00320	HP:0002011	0.47
PF00320,PF00320	HP:0012374	0.39
PF00320,PF00320	HP:0003549	4.16
PF00320,PF00320	HP:0011842	0.37
PF00664,PF00005,PF00664	HP:0000118	0.29
PF00641	HP:0000118	0.25
PF00435,PF00435,PF00435,PF00435,PF00435,PF00435,PF00435	HP:0000118	0.23
PF00096,PF00096	HP:0000118	0.23
PF00028,PF00028,PF00028	HP:0000118	0.34
