interpro	term
IPR002934	GO:0016779
IPR002935	GO:0008171
IPR002937	GO:0016491
IPR002941	GO:0003677
IPR002941	GO:0008170
IPR002942	GO:0003723
IPR002944	GO:0005034
IPR002944	GO:0005328
IPR002944	GO:0009881
IPR002945	GO:0005355
IPR002946	GO:0005247
IPR002948	GO:0005215
IPR002955	GO:0008017
IPR002956	GO:0005118
IPR002957	GO:0005198
IPR002958	GO:0005198
IPR002959	GO:0005164
IPR002960	GO:0005164
IPR002961	GO:0005164
IPR002967	GO:0005200
IPR002967	GO:0005525
IPR002969	GO:0005215
IPR002969	GO:0008289
IPR002970	GO:0043176
IPR002971	GO:0005215
IPR002971	GO:0005550
IPR002972	GO:0005215
IPR002974	GO:0005506
IPR002974	GO:0016712
IPR002974	GO:0020037
IPR002975	GO:0001664
IPR002975	GO:0003924
IPR002975	GO:0004871
IPR002975	GO:0005525
IPR002975	GO:0031683
IPR002976	GO:0004871
IPR002976	GO:0005525
IPR002977	GO:0005452
IPR002978	GO:0005452
IPR002979	GO:0005452
IPR002980	GO:0005332
IPR002981	GO:0005332
IPR002982	GO:0005332
IPR002983	GO:0005332
IPR002984	GO:0005309
IPR002985	GO:0008792
IPR002986	GO:0008836
IPR002987	GO:0005432
IPR002993	GO:0004857
IPR002993	GO:0008073
IPR003000	GO:0070403
IPR003010	GO:0016810
IPR003013	GO:0005128
IPR003018	GO:0005515
IPR003019	GO:0046872
IPR003020	GO:0005452
IPR003022	GO:0003677
IPR003022	GO:0003700
IPR003024	GO:0005452
IPR003025	GO:0003677
IPR003025	GO:0003700
IPR003026	GO:0003700
IPR003027	GO:0008853
IPR003028	GO:0005283
IPR003029	GO:0003723
IPR003034	GO:0003676
IPR003038	GO:0004579
IPR003042	GO:0016491
IPR003043	GO:0008168
IPR003043	GO:0043115
IPR003044	GO:0001614
IPR003044	GO:0005216
IPR003044	GO:0005524
IPR003045	GO:0001614
IPR003045	GO:0005216
IPR003045	GO:0005524
IPR003046	GO:0001614
IPR003046	GO:0005216
IPR003046	GO:0005524
IPR003047	GO:0001614
IPR003047	GO:0005216
IPR003047	GO:0005524
IPR003048	GO:0001614
IPR003048	GO:0005216
IPR003048	GO:0005524
IPR003049	GO:0001614
IPR003049	GO:0005216
IPR003049	GO:0005524
IPR003050	GO:0001614
IPR003050	GO:0005216
IPR003050	GO:0005524
IPR003051	GO:0004930
IPR003052	GO:0004930
IPR003053	GO:0004930
IPR003055	GO:0005337
IPR003056	GO:0004930
IPR003057	GO:0031409
IPR003060	GO:0004519
IPR003060	GO:0005102
IPR003061	GO:0015643
IPR003063	GO:0015643
IPR003068	GO:0003677
IPR003068	GO:0004879
IPR003069	GO:0003677
IPR003069	GO:0004884
IPR003069	GO:0005496
IPR003070	GO:0003677
IPR003070	GO:0004879
IPR003071	GO:0003677
IPR003071	GO:0004879
IPR003072	GO:0003677
IPR003072	GO:0004879
IPR003073	GO:0003677
IPR003073	GO:0004879
IPR003074	GO:0003677
IPR003074	GO:0004879
IPR003075	GO:0003677
IPR003075	GO:0004879
IPR003076	GO:0003677
IPR003076	GO:0004879
IPR003077	GO:0003677
IPR003077	GO:0004879
IPR003078	GO:0003677
IPR003078	GO:0003708
IPR003079	GO:0003677
IPR003079	GO:0004879
IPR003080	GO:0004364
IPR003081	GO:0004364
IPR003082	GO:0004364
IPR003084	GO:0004407
IPR003086	GO:0004866
IPR003087	GO:0005215
IPR003088	GO:0005506
IPR003088	GO:0009055
IPR003088	GO:0020037
IPR003090	GO:0005212
IPR003092	GO:0005267
IPR003094	GO:0003824
IPR003094	GO:0005524
IPR003097	GO:0016491
IPR003099	GO:0004665
IPR003099	GO:0008977
IPR003100	GO:0005515
IPR003101	GO:0003712
IPR003102	GO:0005515
IPR003103	GO:0051087
IPR003105	GO:0042393
IPR003106	GO:0003700
IPR003106	GO:0043565
IPR003109	GO:0030695
IPR003110	GO:0004888
IPR003111	GO:0004176
IPR003112	GO:0005515
IPR003116	GO:0005057
IPR003118	GO:0043565
IPR003120	GO:0003700
IPR003121	GO:0005515
IPR003122	GO:0004888
IPR003124	GO:0003779
IPR003126	GO:0004842
IPR003126	GO:0008270
IPR003128	GO:0003779
IPR003130	GO:0003924
IPR003130	GO:0005525
IPR003132	GO:0019865
IPR003133	GO:0003688
IPR003136	GO:0004127
IPR003136	GO:0005524
IPR003138	GO:0005198
IPR003139	GO:0005198
IPR003140	GO:0016787
IPR003141	GO:0003677
IPR003141	GO:0003887
IPR003146	GO:0004180
IPR003150	GO:0003677
IPR003151	GO:0005515
IPR003152	GO:0005515
IPR003153	GO:0004871
IPR003154	GO:0003676
IPR003154	GO:0004519
IPR003156	GO:0003676
IPR003157	GO:0016746
IPR003158	GO:0005506
IPR003158	GO:0009055
IPR003158	GO:0020037
IPR003159	GO:0016829
IPR003163	GO:0003677
IPR003163	GO:0003700
IPR003165	GO:0005515
IPR003168	GO:0018822
IPR003168	GO:0046914
IPR003169	GO:0005515
IPR003170	GO:0008762
IPR003171	GO:0004489
IPR003173	GO:0003677
IPR003173	GO:0003713
IPR003174	GO:0003677
IPR003175	GO:0004861
IPR003176	GO:0003677
IPR003177	GO:0004129
IPR003177	GO:0009055
IPR003178	GO:0050524
IPR003179	GO:0050524
IPR003180	GO:0003677
IPR003180	GO:0003905
IPR003181	GO:0005198
IPR003183	GO:0050524
IPR003187	GO:0004620
IPR003190	GO:0004068
IPR003191	GO:0003924
IPR003191	GO:0005525
IPR003193	GO:0003953
IPR003196	GO:0005524
IPR003198	GO:0016813
IPR003199	GO:0016811
IPR003200	GO:0008939
IPR003202	GO:0003677
IPR003203	GO:0000166
IPR003203	GO:0043752
IPR003204	GO:0004129
IPR003205	GO:0004129
IPR003206	GO:0016836
IPR003206	GO:0031419
IPR003206	GO:0050215
IPR003210	GO:0008312
IPR003210	GO:0030942
IPR003212	GO:0003677
IPR003212	GO:0004521
IPR003213	GO:0004129
IPR003222	GO:0003677
IPR003223	GO:0003700
IPR003224	GO:0003723
IPR003224	GO:0008270
IPR003230	GO:0036370
IPR003235	GO:0005179
IPR003245	GO:0005507
IPR003245	GO:0009055
IPR003251	GO:0016491
IPR003251	GO:0046872
IPR003256	GO:0003735
IPR003263	GO:0005164
IPR003268	GO:0005242
IPR003269	GO:0005242
IPR003270	GO:0005242
IPR003271	GO:0005242
IPR003272	GO:0005242
IPR003273	GO:0005242
IPR003274	GO:0015467
IPR003275	GO:0015467
IPR003276	GO:0015467
IPR003277	GO:0015467
IPR003278	GO:0015272
IPR003279	GO:0015272
IPR003280	GO:0005267
IPR003285	GO:0003747
IPR003285	GO:0005525
IPR003286	GO:0003723
IPR003286	GO:0003964
IPR003287	GO:0004948
IPR003288	GO:0004930
IPR003289	GO:0004930
IPR003290	GO:0004967
IPR003291	GO:0004967
IPR003292	GO:0008528
IPR003294	GO:0005149
IPR003295	GO:0005149
IPR003296	GO:0005149
IPR003297	GO:0005149
IPR003299	GO:0005509
IPR003300	GO:0016787
IPR003303	GO:0005198
IPR003305	GO:0016798
IPR003307	GO:0005515
IPR003308	GO:0008270
IPR003309	GO:0003700
IPR003310	GO:0016798
IPR003310	GO:0030983
IPR003314	GO:0003677
IPR003316	GO:0003700
IPR003318	GO:0046527
IPR003321	GO:0042279
IPR003322	GO:0005198
IPR003327	GO:0003700
IPR003334	GO:0004930
IPR003337	GO:0003824
IPR003340	GO:0003677
IPR003342	GO:0000030
IPR003346	GO:0003677
IPR003346	GO:0004803
IPR003350	GO:0003677
IPR003352	GO:0008982
IPR003353	GO:0022877
IPR003356	GO:0003677
IPR003356	GO:0008170
IPR003358	GO:0008176
IPR003361	GO:0008774
IPR003365	GO:0016779
IPR003365	GO:0016888
IPR003365	GO:0042624
IPR003367	GO:0005509
IPR003369	GO:0008565
IPR003370	GO:0015109
IPR003373	GO:0005525
IPR003373	GO:0015093
IPR003378	GO:0016757
IPR003382	GO:0003824
IPR003385	GO:0004134
IPR003386	GO:0008374
IPR003391	GO:0003677
IPR003392	GO:0008158
IPR003394	GO:0015288
IPR003400	GO:0005215
IPR003402	GO:0016740
IPR003406	GO:0008375
IPR003413	GO:0008565
IPR003414	GO:0008976
IPR003415	GO:0003677
IPR003417	GO:0003713
IPR003420	GO:0004022
IPR003421	GO:0016491
IPR003421	GO:0050662
IPR003422	GO:0008121
IPR003423	GO:0005215
IPR003424	GO:0005179
IPR003427	GO:0004398
IPR003429	GO:0043027
IPR003431	GO:0016158
IPR003432	GO:0003677
IPR003433	GO:0005198
IPR003437	GO:0004375
IPR003438	GO:0004872
IPR003439	GO:0005524
IPR003439	GO:0016887
IPR003440	GO:0003843
IPR003441	GO:0003677
IPR003443	GO:0005126
IPR003445	GO:0008324
IPR003447	GO:0016755
IPR003450	GO:0003688
IPR003450	GO:0005524
IPR003451	GO:0046872
IPR003451	GO:0051745
IPR003452	GO:0005173
IPR003454	GO:0004497
IPR003457	GO:0015097
IPR003461	GO:0005200
IPR003465	GO:0004867
IPR003469	GO:0050053
IPR003473	GO:0008987
IPR003473	GO:0051539
IPR003474	GO:0015128
IPR003476	GO:0004565
IPR003477	GO:0003677
IPR003480	GO:0016747
IPR003484	GO:0016746
IPR003487	GO:0003968
IPR003491	GO:0003677
IPR003491	GO:0003916
IPR003494	GO:0005515
IPR003500	GO:0016853
IPR003501	GO:0008982
IPR003502	GO:0005149
IPR003503	GO:0004872
IPR003504	GO:0004872
IPR003505	GO:0004872
IPR003506	GO:0005201
IPR003512	GO:0003697
IPR003514	GO:0005198
IPR003517	GO:0005201
IPR003523	GO:0003677
IPR003524	GO:0008963
IPR003526	GO:0008685
IPR003527	GO:0004707
IPR003527	GO:0005524
IPR003528	GO:0004896
IPR003529	GO:0004896
IPR003530	GO:0004896
IPR003531	GO:0004896
IPR003532	GO:0004896
IPR003536	GO:0005515
IPR003537	GO:0005096
IPR003538	GO:0015343
IPR003538	GO:0031992
IPR003541	GO:0003824
IPR003541	GO:0046872
IPR003542	GO:0016780
IPR003543	GO:0005044
IPR003544	GO:0015232
IPR003545	GO:0003677
IPR003545	GO:0003721
IPR003546	GO:0004725
IPR003547	GO:0004674
IPR003548	GO:0005198
IPR003549	GO:0005198
IPR003550	GO:0005198
IPR003551	GO:0005198
IPR003552	GO:0005198
IPR003553	GO:0005198
IPR003554	GO:0005198
IPR003555	GO:0005198
IPR003556	GO:0005198
IPR003557	GO:0015232
IPR003560	GO:0008667
IPR003561	GO:0008413
IPR003562	GO:0008413
IPR003563	GO:0008413
IPR003564	GO:0008828
IPR003565	GO:0008796
IPR003567	GO:0015232
IPR003568	GO:0015232
IPR003569	GO:0015232
IPR003570	GO:0015232
IPR003573	GO:0005125
IPR003574	GO:0005138
IPR003578	GO:0005525
IPR003579	GO:0005525
IPR003583	GO:0003677
IPR003601	GO:0003677
IPR003601	GO:0003916
IPR003602	GO:0003677
IPR003602	GO:0003916
IPR003604	GO:0003676
IPR003604	GO:0008270
IPR003605	GO:0004675
IPR003605	GO:0005524
IPR003606	GO:0008270
IPR003606	GO:0018024
IPR003610	GO:0004553
IPR003610	GO:0030246
IPR003611	GO:0003677
IPR003613	GO:0004842
IPR003620	GO:0005179
IPR003624	GO:0005146
IPR003625	GO:0005179
IPR003626	GO:0005179
IPR003633	GO:0047396
IPR003650	GO:0003677
IPR003651	GO:0051539
IPR003652	GO:0003723
IPR003652	GO:0005515
IPR003653	GO:0008234
IPR003656	GO:0003677
IPR003657	GO:0003700
IPR003657	GO:0043565
IPR003658	GO:0045152
IPR003660	GO:0004871
IPR003661	GO:0000155
IPR003663	GO:0022891
IPR003664	GO:0003824
IPR003664	GO:0016747
IPR003668	GO:0003723
IPR003669	GO:0050660
IPR003669	GO:0050797
IPR003673	GO:0003824
IPR003674	GO:0004576
IPR003679	GO:0046353
IPR003682	GO:0008649
IPR003684	GO:0015288
IPR003689	GO:0046873
IPR003692	GO:0003824
IPR003694	GO:0003952
IPR003694	GO:0005524
IPR003696	GO:0003824
IPR003698	GO:0016992
IPR003698	GO:0051539
IPR003699	GO:0016740
IPR003699	GO:0016853
IPR003700	GO:0003864
IPR003701	GO:0004527
IPR003702	GO:0003824
IPR003703	GO:0047617
IPR003705	GO:0015087
IPR003708	GO:0051082
IPR003709	GO:0008233
IPR003710	GO:0016491
IPR003714	GO:0005524
IPR003715	GO:0015159
IPR003716	GO:0003899
IPR003719	GO:0003824
IPR003720	GO:0016783
IPR003721	GO:0004592
IPR003722	GO:0016993
IPR003723	GO:0016994
IPR003724	GO:0005524
IPR003724	GO:0008817
IPR003725	GO:0015098
IPR003726	GO:0008898
IPR003729	GO:0004518
IPR003732	GO:0016788
IPR003733	GO:0004789
IPR003742	GO:0008168
IPR003751	GO:0003723
IPR003752	GO:0015035
IPR003753	GO:0008855
IPR003754	GO:0004852
IPR003755	GO:0000155
IPR003755	GO:0005524
IPR003758	GO:0005524
IPR003758	GO:0009029
IPR003759	GO:0008705
IPR003759	GO:0031419
IPR003759	GO:0046872
IPR003761	GO:0008855
IPR003762	GO:0008733
IPR003763	GO:0008715
IPR003764	GO:0008448
IPR003765	GO:0051082
IPR003766	GO:0008880
IPR003767	GO:0016491
IPR003779	GO:0051920
IPR003780	GO:0016627
IPR003781	GO:0048037
IPR003784	GO:0015225
IPR003786	GO:0008863
IPR003789	GO:0016884
IPR003796	GO:0008270
IPR003801	GO:0003933
IPR003804	GO:0015129
IPR003805	GO:0008818
IPR003806	GO:0005524
IPR003806	GO:0046872
IPR003811	GO:0043772
IPR003815	GO:0005506
IPR003815	GO:0043768
IPR003816	GO:0008940
IPR003817	GO:0004609
IPR003819	GO:0016491
IPR003820	GO:0008556
IPR003821	GO:0030604
IPR003821	GO:0046872
IPR003824	GO:0050380
IPR003826	GO:0004014
IPR003835	GO:0008915
IPR003836	GO:0004340
IPR003836	GO:0005524
IPR003840	GO:0004386
IPR003840	GO:0005524
IPR003841	GO:0015321
IPR003851	GO:0003677
IPR003852	GO:0000155
IPR003852	GO:0004673
IPR003855	GO:0015079
IPR003859	GO:0016757
IPR003860	GO:0016788
IPR003860	GO:0046789
IPR003876	GO:0016990
IPR003877	GO:0005515
IPR003882	GO:0005199
IPR003883	GO:0005199
IPR003890	GO:0003723
IPR003890	GO:0005515
IPR003892	GO:0005515
IPR003893	GO:0003677
IPR003894	GO:0003700
IPR003898	GO:0003950
IPR003902	GO:0003677
IPR003904	GO:0004930
IPR003905	GO:0016520
IPR003906	GO:0004966
IPR003907	GO:0004966
IPR003908	GO:0004966
IPR003910	GO:0004930
IPR003912	GO:0015057
IPR003913	GO:0005096
IPR003914	GO:0005096
IPR003914	GO:0008083
IPR003915	GO:0005509
IPR003917	GO:0008137
IPR003918	GO:0008137
IPR003919	GO:0016759
IPR003919	GO:0035438
IPR003924	GO:0004930
IPR003925	GO:0005198
IPR003926	GO:0005198
IPR003927	GO:0005198
IPR003928	GO:0005198
IPR003929	GO:0015269
IPR003930	GO:0015269
IPR003935	GO:0005212
IPR003937	GO:0005249
IPR003938	GO:0005249
IPR003939	GO:0005160
IPR003940	GO:0005160
IPR003942	GO:0005160
IPR003943	GO:0015057
IPR003944	GO:0015057
IPR003945	GO:0008137
IPR003947	GO:0005249
IPR003948	GO:0005249
IPR003949	GO:0005249
IPR003950	GO:0005249
IPR003951	GO:0004197
IPR003952	GO:0016491
IPR003954	GO:0003676
IPR003956	GO:0043565
IPR003958	GO:0043565
IPR003959	GO:0005524
IPR003960	GO:0005524
IPR003961	GO:0005515
IPR003964	GO:0008804
IPR003965	GO:0004312
IPR003966	GO:0004252
IPR003966	GO:0005509
IPR003967	GO:0005249
IPR003968	GO:0005249
IPR003969	GO:0005249
IPR003970	GO:0005249
IPR003971	GO:0005249
IPR003972	GO:0005249
IPR003973	GO:0005249
IPR003974	GO:0005249
IPR003975	GO:0005249
IPR003976	GO:0005267
IPR003977	GO:0004842
IPR003978	GO:0005125
IPR003979	GO:0005201
IPR003980	GO:0004969
IPR003981	GO:0004974
IPR003982	GO:0004974
IPR003983	GO:0004974
IPR003984	GO:0016492
IPR003985	GO:0016492
IPR003986	GO:0016492
IPR003995	GO:0005509
IPR003996	GO:0016746
IPR004004	GO:0003968
IPR004004	GO:0004386
IPR004004	GO:0005524
IPR004006	GO:0004371
IPR004007	GO:0004371
IPR004009	GO:0003774
IPR004009	GO:0005524
IPR004013	GO:0003824
IPR004025	GO:0003723
IPR004025	GO:0004540
IPR004026	GO:0003677
IPR004026	GO:0008168
IPR004026	GO:0008270
IPR004030	GO:0004517
IPR004033	GO:0008168
IPR004042	GO:0004519
IPR004044	GO:0003723
IPR004045	GO:0005515
IPR004047	GO:0030273
IPR004048	GO:0005249
IPR004049	GO:0005249
IPR004050	GO:0005249
IPR004052	GO:0005249
IPR004053	GO:0005249
IPR004054	GO:0005249
IPR004055	GO:0005249
IPR004056	GO:0005249
IPR004059	GO:0016499
IPR004060	GO:0016499
IPR004061	GO:0038036
IPR004062	GO:0038036
IPR004063	GO:0038036
IPR004064	GO:0038036
IPR004065	GO:0070915
IPR004066	GO:0070915
IPR004067	GO:0016493
IPR004068	GO:0016493
IPR004069	GO:0016493
IPR004070	GO:0016494
IPR004071	GO:0004974
IPR004072	GO:0016503
IPR004073	GO:0004930
IPR004074	GO:0004908
IPR004076	GO:0004909
IPR004077	GO:0004910
IPR004078	GO:0019966
IPR004079	GO:0005183
IPR004080	GO:0005198
IPR004084	GO:0003677
IPR004085	GO:0003677
IPR004085	GO:0003918
IPR004087	GO:0003723
IPR004088	GO:0003723
IPR004089	GO:0004871
IPR004090	GO:0004871
IPR004094	GO:0004867
IPR004097	GO:0016462
IPR004101	GO:0005524
IPR004101	GO:0016874
IPR004102	GO:0003950
IPR004103	GO:0016829
IPR004104	GO:0016491
IPR004105	GO:0000155
IPR004105	GO:0004673
IPR004107	GO:0003677
IPR004109	GO:0008236
IPR004113	GO:0003824
IPR004113	GO:0050660
IPR004114	GO:0003723
IPR004115	GO:0004812
IPR004115	GO:0005524
IPR004117	GO:0004984
IPR004117	GO:0005549
IPR004122	GO:0003677
IPR004124	GO:0004308
IPR004125	GO:0008312
IPR004126	GO:0004859
IPR004127	GO:0051082
IPR004129	GO:0008889
IPR004130	GO:0000166
IPR004131	GO:0004427
IPR004131	GO:0009678
IPR004134	GO:0004197
IPR004136	GO:0018580
IPR004137	GO:0016491
IPR004139	GO:0008375
IPR004141	GO:0016844
IPR004148	GO:0005515
IPR004149	GO:0003911
IPR004150	GO:0003911
IPR004156	GO:0005215
IPR004159	GO:0008168
IPR004160	GO:0005525
IPR004161	GO:0005525
IPR004163	GO:0008410
IPR004164	GO:0008410
IPR004165	GO:0008410
IPR004166	GO:0004674
IPR004166	GO:0005524
IPR004167	GO:0016746
IPR004169	GO:0008200
IPR004171	GO:0004862
IPR004172	GO:0005515
IPR004173	GO:0036094
IPR004175	GO:0008664
IPR004177	GO:0046872
IPR004178	GO:0005516
IPR004178	GO:0015269
IPR004181	GO:0008270
IPR004183	GO:0008198
IPR004183	GO:0016491
IPR004184	GO:0003824
IPR004185	GO:0004553
IPR004186	GO:0003677
IPR004186	GO:0003688
IPR004188	GO:0000166
IPR004188	GO:0004826
IPR004188	GO:0005524
IPR004189	GO:0003677
IPR004189	GO:0004803
IPR004191	GO:0003677
IPR004191	GO:0008907
IPR004192	GO:0008121
IPR004193	GO:0004553
IPR004197	GO:0008810
IPR004199	GO:0004565
IPR004202	GO:0004129
IPR004203	GO:0004129
IPR004204	GO:0004129
IPR004205	GO:0008121
IPR004206	GO:0004651
IPR004206	GO:0016740
IPR004209	GO:0016730
IPR004210	GO:0003677
IPR004213	GO:0005125
IPR004214	GO:0008200
IPR004215	GO:0004363
IPR004218	GO:0004363
IPR004218	GO:0005524
IPR004220	GO:0008704
IPR004221	GO:0000287
IPR004221	GO:0003677
IPR004221	GO:0009036
IPR004222	GO:0015049
IPR004223	GO:0008705
IPR004226	GO:0051082
IPR004227	GO:0005542
IPR004227	GO:0016740
IPR004229	GO:0052876
IPR004230	GO:0003677
IPR004230	GO:0004519
IPR004232	GO:0003824
IPR004232	GO:0046914
IPR004233	GO:0003677
IPR004233	GO:0009036
IPR004234	GO:0003677
IPR004234	GO:0009036
IPR004235	GO:0030411
IPR004236	GO:0008236
IPR004250	GO:0005179
IPR004255	GO:0004144
IPR004259	GO:0003968
IPR004261	GO:0005198
IPR004273	GO:0003777
IPR004274	GO:0005515
IPR004276	GO:0016758
IPR004281	GO:0005143
IPR004281	GO:0008083
IPR004288	GO:0005186
IPR004298	GO:0030410
IPR004300	GO:0003824
IPR004301	GO:0003676
IPR004303	GO:0004668
IPR004304	GO:0016811
IPR004308	GO:0004357
IPR004313	GO:0010309
IPR004321	GO:0003677
IPR004327	GO:0019211
IPR004333	GO:0003677
IPR004340	GO:0003896
IPR004341	GO:0003723
IPR004343	GO:0003677
IPR004346	GO:0005524
IPR004349	GO:0016163
IPR004350	GO:0005249
IPR004355	GO:0019534
IPR004358	GO:0016772
IPR004361	GO:0004462
IPR004361	GO:0046872
IPR004363	GO:0008929
IPR004364	GO:0000166
IPR004364	GO:0004812
IPR004364	GO:0005524
IPR004365	GO:0003676
IPR004368	GO:0003743
IPR004370	GO:0016853
IPR004372	GO:0016301
IPR004372	GO:0016774
IPR004373	GO:0016149
IPR004374	GO:0016149
IPR004378	GO:0016491
IPR004379	GO:0008767
IPR004380	GO:0016855
IPR004381	GO:0008887
IPR004383	GO:0008173
IPR004384	GO:0008173
IPR004385	GO:0016818
IPR004385	GO:0046872
IPR004387	GO:0004222
IPR004389	GO:0003735
IPR004391	GO:0008881
IPR004392	GO:0016151
IPR004393	GO:0004514
IPR004396	GO:0005525
IPR004398	GO:0008168
IPR004399	GO:0008972
IPR004400	GO:0003924
IPR004400	GO:0016151
IPR004402	GO:0004731
IPR004403	GO:0016149
IPR004404	GO:0004160
IPR004406	GO:0003994
IPR004406	GO:0051539
IPR004408	GO:0004077
IPR004410	GO:0004314
IPR004411	GO:0008233
IPR004413	GO:0016884
IPR004414	GO:0016884
IPR004417	GO:0047151
IPR004417	GO:0050660
IPR004418	GO:0004409
IPR004418	GO:0051539
IPR004419	GO:0046872
IPR004420	GO:0008233
IPR004421	GO:0016743
IPR004421	GO:0046872
IPR004424	GO:0050515
IPR004429	GO:0003862
IPR004430	GO:0003861
IPR004430	GO:0051539
IPR004431	GO:0003861
IPR004433	GO:0030976
IPR004433	GO:0070204
IPR004434	GO:0004449
IPR004435	GO:0005525
IPR004436	GO:0004450
IPR004437	GO:0003677
IPR004438	GO:0004222
IPR004439	GO:0004450
IPR004441	GO:0008173
IPR004445	GO:0015501
IPR004446	GO:0016791
IPR004447	GO:0008236
IPR004449	GO:0008969
IPR004453	GO:0016491
IPR004456	GO:0003824
IPR004456	GO:0046872
IPR004457	GO:0008270
IPR004458	GO:0003743
IPR004459	GO:0003824
IPR004460	GO:0018492
IPR004461	GO:0018492
IPR004462	GO:0005506
IPR004463	GO:0008759
IPR004464	GO:0042132
IPR004466	GO:0043822
IPR004467	GO:0004588
IPR004468	GO:0003883
IPR004469	GO:0004647
IPR004470	GO:0008270
IPR004472	GO:0000287
IPR004472	GO:0004141
IPR004472	GO:0005524
IPR004473	GO:0003677
IPR004473	GO:0005524
IPR004473	GO:0009035
IPR004475	GO:0003677
IPR004475	GO:0003887
IPR004476	GO:0003723
IPR004476	GO:0004540
IPR004483	GO:0003677
IPR004483	GO:0005524
IPR004484	GO:0042242
IPR004485	GO:0048472
IPR004487	GO:0005524
IPR004487	GO:0051082
IPR004488	GO:0015087
IPR004488	GO:0015095
IPR004489	GO:0016491
IPR004490	GO:0008891
IPR004491	GO:0005524
IPR004491	GO:0016887
IPR004491	GO:0070011
IPR004493	GO:0000166
IPR004493	GO:0004823
IPR004493	GO:0005524
IPR004495	GO:0000166
IPR004495	GO:0004825
IPR004495	GO:0005524
IPR004496	GO:0005506
IPR004496	GO:0009055
IPR004497	GO:0008137
IPR004498	GO:0008276
IPR004499	GO:0004827
IPR004499	GO:0005524
IPR004500	GO:0004827
IPR004500	GO:0005524
IPR004501	GO:0008982
IPR004502	GO:0009055
IPR004502	GO:0015035
IPR004503	GO:0000166
IPR004503	GO:0004828
IPR004503	GO:0005524
IPR004504	GO:0003684
IPR004504	GO:0005524
IPR004506	GO:0016740
IPR004508	GO:0016671
IPR004511	GO:0004604
IPR004512	GO:0016436
IPR004514	GO:0000166
IPR004514	GO:0004819
IPR004514	GO:0005524
IPR004515	GO:0008968
IPR004519	GO:0003677
IPR004519	GO:0003899
IPR004520	GO:0003924
IPR004520	GO:0005525
IPR004521	GO:0003723
IPR004522	GO:0000166
IPR004522	GO:0004816
IPR004522	GO:0005524
IPR004523	GO:0000166
IPR004523	GO:0004815
IPR004523	GO:0005524
IPR004524	GO:0005524
IPR004524	GO:0016874
IPR004525	GO:0004824
IPR004525	GO:0005524
IPR004526	GO:0000166
IPR004526	GO:0004818
IPR004526	GO:0005524
IPR004527	GO:0000166
IPR004527	GO:0004818
IPR004527	GO:0005524
IPR004528	GO:0008690
IPR004529	GO:0000166
IPR004529	GO:0004826
IPR004529	GO:0005524
IPR004530	GO:0000166
IPR004530	GO:0004826
IPR004530	GO:0005524
IPR004531	GO:0000166
IPR004531	GO:0004826
IPR004531	GO:0005524
IPR004532	GO:0000287
IPR004532	GO:0004826
IPR004532	GO:0005524
IPR004534	GO:0004125
IPR004535	GO:0003723
IPR004535	GO:0003746
IPR004535	GO:0005525
IPR004536	GO:0004756
IPR004536	GO:0005524
IPR004537	GO:0008757
IPR004538	GO:0003723
IPR004539	GO:0003746
IPR004539	GO:0005525
IPR004540	GO:0003746
IPR004540	GO:0005525
IPR004541	GO:0003746
IPR004541	GO:0005525
IPR004542	GO:0003746
IPR004543	GO:0003746
IPR004543	GO:0005525
IPR004544	GO:0003743
IPR004544	GO:0005525
IPR004546	GO:0003677
IPR004546	GO:0009007
IPR004547	GO:0004342
IPR004548	GO:0005525
IPR004548	GO:0016149
IPR004549	GO:0016874
IPR004550	GO:0004067
IPR004551	GO:0004164
IPR004552	GO:0003841
IPR004553	GO:0016616
IPR004553	GO:0050662
IPR004554	GO:0004420
IPR004554	GO:0050661
IPR004556	GO:0008276
IPR004557	GO:0008276
IPR004558	GO:0004109
IPR004559	GO:0004109
IPR004560	GO:0016861
IPR004561	GO:0008909
IPR004562	GO:0016740
IPR004563	GO:0016410
IPR004566	GO:0004594
IPR004566	GO:0005524
IPR004567	GO:0004594
IPR004567	GO:0005524
IPR004568	GO:0000287
IPR004568	GO:0008897
IPR004569	GO:0033856
IPR004570	GO:0008444
IPR004572	GO:0004729
IPR004573	GO:0008649
IPR004576	GO:0003684
IPR004576	GO:0005524
IPR004577	GO:0008534
IPR004579	GO:0003684
IPR004579	GO:0004519
IPR004580	GO:0003684
IPR004583	GO:0003684
IPR004584	GO:0005524
IPR004586	GO:0005524
IPR004586	GO:0008854
IPR004588	GO:0046429
IPR004589	GO:0008026
IPR004590	GO:0003677
IPR004591	GO:0003677
IPR004593	GO:0004519
IPR004593	GO:0008408
IPR004595	GO:0008270
IPR004597	GO:0008725
IPR004598	GO:0004003
IPR004601	GO:0004519
IPR004602	GO:0009381
IPR004603	GO:0004519
IPR004604	GO:0005524
IPR004605	GO:0003677
IPR004605	GO:0005524
IPR004605	GO:0009378
IPR004606	GO:0030151
IPR004607	GO:0004644
IPR004608	GO:0004494
IPR004608	GO:0031419
IPR004609	GO:0004003
IPR004610	GO:0008409
IPR004613	GO:0003723
IPR004613	GO:0016788
IPR004613	GO:0046872
IPR004614	GO:0016407
IPR004615	GO:0003887
IPR004615	GO:0008408
IPR004616	GO:0008914
IPR004617	GO:0008803
IPR004618	GO:0004071
IPR004619	GO:0004594
IPR004620	GO:0004489
IPR004621	GO:0004489
