interpro	term
IPR000146	GO:0005975
IPR000147	GO:0006954
IPR000147	GO:0007186
IPR000147	GO:0042312
IPR000147	GO:0042981
IPR000148	GO:0006355
IPR000149	GO:0019064
IPR000150	GO:0008152
IPR000151	GO:0040007
IPR000153	GO:0019058
IPR000154	GO:0007186
IPR000155	GO:0007186
IPR000156	GO:0046907
IPR000157	GO:0007165
IPR000159	GO:0007165
IPR000161	GO:0007186
IPR000162	GO:0007186
IPR000165	GO:0005976
IPR000167	GO:0006950
IPR000167	GO:0009415
IPR000170	GO:0019646
IPR000172	GO:0055114
IPR000174	GO:0006935
IPR000174	GO:0007186
IPR000175	GO:0006836
IPR000177	GO:0006508
IPR000177	GO:0007596
IPR000178	GO:0006413
IPR000180	GO:0006508
IPR000185	GO:0006605
IPR000185	GO:0006886
IPR000186	GO:0006955
IPR000189	GO:0000270
IPR000190	GO:0007186
IPR000190	GO:0019229
IPR000191	GO:0006281
IPR000192	GO:0008152
IPR000195	GO:0032313
IPR000196	GO:0006412
IPR000197	GO:0006355
IPR000198	GO:0007165
IPR000199	GO:0006508
IPR000200	GO:0006508
IPR000201	GO:0006260
IPR000202	GO:0007186
IPR000203	GO:0007218
IPR000204	GO:0007186
IPR000204	GO:0007631
IPR000206	GO:0006412
IPR000207	GO:0006940
IPR000207	GO:0007186
IPR000207	GO:0019229
IPR000207	GO:0030168
IPR000209	GO:0006508
IPR000211	GO:0046740
IPR000213	GO:0051180
IPR000214	GO:0006281
IPR000217	GO:0007017
IPR000218	GO:0006412
IPR000219	GO:0035023
IPR000221	GO:0007283
IPR000222	GO:0006470
IPR000223	GO:0006508
IPR000226	GO:0006955
IPR000227	GO:0003081
IPR000228	GO:0006396
IPR000231	GO:0006412
IPR000232	GO:0006355
IPR000233	GO:0007156
IPR000235	GO:0006412
IPR000236	GO:0019079
IPR000237	GO:0000042
IPR000238	GO:0006364
IPR000239	GO:0006468
IPR000239	GO:0007165
IPR000242	GO:0006470
IPR000243	GO:0051603
IPR000244	GO:0006412
IPR000245	GO:0015991
IPR000248	GO:0007186
IPR000250	GO:0006508
IPR000254	GO:0005975
IPR000257	GO:0006779
IPR000259	GO:0007155
IPR000260	GO:0006120
IPR000260	GO:0055114
IPR000264	GO:0006810
IPR000265	GO:0007186
IPR000266	GO:0006412
IPR000268	GO:0006351
IPR000269	GO:0009308
IPR000269	GO:0055114
IPR000271	GO:0006412
IPR000272	GO:0006811
IPR000274	GO:0006171
IPR000275	GO:0042381
IPR000276	GO:0007186
IPR000280	GO:0006508
IPR000281	GO:0006355
IPR000283	GO:0042773
IPR000283	GO:0055114
IPR000289	GO:0006412
IPR000290	GO:0030153
IPR000292	GO:0006810
IPR000293	GO:0019835
IPR000293	GO:0050829
IPR000296	GO:0015761
IPR000300	GO:0046856
IPR000304	GO:0006561
IPR000304	GO:0055114
IPR000307	GO:0006412
IPR000312	GO:0008152
IPR000314	GO:0007186
IPR000317	GO:0006508
IPR000318	GO:0009399
IPR000319	GO:0006520
IPR000319	GO:0055114
IPR000320	GO:0007267
IPR000320	GO:0007275
IPR000321	GO:0007186
IPR000322	GO:0005975
IPR000323	GO:0055114
IPR000324	GO:0006355
IPR000327	GO:0006355
IPR000331	GO:0051056
IPR000332	GO:0006940
IPR000332	GO:0007189
IPR000332	GO:0042312
IPR000333	GO:0007178
IPR000334	GO:0005975
IPR000335	GO:0046677
IPR000337	GO:0007186
IPR000340	GO:0006470
IPR000342	GO:0038032
IPR000343	GO:0033014
IPR000343	GO:0055114
IPR000344	GO:0007606
IPR000349	GO:0016032
IPR000351	GO:0007186
IPR000352	GO:0006415
IPR000353	GO:0006955
IPR000353	GO:0019882
IPR000354	GO:0031424
IPR000355	GO:0006935
IPR000355	GO:0007186
IPR000356	GO:0007200
IPR000356	GO:0042312
IPR000356	GO:0070257
IPR000358	GO:0009186
IPR000358	GO:0055114
IPR000363	GO:0007186
IPR000366	GO:0007186
IPR000367	GO:0006184
IPR000367	GO:0007186
IPR000368	GO:0005985
IPR000369	GO:0006811
IPR000370	GO:0007186
IPR000371	GO:0007200
IPR000376	GO:0007186
IPR000377	GO:0007186
IPR000377	GO:0007626
IPR000377	GO:0007631
IPR000378	GO:0007186
IPR000378	GO:0007601
IPR000378	GO:0007602
IPR000380	GO:0006265
IPR000382	GO:0016032
IPR000386	GO:0019064
IPR000387	GO:0016311
IPR000388	GO:0006813
IPR000391	GO:0006725
IPR000391	GO:0055114
IPR000392	GO:0055114
IPR000393	GO:0007186
IPR000394	GO:0006352
IPR000394	GO:0006355
IPR000395	GO:0006508
IPR000395	GO:0009405
IPR000396	GO:0006198
IPR000397	GO:0006457
IPR000398	GO:0006231
IPR000400	GO:0005975
IPR000402	GO:0006813
IPR000402	GO:0006814
IPR000404	GO:0016032
IPR000404	GO:0016070
IPR000405	GO:0007186
IPR000412	GO:0006810
IPR000413	GO:0007155
IPR000416	GO:0019058
IPR000417	GO:0009228
IPR000418	GO:0006355
IPR000421	GO:0007155
IPR000422	GO:0009231
IPR000425	GO:0006810
IPR000426	GO:0006511
IPR000427	GO:0006275
IPR000427	GO:0006355
IPR000428	GO:0006825
IPR000431	GO:0007186
IPR000432	GO:0006298
IPR000438	GO:0006633
IPR000439	GO:0006412
IPR000440	GO:0055114
IPR000447	GO:0006072
IPR000447	GO:0055114
IPR000450	GO:0007186
IPR000451	GO:0006355
IPR000452	GO:0007186
IPR000453	GO:0009073
IPR000454	GO:0015986
IPR000455	GO:0006939
IPR000455	GO:0007186
IPR000455	GO:0046883
IPR000455	GO:0050795
IPR000456	GO:0006412
IPR000460	GO:0007155
IPR000462	GO:0008654
IPR000463	GO:0006810
IPR000465	GO:0006289
IPR000466	GO:0007186
IPR000469	GO:0006184
IPR000469	GO:0007186
IPR000469	GO:0007264
IPR000471	GO:0006952
IPR000473	GO:0006412
IPR000475	GO:0019058
IPR000479	GO:0006810
IPR000481	GO:0007186
IPR000482	GO:0006939
IPR000482	GO:0007186
IPR000482	GO:0007507
IPR000482	GO:0042310
IPR000482	GO:0050795
IPR000484	GO:0009772
IPR000484	GO:0019684
IPR000485	GO:0006355
IPR000486	GO:0006725
IPR000486	GO:0055114
IPR000488	GO:0007165
IPR000489	GO:0042558
IPR000490	GO:0005975
IPR000492	GO:0007283
IPR000493	GO:0006816
IPR000496	GO:0006950
IPR000496	GO:0007186
IPR000497	GO:0010579
IPR000499	GO:0007186
IPR000499	GO:0008217
IPR000499	GO:0042310
IPR000499	GO:0048484
IPR000500	GO:0007154
IPR000501	GO:0016485
IPR000501	GO:0019069
IPR000502	GO:0001696
IPR000502	GO:0007186
IPR000503	GO:0001696
IPR000503	GO:0007186
IPR000503	GO:0045907
IPR000505	GO:0006939
IPR000505	GO:0007186
IPR000505	GO:0007268
IPR000505	GO:0040012
IPR000505	GO:0042310
IPR000505	GO:0050795
IPR000506	GO:0009082
IPR000506	GO:0055114
IPR000507	GO:0007189
IPR000507	GO:0045823
IPR000509	GO:0006412
IPR000510	GO:0055114
IPR000512	GO:0009405
IPR000514	GO:0005975
IPR000515	GO:0006810
IPR000516	GO:0006810
IPR000523	GO:0015979
IPR000523	GO:0015995
IPR000524	GO:0006355
IPR000525	GO:0006270
IPR000527	GO:0071973
IPR000528	GO:0006869
IPR000529	GO:0006412
IPR000530	GO:0006412
IPR000531	GO:0006810
IPR000534	GO:0055114
IPR000536	GO:0006355
IPR000536	GO:0043401
IPR000538	GO:0007155
IPR000539	GO:0007166
IPR000541	GO:0002098
IPR000541	GO:0034227
IPR000544	GO:0009107
IPR000545	GO:0005989
IPR000547	GO:0006886
IPR000547	GO:0016192
IPR000549	GO:0015979
IPR000550	GO:0009396
IPR000551	GO:0006355
IPR000552	GO:0006412
IPR000554	GO:0006412
IPR000556	GO:0030245
IPR000559	GO:0009396
IPR000563	GO:0071973
IPR000565	GO:0006265
IPR000568	GO:0015986
IPR000572	GO:0055114
IPR000573	GO:0008152
IPR000576	GO:0006810
IPR000579	GO:0006812
IPR000580	GO:0006355
IPR000581	GO:0008152
IPR000583	GO:0008152
IPR000584	GO:0070588
IPR000586	GO:0007186
IPR000588	GO:0006508
IPR000589	GO:0006412
IPR000590	GO:0008299
IPR000591	GO:0035556
IPR000592	GO:0006412
IPR000593	GO:0007264
IPR000596	GO:0007186
IPR000597	GO:0006412
IPR000602	GO:0005975
IPR000609	GO:0007606
IPR000610	GO:0007186
IPR000610	GO:0008283
IPR000610	GO:0042310
IPR000610	GO:0046883
IPR000610	GO:0050795
IPR000611	GO:0007186
IPR000621	GO:0007186
IPR000622	GO:0006811
IPR000625	GO:0006355
IPR000627	GO:0006725
IPR000627	GO:0055114
IPR000628	GO:0007186
IPR000630	GO:0006412
IPR000632	GO:0006886
IPR000633	GO:0007155
IPR000634	GO:0006520
IPR000635	GO:0006260
IPR000637	GO:0006355
IPR000642	GO:0006508
IPR000643	GO:0055114
IPR000645	GO:0015628
IPR000647	GO:0006260
IPR000647	GO:0006355
IPR000649	GO:0044237
IPR000651	GO:0051056
IPR000652	GO:0008152
IPR000654	GO:0006184
IPR000654	GO:0007186
IPR000655	GO:0006355
IPR000657	GO:0016032
IPR000659	GO:0008615
IPR000659	GO:0055114
IPR000665	GO:0019058
IPR000667	GO:0006508
IPR000668	GO:0006508
IPR000669	GO:0008152
IPR000669	GO:0055114
IPR000670	GO:0007186
IPR000670	GO:0008217
IPR000670	GO:0042312
IPR000672	GO:0009396
IPR000672	GO:0055114
IPR000673	GO:0000160
IPR000673	GO:0006935
IPR000675	GO:0008152
IPR000678	GO:0007283
IPR000679	GO:0006355
IPR000681	GO:0007186
IPR000681	GO:0007189
IPR000682	GO:0006464
IPR000684	GO:0006366
IPR000686	GO:0006281
IPR000688	GO:0006464
IPR000689	GO:0055114
IPR000692	GO:0006364
IPR000692	GO:0008033
IPR000693	GO:0009966
IPR000696	GO:0006508
IPR000698	GO:0007165
IPR000699	GO:0070588
IPR000700	GO:0000160
IPR000702	GO:0006412
IPR000703	GO:0007218
IPR000705	GO:0006012
IPR000705	GO:0046835
IPR000706	GO:0006526
IPR000706	GO:0055114
IPR000708	GO:0007186
IPR000709	GO:0006865
IPR000710	GO:0006508
IPR000711	GO:0015986
IPR000713	GO:0009058
IPR000718	GO:0006508
IPR000719	GO:0006468
IPR000720	GO:0006518
IPR000720	GO:0055114
IPR000721	GO:0016032
IPR000722	GO:0006351
IPR000725	GO:0007186
IPR000726	GO:0006032
IPR000726	GO:0016998
IPR000730	GO:0006275
IPR000732	GO:0007186
IPR000732	GO:0007602
IPR000734	GO:0006629
IPR000735	GO:0006940
IPR000735	GO:0007186
IPR000735	GO:0019229
IPR000735	GO:0030168
IPR000738	GO:0006418
IPR000740	GO:0006457
IPR000741	GO:0006096
IPR000743	GO:0005975
IPR000744	GO:0006886
IPR000745	GO:0016032
IPR000747	GO:0007275
IPR000748	GO:0001522
IPR000748	GO:0009451
IPR000750	GO:0007218
IPR000751	GO:0000087
IPR000751	GO:0006470
IPR000753	GO:0008219
IPR000754	GO:0006412
IPR000755	GO:0006508
IPR000756	GO:0007205
IPR000757	GO:0005975
IPR000760	GO:0046854
IPR000761	GO:0007186
IPR000763	GO:0006979
IPR000763	GO:0055114
IPR000766	GO:0006012
IPR000768	GO:0006471
IPR000771	GO:0005975
IPR000773	GO:0006955
IPR000774	GO:0006457
IPR000775	GO:0007342
IPR000776	GO:0006948
IPR000778	GO:0055114
IPR000779	GO:0006955
IPR000781	GO:0007049
IPR000783	GO:0006351
IPR000786	GO:0006091
IPR000787	GO:0006508
IPR000788	GO:0006260
IPR000788	GO:0055114
IPR000789	GO:0007049
IPR000792	GO:0006355
IPR000793	GO:0015991
IPR000796	GO:0006520
IPR000797	GO:0016032
IPR000800	GO:0030154
IPR000802	GO:0015700
IPR000804	GO:0006886
IPR000804	GO:0016192
IPR000805	GO:0006080
IPR000806	GO:0015031
IPR000807	GO:0000105
IPR000810	GO:0007186
IPR000811	GO:0005975
IPR000812	GO:0006352
IPR000812	GO:0006355
IPR000814	GO:0006352
IPR000815	GO:0055114
IPR000816	GO:0006508
IPR000817	GO:0051260
IPR000818	GO:0006355
IPR000819	GO:0006508
IPR000820	GO:0007186
IPR000821	GO:0006522
IPR000823	GO:0006979
IPR000823	GO:0055114
IPR000824	GO:0006353
IPR000824	GO:0006355
IPR000825	GO:0016226
IPR000826	GO:0007186
IPR000827	GO:0006955
IPR000829	GO:0008654
IPR000830	GO:0007601
IPR000831	GO:0006355
IPR000832	GO:0007186
IPR000834	GO:0006508
IPR000835	GO:0006355
IPR000836	GO:0009116
IPR000838	GO:0006352
IPR000838	GO:0006355
IPR000841	GO:0006508
IPR000842	GO:0009156
IPR000842	GO:0044249
IPR000843	GO:0006355
IPR000844	GO:0006813
IPR000845	GO:0009116
IPR000846	GO:0009089
IPR000846	GO:0055114
IPR000847	GO:0006355
IPR000848	GO:0007186
IPR000849	GO:0006810
IPR000850	GO:0006139
IPR000851	GO:0006412
IPR000852	GO:0005975
IPR000855	GO:0006508
IPR000856	GO:0007186
IPR000856	GO:0007601
IPR000856	GO:0007602
IPR000858	GO:0048544
IPR000860	GO:0033014
IPR000864	GO:0009611
IPR000866	GO:0055114
IPR000867	GO:0001558
IPR000868	GO:0008152
IPR000870	GO:0006566
IPR000871	GO:0030655
IPR000871	GO:0046677
IPR000872	GO:0006644
IPR000873	GO:0008152
IPR000874	GO:0007218
IPR000876	GO:0006412
IPR000878	GO:0008152
IPR000881	GO:0044564
IPR000883	GO:0009060
IPR000883	GO:0055114
IPR000887	GO:0008152
IPR000888	GO:0009103
IPR000889	GO:0006979
IPR000889	GO:0055114
IPR000890	GO:0008152
IPR000890	GO:0016310
IPR000892	GO:0006412
IPR000897	GO:0006614
IPR000903	GO:0006499
IPR000904	GO:0032012
IPR000907	GO:0055114
IPR000908	GO:0001507
IPR000911	GO:0006412
IPR000913	GO:0007186
IPR000914	GO:0006810
IPR000915	GO:0006412
IPR000916	GO:0006952
IPR000916	GO:0009607
IPR000917	GO:0008152
IPR000921	GO:0007186
IPR000921	GO:0043114
IPR000921	GO:0045907
IPR000921	GO:0048245
IPR000924	GO:0043039
IPR000926	GO:0009231
IPR000929	GO:0007186
IPR000930	GO:0006508
IPR000931	GO:0007155
IPR000931	GO:0019058
IPR000931	GO:0019062
IPR000932	GO:0009767
IPR000932	GO:0019684
IPR000933	GO:0005975
IPR000935	GO:0007186
IPR000935	GO:0007596
IPR000939	GO:0007155
IPR000939	GO:0009405
IPR000939	GO:0019062
IPR000941	GO:0006096
IPR000943	GO:0006352
IPR000943	GO:0006355
IPR000945	GO:0055114
IPR000948	GO:0006412
IPR000956	GO:0031110
IPR000957	GO:0008272
IPR000960	GO:0055114
IPR000961	GO:0006468
IPR000965	GO:0006561
IPR000965	GO:0055114
IPR000967	GO:0006355
IPR000968	GO:0006405
IPR000972	GO:0006355
IPR000973	GO:0006955
IPR000974	GO:0016998
IPR000976	GO:0006355
IPR000977	GO:0006281
IPR000977	GO:0006310
IPR000977	GO:0071897
IPR000978	GO:0019062
IPR000982	GO:0019068
IPR000983	GO:0015628
IPR000986	GO:0007186
IPR000987	GO:0007186
IPR000989	GO:0006260
IPR000992	GO:0006950
IPR000995	GO:0007186
IPR000996	GO:0006886
IPR000996	GO:0016192
IPR000999	GO:0006396
IPR001000	GO:0005975
IPR001001	GO:0006260
IPR001003	GO:0006955
IPR001003	GO:0019882
IPR001004	GO:0006937
IPR001004	GO:0007186
IPR001004	GO:0019229
IPR001004	GO:0055117
IPR001006	GO:0055114
IPR001009	GO:0006351
IPR001010	GO:0006952
IPR001013	GO:0007186
IPR001015	GO:0006783
IPR001017	GO:0008152
IPR001018	GO:0017001
IPR001019	GO:0007186
IPR001021	GO:0006412
IPR001022	GO:0006810
IPR001029	GO:0071973
IPR001030	GO:0008152
IPR001031	GO:0009058
IPR001033	GO:0007155
IPR001034	GO:0006355
IPR001036	GO:0006810
IPR001039	GO:0006955
IPR001039	GO:0019882
IPR001040	GO:0006413
IPR001044	GO:0006289
IPR001046	GO:0006810
IPR001047	GO:0006412
IPR001053	GO:0006935
IPR001053	GO:0006955
IPR001053	GO:0007186
IPR001053	GO:0042113
IPR001053	GO:0048535
IPR001054	GO:0009190
IPR001054	GO:0035556
IPR001056	GO:0015979
IPR001056	GO:0050821
IPR001057	GO:0006561
IPR001059	GO:0006414
IPR001062	GO:0032784
IPR001063	GO:0006412
IPR001065	GO:0007186
IPR001065	GO:0008016
IPR001067	GO:0006355
IPR001068	GO:0007186
IPR001069	GO:0006939
IPR001069	GO:0007186
IPR001069	GO:0007268
IPR001069	GO:0007623
IPR001069	GO:0042310
IPR001071	GO:0006810
IPR001075	GO:0016226
IPR001078	GO:0008152
IPR001082	GO:0007155
IPR001083	GO:0006355
IPR001085	GO:0006544
IPR001085	GO:0006563
IPR001086	GO:0009094
IPR001087	GO:0006629
IPR001088	GO:0005975
IPR001089	GO:0006955
IPR001090	GO:0048013
IPR001091	GO:0006306
IPR001093	GO:0055114
IPR001094	GO:0055114
IPR001095	GO:0006633
IPR001096	GO:0006508
IPR001098	GO:0006260
IPR001099	GO:0009058
IPR001102	GO:0018149
IPR001103	GO:0006355
IPR001103	GO:0030521
IPR001104	GO:0006629
IPR001105	GO:0007186
IPR001106	GO:0009058
IPR001111	GO:0040007
IPR001112	GO:0007186
IPR001112	GO:0008217
IPR001112	GO:0042310
IPR001112	GO:0048484
IPR001114	GO:0006164
IPR001115	GO:0006937
IPR001115	GO:0007186
IPR001115	GO:0019229
IPR001115	GO:0055117
IPR001116	GO:0007186
IPR001117	GO:0055114
IPR001123	GO:0006865
IPR001126	GO:0006281
IPR001127	GO:0009401
IPR001128	GO:0055114
IPR001132	GO:0006355
IPR001133	GO:0042773
IPR001133	GO:0055114
IPR001135	GO:0055114
IPR001136	GO:0007155
IPR001137	GO:0005975
IPR001138	GO:0006355
IPR001139	GO:0006665
IPR001140	GO:0006810
IPR001140	GO:0055085
IPR001141	GO:0006412
IPR001144	GO:0009405
IPR001147	GO:0006412
IPR001150	GO:0008152
IPR001152	GO:0007010
IPR001153	GO:0042742
IPR001153	GO:0050832
IPR001154	GO:0006265
IPR001155	GO:0055114
IPR001160	GO:0006508
IPR001161	GO:0006289
IPR001164	GO:0032312
IPR001165	GO:0016998
IPR001168	GO:0007186
IPR001172	GO:0006935
IPR001172	GO:0071973
IPR001174	GO:0008152
IPR001177	GO:0006260
IPR001178	GO:0006952
IPR001178	GO:0009405
IPR001179	GO:0006457
IPR001181	GO:0006955
IPR001182	GO:0007049
IPR001183	GO:0007186
IPR001183	GO:0045987
IPR001183	GO:0046541
IPR001184	GO:0007186
IPR001185	GO:0006810
IPR001186	GO:0006950
IPR001186	GO:0006954
IPR001186	GO:0007186
IPR001186	GO:0009612
IPR001187	GO:0007596
IPR001188	GO:0015846
IPR001189	GO:0006801
IPR001189	GO:0055114
IPR001192	GO:0035556
IPR001193	GO:0006508
IPR001196	GO:0006412
IPR001197	GO:0006412
IPR001203	GO:0055114
IPR001204	GO:0006817
IPR001205	GO:0006351
IPR001206	GO:0007205
IPR001207	GO:0006313
IPR001208	GO:0006260
IPR001209	GO:0006412
IPR001210	GO:0006412
IPR001211	GO:0016042
IPR001212	GO:0006955
IPR001216	GO:0006535
IPR001217	GO:0006355
IPR001217	GO:0007165
IPR001221	GO:0055114
IPR001222	GO:0006351
IPR001223	GO:0005975
IPR001224	GO:0007186
IPR001227	GO:0008152
IPR001228	GO:0008299
IPR001231	GO:0007155
IPR001232	GO:0006511
IPR001233	GO:0006396
IPR001234	GO:0007186
IPR001236	GO:0055114
IPR001238	GO:0006281
IPR001240	GO:0006568
IPR001241	GO:0006265
IPR001244	GO:0007186
IPR001245	GO:0006468
IPR001246	GO:0055114
IPR001248	GO:0015851
IPR001249	GO:0006633
IPR001250	GO:0005975
IPR001252	GO:0006108
IPR001252	GO:0055114
IPR001253	GO:0006413
IPR001254	GO:0006508
IPR001256	GO:0007186
IPR001257	GO:0019079
IPR001260	GO:0006779
IPR001260	GO:0055114
IPR001261	GO:0006508
IPR001265	GO:0045010
IPR001266	GO:0006412
IPR001268	GO:0055114
IPR001269	GO:0008033
IPR001269	GO:0055114
IPR001272	GO:0006094
IPR001273	GO:0009072
IPR001273	GO:0055114
IPR001274	GO:0006935
IPR001274	GO:0007186
IPR001275	GO:0006355
IPR001277	GO:0006935
IPR001277	GO:0007186
IPR001277	GO:0042119
IPR001278	GO:0006420
IPR001280	GO:0015979
IPR001282	GO:0006006
IPR001282	GO:0055114
IPR001285	GO:0006810
IPR001286	GO:0006683
IPR001287	GO:0006807
IPR001287	GO:0055114
IPR001288	GO:0006413
IPR001289	GO:0006355
IPR001292	GO:0006355
IPR001292	GO:0043401
IPR001294	GO:0006355
IPR001294	GO:0009584
IPR001295	GO:0006207
IPR001295	GO:0055114
IPR001296	GO:0009058
IPR001297	GO:0015979
IPR001299	GO:0007160
IPR001300	GO:0006508
IPR001302	GO:0015979
IPR001309	GO:0006508
IPR001312	GO:0005975
IPR001314	GO:0006508
IPR001315	GO:0042981
IPR001316	GO:0006508
IPR001319	GO:0007283
IPR001321	GO:0006355
IPR001325	GO:0006955
IPR001326	GO:0006414
IPR001327	GO:0055114
IPR001329	GO:0006952
IPR001331	GO:0035556
IPR001333	GO:0006508
IPR001339	GO:0006370
IPR001339	GO:0006397
IPR001341	GO:0008652
IPR001342	GO:0006520
IPR001342	GO:0055114
IPR001344	GO:0009765
IPR001345	GO:0008152
IPR001347	GO:0005975
IPR001348	GO:0000105
IPR001350	GO:0007186
IPR001351	GO:0006412
IPR001353	GO:0051603
IPR001354	GO:0008152
IPR001355	GO:0006935
IPR001355	GO:0007186
IPR001358	GO:0007186
IPR001359	GO:0007269
IPR001360	GO:0005975
IPR001362	GO:0005975
IPR001364	GO:0019064
IPR001367	GO:0006355
IPR001371	GO:0000272
IPR001372	GO:0007017
IPR001373	GO:0006511
IPR001375	GO:0006508
IPR001377	GO:0006412
IPR001379	GO:0007338
IPR001380	GO:0006412
IPR001383	GO:0006412
IPR001384	GO:0006508
IPR001388	GO:0016192
IPR001389	GO:0000128
IPR001390	GO:0006811
IPR001391	GO:0007186
IPR001391	GO:0007602
IPR001392	GO:0006886
IPR001392	GO:0016192
IPR001394	GO:0006511
IPR001397	GO:0007186
IPR001402	GO:0007186
IPR001404	GO:0006457
IPR001404	GO:0006950
IPR001406	GO:0001522
IPR001406	GO:0009451
IPR001407	GO:0006351
IPR001408	GO:0006184
IPR001408	GO:0007186
IPR001408	GO:0007188
IPR001409	GO:0006355
IPR001409	GO:0042921
IPR001409	GO:0043402
IPR001412	GO:0006418
IPR001413	GO:0010579
IPR001413	GO:0042311
IPR001416	GO:0001525
IPR001416	GO:0001570
IPR001416	GO:0006935
IPR001416	GO:0070098
IPR001418	GO:0007186
IPR001420	GO:0007186
IPR001421	GO:0015986
IPR001422	GO:0040008
IPR001423	GO:0046470
IPR001424	GO:0006801
IPR001424	GO:0055114
IPR001425	GO:0006811
IPR001426	GO:0006468
IPR001426	GO:0007169
IPR001429	GO:0006811
IPR001431	GO:0006508
IPR001432	GO:0007186
IPR001432	GO:0040012
IPR001433	GO:0055114
IPR001435	GO:0007186
IPR001437	GO:0032784
IPR001439	GO:0007342
IPR001444	GO:0071973
IPR001445	GO:0001507
IPR001446	GO:0006691
IPR001447	GO:0008152
IPR001448	GO:0006265
IPR001453	GO:0006777
IPR001456	GO:0006508
IPR001457	GO:0055114
IPR001458	GO:0007186
IPR001461	GO:0006508
IPR001463	GO:0006814
IPR001463	GO:0032328
IPR001465	GO:0006097
IPR001468	GO:0006568
IPR001469	GO:0015986
IPR001470	GO:0015979
IPR001471	GO:0006355
IPR001473	GO:0006886
IPR001473	GO:0016192
IPR001474	GO:0046654
IPR001475	GO:0006813
IPR001479	GO:0055114
IPR001481	GO:0007186
IPR001482	GO:0006810
IPR001483	GO:0008217
IPR001483	GO:0042312
IPR001484	GO:0007218
IPR001489	GO:0009405
IPR001491	GO:0007596
IPR001492	GO:0071973
IPR001493	GO:0035556
IPR001494	GO:0006886
IPR001496	GO:0035556
IPR001497	GO:0006281
IPR001499	GO:0007186
IPR001500	GO:0002682
IPR001503	GO:0006486
IPR001504	GO:0006939
IPR001504	GO:0006950
IPR001504	GO:0007186
IPR001504	GO:0042310
IPR001506	GO:0006508
IPR001508	GO:0006811
IPR001512	GO:0007186
IPR001513	GO:0007186
IPR001514	GO:0006351
IPR001515	GO:0006412
IPR001516	GO:0042773
IPR001516	GO:0055114
IPR001518	GO:0006526
IPR001519	GO:0006826
IPR001519	GO:0006879
IPR001520	GO:0007186
IPR001520	GO:0007268
IPR001520	GO:0032098
IPR001521	GO:0007186
IPR001521	GO:0007602
IPR001522	GO:0006633
IPR001522	GO:0055114
IPR001523	GO:0006355
IPR001524	GO:0005975
IPR001529	GO:0006351
IPR001530	GO:0051027
IPR001533	GO:0006729
IPR001537	GO:0006396
IPR001538	GO:0005976
IPR001539	GO:0006508
IPR001542	GO:0006952
IPR001544	GO:0008152
IPR001546	GO:0007186
IPR001547	GO:0005975
IPR001548	GO:0006508
IPR001550	GO:0045893
IPR001551	GO:0007186
IPR001554	GO:0000272
IPR001556	GO:0031989
IPR001557	GO:0044262
IPR001557	GO:0055114
IPR001559	GO:0009056
IPR001560	GO:0031989
IPR001562	GO:0035556
IPR001563	GO:0006508
IPR001564	GO:0006165
IPR001564	GO:0006183
IPR001564	GO:0006228
IPR001564	GO:0006241
IPR001565	GO:0006810
IPR001566	GO:0006396
IPR001567	GO:0006508
IPR001569	GO:0006412
IPR001571	GO:0007186
IPR001573	GO:0006605
IPR001573	GO:0007165
IPR001574	GO:0017148
IPR001576	GO:0006096
IPR001577	GO:0006508
IPR001577	GO:0007155
