interpro	term
IPR002384	GO:0005576
IPR002405	GO:0005576
IPR002406	GO:0005576
IPR002407	GO:0005576
IPR002408	GO:0005576
IPR002463	GO:0005576
IPR002557	GO:0005576
IPR002633	GO:0005576
IPR002964	GO:0005576
IPR003013	GO:0005576
IPR003159	GO:0005576
IPR003189	GO:0005576
IPR003235	GO:0005576
IPR003294	GO:0005576
IPR003295	GO:0005576
IPR003296	GO:0005576
IPR003424	GO:0005576
IPR003443	GO:0005576
IPR003540	GO:0005576
IPR003541	GO:0005576
IPR003571	GO:0005576
IPR003572	GO:0005576
IPR003573	GO:0005576
IPR003574	GO:0005576
IPR003610	GO:0005576
IPR003620	GO:0005576
IPR003624	GO:0005576
IPR003625	GO:0005576
IPR003626	GO:0005576
IPR003842	GO:0005576
IPR003895	GO:0005576
IPR003896	GO:0005576
IPR003897	GO:0005576
IPR003898	GO:0005576
IPR003899	GO:0005576
IPR003963	GO:0005576
IPR003978	GO:0005576
IPR003995	GO:0005576
IPR004093	GO:0005576
IPR004103	GO:0005576
IPR004126	GO:0005576
IPR004169	GO:0005576
IPR004214	GO:0005576
IPR004236	GO:0005576
IPR004250	GO:0005576
IPR004275	GO:0005576
IPR004281	GO:0005576
IPR004315	GO:0005576
IPR004825	GO:0005576
IPR004898	GO:0005576
IPR004943	GO:0005576
IPR004978	GO:0005576
IPR005015	GO:0005576
IPR005165	GO:0005576
IPR005413	GO:0005576
IPR005414	GO:0005576
IPR005441	GO:0005576
IPR005453	GO:0005576
IPR005520	GO:0005576
IPR005521	GO:0005576
IPR005795	GO:0005576
IPR005817	GO:0005576
IPR005830	GO:0005576
IPR005831	GO:0005576
IPR005832	GO:0005576
IPR006079	GO:0005576
IPR006080	GO:0005576
IPR006081	GO:0005576
IPR006123	GO:0005576
IPR006126	GO:0005576
IPR006718	GO:0005576
IPR006719	GO:0005576
IPR006720	GO:0005576
IPR006737	GO:0005576
IPR006738	GO:0005576
IPR006742	GO:0005576
IPR006781	GO:0005576
IPR006796	GO:0005576
IPR006801	GO:0005576
IPR007118	GO:0005576
IPR007464	GO:0005576
IPR007682	GO:0005576
IPR007733	GO:0005576
IPR007958	GO:0005576
IPR007962	GO:0005576
IPR007988	GO:0005576
IPR007990	GO:0005576
IPR008017	GO:0005576
IPR008034	GO:0005576
IPR008036	GO:0005576
IPR008055	GO:0005576
IPR008064	GO:0005576
IPR008097	GO:0005576
IPR008105	GO:0005576
IPR008120	GO:0005576
IPR008124	GO:0005576
IPR008174	GO:0005576
IPR008175	GO:0005576
IPR008197	GO:0005576
IPR008292	GO:0005576
IPR008296	GO:0005576
IPR008363	GO:0005576
IPR008364	GO:0005576
IPR008375	GO:0005576
IPR008392	GO:0005576
IPR008403	GO:0005576
IPR008405	GO:0005576
IPR008412	GO:0005576
IPR008453	GO:0005576
IPR008605	GO:0005576
IPR008612	GO:0005576
IPR008660	GO:0005576
IPR008675	GO:0005576
IPR008836	GO:0005576
IPR008857	GO:0005576
IPR008859	GO:0005576
IPR008873	GO:0005576
IPR008911	GO:0005576
IPR009048	GO:0005576
IPR009139	GO:0005576
IPR009140	GO:0005576
IPR009141	GO:0005576
IPR009142	GO:0005576
IPR009143	GO:0005576
IPR009168	GO:0005576
IPR009243	GO:0005576
IPR009382	GO:0005576
IPR009396	GO:0005576
IPR009415	GO:0005576
IPR009438	GO:0005576
IPR009456	GO:0005576
IPR009458	GO:0005576
IPR009608	GO:0005576
IPR009714	GO:0005576
IPR009911	GO:0005576
IPR009958	GO:0005576
IPR009990	GO:0005576
IPR010000	GO:0005576
IPR010002	GO:0005576
IPR010009	GO:0005576
IPR010012	GO:0005576
IPR010126	GO:0005576
IPR010345	GO:0005576
IPR010500	GO:0005576
IPR010503	GO:0005576
IPR010636	GO:0005576
IPR010711	GO:0005576
IPR010801	GO:0005576
IPR010831	GO:0005576
IPR010857	GO:0005576
IPR010892	GO:0005576
IPR011099	GO:0005576
IPR011100	GO:0005576
IPR011150	GO:0005576
IPR011175	GO:0005576
IPR011329	GO:0005576
IPR011360	GO:0005576
IPR011390	GO:0005576
IPR011395	GO:0005576
IPR011505	GO:0005576
IPR011696	GO:0005576
IPR012210	GO:0005576
IPR012211	GO:0005576
IPR012213	GO:0005576
IPR012321	GO:0005576
IPR012322	GO:0005576
IPR012325	GO:0005576
IPR012497	GO:0005576
IPR012498	GO:0005576
IPR012499	GO:0005576
IPR012500	GO:0005576
IPR012518	GO:0005576
IPR012520	GO:0005576
IPR012521	GO:0005576
IPR012522	GO:0005576
IPR012523	GO:0005576
IPR012524	GO:0005576
IPR012525	GO:0005576
IPR012526	GO:0005576
IPR012527	GO:0005576
IPR012528	GO:0005576
IPR012529	GO:0005576
IPR012534	GO:0005576
IPR012553	GO:0005576
IPR012593	GO:0005576
IPR012608	GO:0005576
IPR012619	GO:0005576
IPR012622	GO:0005576
IPR012624	GO:0005576
IPR012625	GO:0005576
IPR012626	GO:0005576
IPR012627	GO:0005576
IPR012628	GO:0005576
IPR012629	GO:0005576
IPR012630	GO:0005576
IPR012631	GO:0005576
IPR012632	GO:0005576
IPR012633	GO:0005576
IPR012634	GO:0005576
IPR012635	GO:0005576
IPR012636	GO:0005576
IPR012637	GO:0005576
IPR012928	GO:0005576
IPR013300	GO:0005576
IPR013301	GO:0005576
IPR013302	GO:0005576
IPR013303	GO:0005576
IPR013304	GO:0005576
IPR014610	GO:0005576
IPR015290	GO:0005576
IPR015476	GO:0005576
IPR016091	GO:0005576
IPR016179	GO:0005576
IPR016183	GO:0005576
IPR016289	GO:0005576
IPR016326	GO:0005576
IPR017100	GO:0005576
IPR017227	GO:0005576
IPR017273	GO:0005576
IPR017329	GO:0005576
IPR017760	GO:0005576
IPR017766	GO:0005576
IPR017913	GO:0005576
IPR017914	GO:0005576
IPR017915	GO:0005576
IPR018048	GO:0005576
IPR018049	GO:0005576
IPR018051	GO:0005576
IPR018096	GO:0005576
IPR018116	GO:0005576
IPR018142	GO:0005576
IPR018195	GO:0005576
IPR018216	GO:0005576
IPR018224	GO:0005576
IPR018244	GO:0005576
IPR018245	GO:0005576
IPR018251	GO:0005576
IPR018354	GO:0005576
IPR018360	GO:0005576
IPR018504	GO:0005576
IPR018992	GO:0005576
IPR019764	GO:0005576
IPR019767	GO:0005576
IPR019806	GO:0005576
IPR019827	GO:0005576
IPR020063	GO:0005576
IPR020329	GO:0005576
IPR020432	GO:0005576
IPR020440	GO:0005576
IPR020453	GO:0005576
IPR020466	GO:0005576
IPR020520	GO:0005576
IPR021116	GO:0005576
IPR021117	GO:0005576
IPR021118	GO:0005576
IPR022321	GO:0005576
IPR022322	GO:0005576
IPR022326	GO:0005576
IPR022327	GO:0005576
IPR022421	GO:0005576
IPR022423	GO:0005576
IPR024175	GO:0005576
IPR026999	GO:0005576
IPR028130	GO:0005576
IPR028138	GO:0005576
IPR028196	GO:0005576
IPR028210	GO:0005576
IPR028223	GO:0005576
IPR028232	GO:0005576
IPR028239	GO:0005576
IPR028240	GO:0005576
IPR028242	GO:0005576
IPR028247	GO:0005576
IPR028249	GO:0005576
IPR028251	GO:0005576
IPR028252	GO:0005576
IPR028253	GO:0005576
IPR028279	GO:0005576
IPR028284	GO:0005576
IPR028285	GO:0005576
IPR028287	GO:0005576
IPR028289	GO:0005576
IPR028291	GO:0005576
IPR028292	GO:0005576
IPR028296	GO:0005576
IPR028303	GO:0005576
IPR028304	GO:0005576
IPR028469	GO:0005576
IPR028507	GO:0005576
IPR028711	GO:0005576
IPR028829	GO:0005576
IPR029094	GO:0005576
IPR029396	GO:0005576
IPR012290	GO:0005577
IPR001863	GO:0005578
IPR003979	GO:0005578
IPR004116	GO:0005578
IPR009437	GO:0005578
IPR011398	GO:0005578
IPR012011	GO:0005578
IPR013273	GO:0005578
IPR013274	GO:0005578
IPR013275	GO:0005578
IPR013276	GO:0005578
IPR013277	GO:0005578
IPR016359	GO:0005578
IPR019577	GO:0005578
IPR019803	GO:0005578
IPR027215	GO:0005578
IPR027216	GO:0005578
IPR027219	GO:0005578
IPR028492	GO:0005578
IPR028735	GO:0005578
IPR028736	GO:0005578
IPR001862	GO:0005579
IPR000885	GO:0005581
IPR001442	GO:0005581
IPR009254	GO:0005606
IPR000213	GO:0005615
IPR000215	GO:0005615
IPR000264	GO:0005615
IPR000975	GO:0005615
IPR001363	GO:0005615
IPR001500	GO:0005615
IPR001534	GO:0005615
IPR001703	GO:0005615
IPR001842	GO:0005615
IPR001999	GO:0005615
IPR003064	GO:0005615
IPR006040	GO:0005615
IPR006331	GO:0005615
IPR008835	GO:0005615
IPR009106	GO:0005615
IPR011626	GO:0005615
IPR013659	GO:0005615
IPR013858	GO:0005615
IPR014394	GO:0005615
IPR014760	GO:0005615
IPR015203	GO:0005615
IPR015250	GO:0005615
IPR015332	GO:0005615
IPR015571	GO:0005615
IPR015923	GO:0005615
IPR016294	GO:0005615
IPR016309	GO:0005615
IPR016319	GO:0005615
IPR016327	GO:0005615
IPR016356	GO:0005615
IPR016582	GO:0005615
IPR017064	GO:0005615
IPR017097	GO:0005615
IPR018581	GO:0005615
IPR020415	GO:0005615
IPR020858	GO:0005615
IPR020877	GO:0005615
IPR021033	GO:0005615
IPR021177	GO:0005615
IPR021193	GO:0005615
IPR022334	GO:0005615
IPR022341	GO:0005615
IPR022350	GO:0005615
IPR022354	GO:0005615
IPR024270	GO:0005615
IPR024273	GO:0005615
IPR027063	GO:0005615
IPR027163	GO:0005615
IPR027881	GO:0005615
IPR028151	GO:0005615
IPR028499	GO:0005615
IPR028538	GO:0005615
IPR028541	GO:0005615
IPR028546	GO:0005615
IPR028793	GO:0005615
IPR028870	GO:0005615
IPR000070	GO:0005618
IPR000420	GO:0005618
IPR000724	GO:0005618
IPR000755	GO:0005618
IPR006454	GO:0005618
IPR010435	GO:0005618
IPR010713	GO:0005618
IPR011252	GO:0005618
IPR011266	GO:0005618
IPR011505	GO:0005618
IPR017168	GO:0005618
IPR019929	GO:0005618
IPR000039	GO:0005622
IPR000054	GO:0005622
IPR000077	GO:0005622
IPR000178	GO:0005622
IPR000196	GO:0005622
IPR000206	GO:0005622
IPR000231	GO:0005622
IPR000244	GO:0005622
IPR000266	GO:0005622
IPR000271	GO:0005622
IPR000289	GO:0005622
IPR000307	GO:0005622
IPR000315	GO:0005622
IPR000456	GO:0005622
IPR000473	GO:0005622
IPR000509	GO:0005622
IPR000530	GO:0005622
IPR000552	GO:0005622
IPR000554	GO:0005622
IPR000589	GO:0005622
IPR000592	GO:0005622
IPR000593	GO:0005622
IPR000597	GO:0005622
IPR000651	GO:0005622
IPR000751	GO:0005622
IPR000819	GO:0005622
IPR000831	GO:0005622
IPR000835	GO:0005622
IPR000876	GO:0005622
IPR000890	GO:0005622
IPR000892	GO:0005622
IPR000915	GO:0005622
IPR000948	GO:0005622
IPR001034	GO:0005622
IPR001047	GO:0005622
IPR001071	GO:0005622
IPR001132	GO:0005622
IPR001141	GO:0005622
IPR001147	GO:0005622
IPR001196	GO:0005622
IPR001197	GO:0005622
IPR001209	GO:0005622
IPR001210	GO:0005622
IPR001266	GO:0005622
IPR001300	GO:0005622
IPR001377	GO:0005622
IPR001380	GO:0005622
IPR001383	GO:0005622
IPR001515	GO:0005622
IPR001569	GO:0005622
IPR001578	GO:0005622
IPR001593	GO:0005622
IPR001606	GO:0005622
IPR001648	GO:0005622
IPR001666	GO:0005622
IPR001684	GO:0005622
IPR001705	GO:0005622
IPR001706	GO:0005622
IPR001713	GO:0005622
IPR001780	GO:0005622
IPR001787	GO:0005622
IPR001790	GO:0005622
IPR001801	GO:0005622
IPR001808	GO:0005622
IPR001813	GO:0005622
IPR001816	GO:0005622
IPR001854	GO:0005622
IPR001857	GO:0005622
IPR001859	GO:0005622
IPR001865	GO:0005622
IPR001892	GO:0005622
IPR001909	GO:0005622
IPR001912	GO:0005622
IPR001931	GO:0005622
IPR001936	GO:0005622
IPR001976	GO:0005622
IPR002075	GO:0005622
IPR002108	GO:0005622
IPR002121	GO:0005622
IPR002150	GO:0005622
IPR002171	GO:0005622
IPR002358	GO:0005622
IPR002359	GO:0005622
IPR002363	GO:0005622
IPR002545	GO:0005622
IPR002583	GO:0005622
IPR002671	GO:0005622
IPR002672	GO:0005622
IPR002673	GO:0005622
IPR002674	GO:0005622
IPR002675	GO:0005622
IPR002784	GO:0005622
IPR002906	GO:0005622
IPR003107	GO:0005622
IPR003256	GO:0005622
IPR003508	GO:0005622
IPR003578	GO:0005622
IPR003619	GO:0005622
IPR003649	GO:0005622
IPR003958	GO:0005622
IPR004152	GO:0005622
IPR004223	GO:0005622
IPR004389	GO:0005622
IPR004520	GO:0005622
IPR004540	GO:0005622
IPR004541	GO:0005622
IPR004544	GO:0005622
IPR005484	GO:0005622
IPR005485	GO:0005622
IPR005568	GO:0005622
IPR005662	GO:0005622
IPR005813	GO:0005622
IPR005825	GO:0005622
IPR006032	GO:0005622
IPR006687	GO:0005622
IPR006722	GO:0005622
IPR006846	GO:0005622
IPR007740	GO:0005622
IPR008195	GO:0005622
IPR008283	GO:0005622
IPR008656	GO:0005622
IPR008932	GO:0005622
IPR008936	GO:0005622
IPR011331	GO:0005622
IPR012678	GO:0005622
IPR013019	GO:0005622
IPR013684	GO:0005622
IPR013790	GO:0005622
IPR013823	GO:0005622
IPR014039	GO:0005622
IPR015972	GO:0005622
IPR015973	GO:0005622
IPR015974	GO:0005622
IPR017127	GO:0005622
IPR018079	GO:0005622
IPR018101	GO:0005622
IPR018254	GO:0005622
IPR018255	GO:0005622
IPR018256	GO:0005622
IPR018257	GO:0005622
IPR018258	GO:0005622
IPR018259	GO:0005622
IPR018260	GO:0005622
IPR018261	GO:0005622
IPR018262	GO:0005622
IPR018263	GO:0005622
IPR018264	GO:0005622
IPR018265	GO:0005622
IPR018266	GO:0005622
IPR018267	GO:0005622
IPR018268	GO:0005622
IPR018273	GO:0005622
IPR018275	GO:0005622
IPR018277	GO:0005622
IPR018278	GO:0005622
IPR018279	GO:0005622
IPR018280	GO:0005622
IPR018281	GO:0005622
IPR018282	GO:0005622
IPR018283	GO:0005622
IPR018334	GO:0005622
IPR018335	GO:0005622
IPR018356	GO:0005622
IPR019888	GO:0005622
IPR019927	GO:0005622
IPR019928	GO:0005622
IPR019958	GO:0005622
IPR019961	GO:0005622
IPR019977	GO:0005622
IPR019978	GO:0005622
IPR019979	GO:0005622
IPR019980	GO:0005622
IPR019981	GO:0005622
IPR019984	GO:0005622
IPR019985	GO:0005622
IPR020052	GO:0005622
IPR020083	GO:0005622
IPR020592	GO:0005622
IPR020594	GO:0005622
IPR020798	GO:0005622
IPR020847	GO:0005622
IPR020848	GO:0005622
IPR020860	GO:0005622
IPR020919	GO:0005622
IPR020925	GO:0005622
IPR020926	GO:0005622
IPR020929	GO:0005622
IPR020930	GO:0005622
IPR020939	GO:0005622
IPR021132	GO:0005622
IPR021137	GO:0005622
IPR022295	GO:0005622
IPR022481	GO:0005622
IPR022666	GO:0005622
IPR022684	GO:0005622
IPR022804	GO:0005622
IPR023438	GO:0005622
IPR023454	GO:0005622
IPR024156	GO:0005622
IPR024865	GO:0005622
IPR027491	GO:0005622
IPR027493	GO:0005622
IPR027500	GO:0005622
IPR027534	GO:0005622
IPR028387	GO:0005622
IPR000003	GO:0005634
IPR000040	GO:0005634
IPR000079	GO:0005634
IPR000091	GO:0005634
IPR000116	GO:0005634
IPR000128	GO:0005634
IPR000197	GO:0005634
IPR000221	GO:0005634
IPR000232	GO:0005634
IPR000324	GO:0005634
IPR000451	GO:0005634
IPR000465	GO:0005634
IPR000492	GO:0005634
IPR000536	GO:0005634
IPR000558	GO:0005634
IPR000647	GO:0005634
IPR000678	GO:0005634
IPR000690	GO:0005634
IPR000747	GO:0005634
IPR000818	GO:0005634
IPR000837	GO:0005634
IPR000967	GO:0005634
IPR000969	GO:0005634
IPR000972	GO:0005634
IPR000976	GO:0005634
IPR001044	GO:0005634
IPR001067	GO:0005634
IPR001083	GO:0005634
IPR001103	GO:0005634
IPR001138	GO:0005634
IPR001217	GO:0005634
IPR001292	GO:0005634
IPR001319	GO:0005634
IPR001321	GO:0005634
IPR001409	GO:0005634
IPR001628	GO:0005634
IPR001630	GO:0005634
IPR001699	GO:0005634
IPR001723	GO:0005634
IPR001728	GO:0005634
IPR001739	GO:0005634
IPR001748	GO:0005634
IPR001945	GO:0005634
IPR001951	GO:0005634
IPR002070	GO:0005634
IPR002112	GO:0005634
IPR002117	GO:0005634
IPR002119	GO:0005634
IPR002164	GO:0005634
IPR002344	GO:0005634
IPR002409	GO:0005634
IPR002418	GO:0005634
IPR002487	GO:0005634
IPR002515	GO:0005634
IPR002546	GO:0005634
IPR002652	GO:0005634
IPR002691	GO:0005634
IPR002706	GO:0005634
IPR002717	GO:0005634
IPR002719	GO:0005634
IPR002720	GO:0005634
IPR003011	GO:0005634
IPR003021	GO:0005634
IPR003022	GO:0005634
IPR003025	GO:0005634
IPR003026	GO:0005634
IPR003027	GO:0005634
IPR003068	GO:0005634
IPR003069	GO:0005634
IPR003070	GO:0005634
IPR003071	GO:0005634
IPR003072	GO:0005634
IPR003073	GO:0005634
IPR003074	GO:0005634
IPR003075	GO:0005634
IPR003076	GO:0005634
IPR003077	GO:0005634
IPR003078	GO:0005634
IPR003079	GO:0005634
IPR003106	GO:0005634
IPR003118	GO:0005634
IPR003120	GO:0005634
IPR003153	GO:0005634
IPR003175	GO:0005634
IPR003309	GO:0005634
IPR003311	GO:0005634
IPR003327	GO:0005634
IPR003380	GO:0005634
IPR003415	GO:0005634
IPR003417	GO:0005634
IPR003545	GO:0005634
IPR003606	GO:0005634
IPR003617	GO:0005634
IPR003822	GO:0005634
IPR003888	GO:0005634
IPR003889	GO:0005634
IPR003893	GO:0005634
IPR003923	GO:0005634
IPR003956	GO:0005634
IPR004023	GO:0005634
IPR004092	GO:0005634
IPR004162	GO:0005634
IPR004198	GO:0005634
IPR004321	GO:0005634
IPR004333	GO:0005634
IPR004343	GO:0005634
IPR004367	GO:0005634
IPR004575	GO:0005634
IPR004579	GO:0005634
IPR004580	GO:0005634
IPR004582	GO:0005634
IPR004583	GO:0005634
IPR004591	GO:0005634
IPR004598	GO:0005634
IPR004806	GO:0005634
IPR004823	GO:0005634
IPR004826	GO:0005634
IPR004865	GO:0005634
IPR004871	GO:0005634
IPR004979	GO:0005634
IPR005033	GO:0005634
IPR005314	GO:0005634
IPR005539	GO:0005634
IPR005540	GO:0005634
IPR005541	GO:0005634
IPR005542	GO:0005634
IPR005559	GO:0005634
IPR005571	GO:0005634
IPR005637	GO:0005634
IPR005818	GO:0005634
IPR006165	GO:0005634
IPR006289	GO:0005634
IPR006509	GO:0005634
IPR006529	GO:0005634
IPR006536	GO:0005634
IPR006560	GO:0005634
IPR006711	GO:0005634
IPR006712	GO:0005634
IPR006715	GO:0005634
IPR006730	GO:0005634
IPR006762	GO:0005634
IPR006773	GO:0005634
IPR006774	GO:0005634
IPR006779	GO:0005634
IPR006794	GO:0005634
IPR006809	GO:0005634
IPR006811	GO:0005634
IPR006818	GO:0005634
IPR006820	GO:0005634
IPR006856	GO:0005634
IPR006886	GO:0005634
IPR006897	GO:0005634
IPR006898	GO:0005634
IPR006899	GO:0005634
IPR006940	GO:0005634
IPR006941	GO:0005634
IPR006942	GO:0005634
IPR006986	GO:0005634
IPR006988	GO:0005634
IPR006989	GO:0005634
IPR007005	GO:0005634
IPR007010	GO:0005634
IPR007023	GO:0005634
IPR007071	GO:0005634
IPR007180	GO:0005634
IPR007199	GO:0005634
IPR007207	GO:0005634
IPR007218	GO:0005634
IPR007219	GO:0005634
IPR007220	GO:0005634
IPR007257	GO:0005634
IPR007281	GO:0005634
IPR007282	GO:0005634
IPR007576	GO:0005634
IPR007582	GO:0005634
IPR007668	GO:0005634
IPR007673	GO:0005634
IPR007728	GO:0005634
IPR007738	GO:0005634
IPR007747	GO:0005634
IPR008013	GO:0005634
IPR008045	GO:0005634
IPR008046	GO:0005634
IPR008048	GO:0005634
IPR008049	GO:0005634
IPR008050	GO:0005634
IPR008087	GO:0005634
IPR008111	GO:0005634
IPR008121	GO:0005634
IPR008122	GO:0005634
IPR008123	GO:0005634
IPR008251	GO:0005634
IPR008288	GO:0005634
IPR008468	GO:0005634
IPR008676	GO:0005634
IPR008685	GO:0005634
IPR008847	GO:0005634
IPR008851	GO:0005634
IPR008888	GO:0005634
IPR008895	GO:0005634
IPR008955	GO:0005634
IPR009089	GO:0005634
IPR009110	GO:0005634
IPR009145	GO:0005634
IPR009146	GO:0005634
IPR009170	GO:0005634
IPR009287	GO:0005634
IPR009349	GO:0005634
IPR009361	GO:0005634
IPR009422	GO:0005634
IPR009464	GO:0005634
IPR009511	GO:0005634
IPR009524	GO:0005634
IPR009668	GO:0005634
IPR009674	GO:0005634
IPR009800	GO:0005634
IPR010003	GO:0005634
IPR010011	GO:0005634
IPR010304	GO:0005634
IPR010347	GO:0005634
IPR010405	GO:0005634
IPR010491	GO:0005634
IPR010506	GO:0005634
IPR010519	GO:0005634
IPR010525	GO:0005634
IPR010531	GO:0005634
IPR010533	GO:0005634
IPR010542	GO:0005634
IPR010578	GO:0005634
IPR010585	GO:0005634
IPR010643	GO:0005634
IPR010678	GO:0005634
IPR010684	GO:0005634
IPR011236	GO:0005634
IPR011364	GO:0005634
IPR011381	GO:0005634
IPR011420	GO:0005634
IPR011442	GO:0005634
IPR011494	GO:0005634
IPR011515	GO:0005634
IPR011520	GO:0005634
IPR011539	GO:0005634
IPR011940	GO:0005634
IPR011943	GO:0005634
IPR011947	GO:0005634
IPR012099	GO:0005634
IPR012173	GO:0005634
IPR012270	GO:0005634
IPR012313	GO:0005634
IPR012345	GO:0005634
IPR012346	GO:0005634
IPR012423	GO:0005634
IPR012532	GO:0005634
IPR012541	GO:0005634
IPR012542	GO:0005634
IPR012562	GO:0005634
IPR012572	GO:0005634
IPR012579	GO:0005634
