pfamA_acc	term
PF02025	GO:0005576
PF02031	GO:0005576
PF02035	GO:0005576
PF02048	GO:0005576
PF02052	GO:0005576
PF02058	GO:0005576
PF02059	GO:0005576
PF02083	GO:0005576
PF02088	GO:0005576
PF02258	GO:0005576
PF02278	GO:0005576
PF02323	GO:0005576
PF02372	GO:0005576
PF02382	GO:0005576
PF02691	GO:0005576
PF02740	GO:0005576
PF02819	GO:0005576
PF02821	GO:0005576
PF02839	GO:0005576
PF02876	GO:0005576
PF02884	GO:0005576
PF02917	GO:0005576
PF02918	GO:0005576
PF02950	GO:0005576
PF02983	GO:0005576
PF02988	GO:0005576
PF03002	GO:0005576
PF03032	GO:0005576
PF03039	GO:0005576
PF03082	GO:0005576
PF03211	GO:0005576
PF03260	GO:0005576
PF03298	GO:0005576
PF03347	GO:0005576
PF03488	GO:0005576
PF03495	GO:0005576
PF03496	GO:0005576
PF03497	GO:0005576
PF03505	GO:0005576
PF03768	GO:0005576
PF03769	GO:0005576
PF04369	GO:0005576
PF04604	GO:0005576
PF04624	GO:0005576
PF04625	GO:0005576
PF04626	GO:0005576
PF04643	GO:0005576
PF04644	GO:0005576
PF04648	GO:0005576
PF04691	GO:0005576
PF04706	GO:0005576
PF04711	GO:0005576
PF04792	GO:0005576
PF05039	GO:0005576
PF05294	GO:0005576
PF05298	GO:0005576
PF05324	GO:0005576
PF05326	GO:0005576
PF05353	GO:0005576
PF05372	GO:0005576
PF05374	GO:0005576
PF05432	GO:0005576
PF05436	GO:0005576
PF05438	GO:0005576
PF05452	GO:0005576
PF05453	GO:0005576
PF05461	GO:0005576
PF05474	GO:0005576
PF05513	GO:0005576
PF05735	GO:0005576
PF05777	GO:0005576
PF05778	GO:0005576
PF05782	GO:0005576
PF05842	GO:0005576
PF05849	GO:0005576
PF06083	GO:0005576
PF06286	GO:0005576
PF06324	GO:0005576
PF06357	GO:0005576
PF06404	GO:0005576
PF06446	GO:0005576
PF06451	GO:0005576
PF06453	GO:0005576
PF06457	GO:0005576
PF06753	GO:0005576
PF06766	GO:0005576
PF06951	GO:0005576
PF06954	GO:0005576
PF07174	GO:0005576
PF07294	GO:0005576
PF07354	GO:0005576
PF07365	GO:0005576
PF07421	GO:0005576
PF07425	GO:0005576
PF07440	GO:0005576
PF07442	GO:0005576
PF07448	GO:0005576
PF07464	GO:0005576
PF07473	GO:0005576
PF07477	GO:0005576
PF07488	GO:0005576
PF07580	GO:0005576
PF07677	GO:0005576
PF07740	GO:0005576
PF07822	GO:0005576
PF07829	GO:0005576
PF07945	GO:0005576
PF07952	GO:0005576
PF07953	GO:0005576
PF07968	GO:0005576
PF08018	GO:0005576
PF08023	GO:0005576
PF08024	GO:0005576
PF08025	GO:0005576
PF08026	GO:0005576
PF08036	GO:0005576
PF08037	GO:0005576
PF08086	GO:0005576
PF08088	GO:0005576
PF08089	GO:0005576
PF08091	GO:0005576
PF08092	GO:0005576
PF08093	GO:0005576
PF08094	GO:0005576
PF08095	GO:0005576
PF08096	GO:0005576
PF08097	GO:0005576
PF08099	GO:0005576
PF08102	GO:0005576
PF08103	GO:0005576
PF08104	GO:0005576
PF08110	GO:0005576
PF08111	GO:0005576
PF08115	GO:0005576
PF08116	GO:0005576
PF08117	GO:0005576
PF08119	GO:0005576
PF08120	GO:0005576
PF08121	GO:0005576
PF08131	GO:0005576
PF08138	GO:0005576
PF08187	GO:0005576
PF09207	GO:0005576
PF09396	GO:0005576
PF14565	GO:0005576
PF14980	GO:0005576
PF14993	GO:0005576
PF15200	GO:0005576
PF15291	GO:0005576
PF15550	GO:0005576
PF08702	GO:0005577
PF01153	GO:0005578
PF02948	GO:0005578
PF06403	GO:0005578
PF10591	GO:0005578
PF01410	GO:0005581
PF01413	GO:0005581
PF06008	GO:0005606
PF00273	GO:0005615
PF00340	GO:0005615
PF01060	GO:0005615
PF02128	GO:0005615
PF05463	GO:0005615
PF06373	GO:0005615
PF07678	GO:0005615
PF08451	GO:0005615
PF08548	GO:0005615
PF09119	GO:0005615
PF09167	GO:0005615
PF09252	GO:0005615
PF09589	GO:0005615
PF10605	GO:0005615
PF11365	GO:0005615
PF11613	GO:0005615
PF12199	GO:0005615
PF15036	GO:0005615
PF00399	GO:0005618
PF01095	GO:0005618
PF01378	GO:0005618
PF01427	GO:0005618
PF06280	GO:0005618
PF06955	GO:0005618
PF07580	GO:0005618
PF10425	GO:0005618
PF00163	GO:0005622
PF00164	GO:0005622
PF00181	GO:0005622
PF00241	GO:0005622
PF00253	GO:0005622
PF00297	GO:0005622
PF00312	GO:0005622
PF00318	GO:0005622
PF00325	GO:0005622
PF00366	GO:0005622
PF00416	GO:0005622
PF00428	GO:0005622
PF00444	GO:0005622
PF00453	GO:0005622
PF00466	GO:0005622
PF00468	GO:0005622
PF00471	GO:0005622
PF00542	GO:0005622
PF00570	GO:0005622
PF00616	GO:0005622
PF00618	GO:0005622
PF00643	GO:0005622
PF00648	GO:0005622
PF00808	GO:0005622
PF00816	GO:0005622
PF00830	GO:0005622
PF00831	GO:0005622
PF00832	GO:0005622
PF00833	GO:0005622
PF00861	GO:0005622
PF00871	GO:0005622
PF00883	GO:0005622
PF00886	GO:0005622
PF00889	GO:0005622
PF00935	GO:0005622
PF01015	GO:0005622
PF01016	GO:0005622
PF01047	GO:0005622
PF01084	GO:0005622
PF01088	GO:0005622
PF01090	GO:0005622
PF01092	GO:0005622
PF01157	GO:0005622
PF01158	GO:0005622
PF01159	GO:0005622
PF01196	GO:0005622
PF01197	GO:0005622
PF01198	GO:0005622
PF01199	GO:0005622
PF01200	GO:0005622
PF01245	GO:0005622
PF01247	GO:0005622
PF01249	GO:0005622
PF01251	GO:0005622
PF01280	GO:0005622
PF01282	GO:0005622
PF01283	GO:0005622
PF01294	GO:0005622
PF01352	GO:0005622
PF01371	GO:0005622
PF01388	GO:0005622
PF01584	GO:0005622
PF01599	GO:0005622
PF01632	GO:0005622
PF01649	GO:0005622
PF01655	GO:0005622
PF01667	GO:0005622
PF01776	GO:0005622
PF01777	GO:0005622
PF01779	GO:0005622
PF01780	GO:0005622
PF01781	GO:0005622
PF01907	GO:0005622
PF01929	GO:0005622
PF02017	GO:0005622
PF02121	GO:0005622
PF02136	GO:0005622
PF02184	GO:0005622
PF02789	GO:0005622
PF02965	GO:0005622
PF03127	GO:0005622
PF03165	GO:0005622
PF03166	GO:0005622
PF03836	GO:0005622
PF03868	GO:0005622
PF04628	GO:0005622
PF04758	GO:0005622
PF05046	GO:0005622
PF05770	GO:0005622
PF06617	GO:0005622
PF08220	GO:0005622
PF08477	GO:0005622
PF13463	GO:0005622
PF00104	GO:0005634
PF00105	GO:0005634
PF00172	GO:0005634
PF00260	GO:0005634
PF00447	GO:0005634
PF00538	GO:0005634
PF00554	GO:0005634
PF00649	GO:0005634
PF00841	GO:0005634
PF00859	GO:0005634
PF00907	GO:0005634
PF00956	GO:0005634
PF01017	GO:0005634
PF01101	GO:0005634
PF01125	GO:0005634
PF01254	GO:0005634
PF01285	GO:0005634
PF01393	GO:0005634
PF01422	GO:0005634
PF01429	GO:0005634
PF01486	GO:0005634
PF01530	GO:0005634
PF01586	GO:0005634
PF01749	GO:0005634
PF01834	GO:0005634
PF01853	GO:0005634
PF01857	GO:0005634
PF01858	GO:0005634
PF02023	GO:0005634
PF02079	GO:0005634
PF02135	GO:0005634
PF02144	GO:0005634
PF02155	GO:0005634
PF02159	GO:0005634
PF02161	GO:0005634
PF02165	GO:0005634
PF02166	GO:0005634
PF02183	GO:0005634
PF02198	GO:0005634
PF02200	GO:0005634
PF02234	GO:0005634
PF02262	GO:0005634
PF02309	GO:0005634
PF02312	GO:0005634
PF02344	GO:0005634
PF02437	GO:0005634
PF02671	GO:0005634
PF02792	GO:0005634
PF02820	GO:0005634
PF02864	GO:0005634
PF02969	GO:0005634
PF02984	GO:0005634
PF03089	GO:0005634
PF03110	GO:0005634
PF03126	GO:0005634
PF03131	GO:0005634
PF03145	GO:0005634
PF03172	GO:0005634
PF03178	GO:0005634
PF03366	GO:0005634
PF03529	GO:0005634
PF03540	GO:0005634
PF03568	GO:0005634
PF03789	GO:0005634
PF03790	GO:0005634
PF03791	GO:0005634
PF03792	GO:0005634
PF03834	GO:0005634
PF03835	GO:0005634
PF03849	GO:0005634
PF03859	GO:0005634
PF03871	GO:0005634
PF03943	GO:0005634
PF04037	GO:0005634
PF04057	GO:0005634
PF04065	GO:0005634
PF04081	GO:0005634
PF04082	GO:0005634
PF04084	GO:0005634
PF04152	GO:0005634
PF04153	GO:0005634
PF04487	GO:0005634
PF04494	GO:0005634
PF04503	GO:0005634
PF04589	GO:0005634
PF04617	GO:0005634
PF04618	GO:0005634
PF04621	GO:0005634
PF04636	GO:0005634
PF04670	GO:0005634
PF04683	GO:0005634
PF04684	GO:0005634
PF04689	GO:0005634
PF04704	GO:0005634
PF04719	GO:0005634
PF04722	GO:0005634
PF04729	GO:0005634
PF04731	GO:0005634
PF04769	GO:0005634
PF04801	GO:0005634
PF04812	GO:0005634
PF04813	GO:0005634
PF04814	GO:0005634
PF04856	GO:0005634
PF04857	GO:0005634
PF04858	GO:0005634
PF04873	GO:0005634
PF04902	GO:0005634
PF04904	GO:0005634
PF04905	GO:0005634
PF04921	GO:0005634
PF04926	GO:0005634
PF04939	GO:0005634
PF04988	GO:0005634
PF05033	GO:0005634
PF05053	GO:0005634
PF05349	GO:0005634
PF05499	GO:0005634
PF05722	GO:0005634
PF05764	GO:0005634
PF05793	GO:0005634
PF05843	GO:0005634
PF05859	GO:0005634
PF05964	GO:0005634
PF05965	GO:0005634
PF06003	GO:0005634
PF06087	GO:0005634
PF06209	GO:0005634
PF06221	GO:0005634
PF06248	GO:0005634
PF06372	GO:0005634
PF06391	GO:0005634
PF06424	GO:0005634
PF06464	GO:0005634
PF06466	GO:0005634
PF06495	GO:0005634
PF06507	GO:0005634
PF06524	GO:0005634
PF06529	GO:0005634
PF06546	GO:0005634
PF06581	GO:0005634
PF06608	GO:0005634
PF06621	GO:0005634
PF06632	GO:0005634
PF06777	GO:0005634
PF06862	GO:0005634
PF06870	GO:0005634
PF06881	GO:0005634
PF06883	GO:0005634
PF07111	GO:0005634
PF07443	GO:0005634
PF07469	GO:0005634
PF07545	GO:0005634
PF07557	GO:0005634
PF07569	GO:0005634
PF07571	GO:0005634
PF07573	GO:0005634
PF07776	GO:0005634
PF07777	GO:0005634
PF07780	GO:0005634
PF07808	GO:0005634
PF07842	GO:0005634
PF07904	GO:0005634
PF07962	GO:0005634
PF07967	GO:0005634
PF08061	GO:0005634
PF08063	GO:0005634
PF08070	GO:0005634
PF08072	GO:0005634
PF08073	GO:0005634
PF08074	GO:0005634
PF08142	GO:0005634
PF08147	GO:0005634
PF08152	GO:0005634
PF08157	GO:0005634
PF08159	GO:0005634
PF08163	GO:0005634
PF08164	GO:0005634
PF08168	GO:0005634
PF08171	GO:0005634
PF08490	GO:0005634
PF08493	GO:0005634
PF08559	GO:0005634
PF08661	GO:0005634
PF08675	GO:0005634
PF08711	GO:0005634
PF08783	GO:0005634
PF08815	GO:0005634
PF08880	GO:0005634
PF08925	GO:0005634
PF09026	GO:0005634
PF09030	GO:0005634
PF09111	GO:0005634
PF09162	GO:0005634
PF09187	GO:0005634
PF09230	GO:0005634
PF09270	GO:0005634
PF09271	GO:0005634
PF09302	GO:0005634
PF09329	GO:0005634
PF09421	GO:0005634
PF09453	GO:0005634
PF09468	GO:0005634
PF09494	GO:0005634
PF09507	GO:0005634
PF09514	GO:0005634
PF10147	GO:0005634
PF10297	GO:0005634
PF10384	GO:0005634
PF10391	GO:0005634
PF11802	GO:0005634
PF12422	GO:0005634
PF12619	GO:0005634
PF12753	GO:0005634
PF14630	GO:0005634
PF14876	GO:0005634
PF15163	GO:0005634
PF15313	GO:0005634
PF15319	GO:0005634
PF15333	GO:0005634
PF15337	GO:0005634
PF15340	GO:0005634
PF15476	GO:0005634
PF15497	GO:0005634
PF15501	GO:0005634
PF09387	GO:0005639
PF09402	GO:0005639
PF04096	GO:0005643
PF04097	GO:0005643
PF04121	GO:0005643
PF07817	GO:0005643
PF07926	GO:0005643
PF08911	GO:0005643
PF10163	GO:0005643
PF11894	GO:0005643
PF08519	GO:0005663
PF05460	GO:0005664
PF07034	GO:0005664
PF05001	GO:0005665
PF05132	GO:0005666
PF02319	GO:0005667
PF15333	GO:0005668
PF03847	GO:0005669
PF04658	GO:0005669
PF05236	GO:0005669
PF02268	GO:0005672
PF02751	GO:0005672
PF03153	GO:0005672
PF02186	GO:0005673
PF02270	GO:0005674
PF04049	GO:0005680
PF05841	GO:0005680
PF10471	GO:0005680
PF12859	GO:0005680
PF12861	GO:0005680
PF02731	GO:0005681
PF02840	GO:0005681
PF02966	GO:0005681
PF04889	GO:0005681
PF03194	GO:0005685
PF01396	GO:0005694
PF02919	GO:0005694
PF03989	GO:0005694
PF04406	GO:0005694
PF06470	GO:0005694
PF08236	GO:0005694
PF08272	GO:0005694
PF10341	GO:0005697
PF01051	GO:0005727
PF01076	GO:0005727
PF01345	GO:0005727
PF01446	GO:0005727
PF01719	GO:0005727
PF06732	GO:0005730
PF09384	GO:0005730
PF15341	GO:0005730
PF00166	GO:0005737
PF00719	GO:0005737
PF00769	GO:0005737
PF00878	GO:0005737
PF00904	GO:0005737
PF01021	GO:0005737
PF01110	GO:0005737
PF01210	GO:0005737
PF01290	GO:0005737
PF01339	GO:0005737
PF01409	GO:0005737
PF01430	GO:0005737
PF01634	GO:0005737
PF01652	GO:0005737
PF01749	GO:0005737
PF01866	GO:0005737
PF01921	GO:0005737
PF01994	GO:0005737
PF02091	GO:0005737
PF02092	GO:0005737
PF02115	GO:0005737
PF02274	GO:0005737
PF02389	GO:0005737
PF02527	GO:0005737
PF02544	GO:0005737
PF02545	GO:0005737
PF02580	GO:0005737
PF02590	GO:0005737
PF02774	GO:0005737
PF02794	GO:0005737
PF02833	GO:0005737
PF02895	GO:0005737
PF02912	GO:0005737
PF02952	GO:0005737
PF03068	GO:0005737
PF03114	GO:0005737
PF03332	GO:0005737
PF03462	GO:0005737
PF03485	GO:0005737
PF03590	GO:0005737
PF03644	GO:0005737
PF03652	GO:0005737
PF03740	GO:0005737
PF03829	GO:0005737
PF03830	GO:0005737
PF03838	GO:0005737
PF03882	GO:0005737
PF03950	GO:0005737
PF04077	GO:0005737
PF04106	GO:0005737
PF04110	GO:0005737
PF04194	GO:0005737
PF04204	GO:0005737
PF04206	GO:0005737
PF04207	GO:0005737
PF04216	GO:0005737
PF04223	GO:0005737
PF04275	GO:0005737
PF04288	GO:0005737
PF04345	GO:0005737
PF04440	GO:0005737
PF04557	GO:0005737
PF04558	GO:0005737
PF04670	GO:0005737
PF04683	GO:0005737
PF04721	GO:0005737
PF04840	GO:0005737
PF04841	GO:0005737
PF04856	GO:0005737
PF04869	GO:0005737
PF04871	GO:0005737
PF05091	GO:0005737
PF05093	GO:0005737
PF05153	GO:0005737
PF05336	GO:0005737
PF05361	GO:0005737
PF05472	GO:0005737
PF05482	GO:0005737
PF05822	GO:0005737
PF05927	GO:0005737
PF05932	GO:0005737
PF06003	GO:0005737
PF06005	GO:0005737
PF06189	GO:0005737
PF06315	GO:0005737
PF06325	GO:0005737
PF06393	GO:0005737
PF06415	GO:0005737
PF06426	GO:0005737
PF06560	GO:0005737
PF06663	GO:0005737
PF06818	GO:0005737
PF06971	GO:0005737
PF06989	GO:0005737
PF07111	GO:0005737
PF07393	GO:0005737
PF07417	GO:0005737
PF07492	GO:0005737
PF07809	GO:0005737
PF07815	GO:0005737
PF07881	GO:0005737
PF07882	GO:0005737
PF08029	GO:0005737
PF08526	GO:0005737
PF08527	GO:0005737
PF08597	GO:0005737
PF08675	GO:0005737
PF08718	GO:0005737
PF08769	GO:0005737
PF08845	GO:0005737
PF08915	GO:0005737
PF09106	GO:0005737
PF09107	GO:0005737
PF09128	GO:0005737
PF09138	GO:0005737
PF09153	GO:0005737
PF09162	GO:0005737
PF09179	GO:0005737
PF09180	GO:0005737
PF09181	GO:0005737
PF09190	GO:0005737
PF09230	GO:0005737
PF09285	GO:0005737
PF09416	GO:0005737
PF09421	GO:0005737
PF09488	GO:0005737
PF10255	GO:0005737
PF10458	GO:0005737
PF10796	GO:0005737
PF11520	GO:0005737
PF11734	GO:0005737
PF11806	GO:0005737
PF12404	GO:0005737
PF14822	GO:0005737
PF15313	GO:0005737
PF15476	GO:0005737
PF01265	GO:0005739
PF02297	GO:0005739
PF02536	GO:0005739
PF04568	GO:0005739
PF05676	GO:0005739
PF05821	GO:0005739
PF06021	GO:0005739
PF06449	GO:0005739
PF06644	GO:0005739
PF07147	GO:0005739
PF07225	GO:0005739
PF07955	GO:0005739
PF08039	GO:0005739
PF08040	GO:0005739
PF08122	GO:0005739
PF09057	GO:0005739
PF10501	GO:0005739
PF14876	GO:0005739
PF15088	GO:0005739
PF01215	GO:0005740
PF05328	GO:0005740
PF05365	GO:0005740
PF05476	GO:0005740
PF06553	GO:0005740
PF01459	GO:0005741
PF04281	GO:0005741
PF04799	GO:0005741
PF08219	GO:0005741
PF10568	GO:0005741
PF11801	GO:0005741
PF02064	GO:0005742
PF08038	GO:0005742
PF15178	GO:0005742
PF15184	GO:0005742
PF02046	GO:0005743
PF02284	GO:0005743
PF03650	GO:0005743
PF04716	GO:0005743
PF05176	GO:0005743
PF06374	GO:0005743
PF07347	GO:0005743
PF08118	GO:0005743
PF10890	GO:0005743
PF08294	GO:0005744
PF02238	GO:0005746
PF05392	GO:0005746
PF08122	GO:0005747
PF15088	GO:0005747
PF02271	GO:0005750
PF05365	GO:0005750
PF02046	GO:0005751
PF05051	GO:0005758
PF02330	GO:0005759
PF09029	GO:0005759
PF05316	GO:0005761
PF06984	GO:0005761
PF14978	GO:0005761
PF13741	GO:0005763
PF14943	GO:0005763
PF15014	GO:0005764
PF05388	GO:0005773
PF01756	GO:0005777
PF04088	GO:0005777
PF04614	GO:0005777
PF09262	GO:0005777
PF04882	GO:0005779
PF05648	GO:0005779
PF07163	GO:0005779
PF12634	GO:0005780
PF00262	GO:0005783
PF04137	GO:0005783
PF04597	GO:0005783
PF05208	GO:0005783
PF05404	GO:0005783
PF05753	GO:0005783
PF06401	GO:0005783
PF06624	GO:0005783
PF07749	GO:0005783
PF08336	GO:0005783
PF13694	GO:0005783
PF07074	GO:0005784
PF04086	GO:0005785
PF02290	GO:0005786
PF04573	GO:0005787
PF06645	GO:0005787
PF06703	GO:0005787
PF02041	GO:0005788
PF07912	GO:0005788
PF03155	GO:0005789
PF03345	GO:0005789
PF03896	GO:0005789
PF04061	GO:0005789
PF04987	GO:0005789
PF05007	GO:0005789
PF06423	GO:0005789
PF06699	GO:0005789
PF07086	GO:0005789
PF08320	GO:0005789
PF10204	GO:0005789
PF12326	GO:0005789
PF15168	GO:0005789
PF06990	GO:0005794
PF09730	GO:0005794
PF15015	GO:0005794
PF05060	GO:0005795
PF04099	GO:0005801
PF04136	GO:0005801
PF15281	GO:0005802
PF04130	GO:0005815
PF09398	GO:0005815
PF02474	GO:0005829
PF00631	GO:0005834
PF00227	GO:0005839
PF00164	GO:0005840
PF00181	GO:0005840
PF00189	GO:0005840
PF00203	GO:0005840
PF00237	GO:0005840
PF00238	GO:0005840
PF00252	GO:0005840
PF00253	GO:0005840
PF00276	GO:0005840
PF00281	GO:0005840
PF00297	GO:0005840
PF00298	GO:0005840
PF00312	GO:0005840
PF00318	GO:0005840
PF00333	GO:0005840
PF00347	GO:0005840
PF00366	GO:0005840
PF00380	GO:0005840
PF00410	GO:0005840
PF00411	GO:0005840
PF00416	GO:0005840
PF00428	GO:0005840
PF00444	GO:0005840
PF00453	GO:0005840
PF00468	GO:0005840
PF00471	GO:0005840
PF00542	GO:0005840
PF00572	GO:0005840
PF00573	GO:0005840
PF00673	GO:0005840
PF00827	GO:0005840
PF00829	GO:0005840
PF00830	GO:0005840
PF00831	GO:0005840
PF00832	GO:0005840
PF00833	GO:0005840
PF00861	GO:0005840
PF00886	GO:0005840
PF00935	GO:0005840
PF01015	GO:0005840
PF01016	GO:0005840
PF01020	GO:0005840
PF01084	GO:0005840
PF01090	GO:0005840
PF01092	GO:0005840
PF01157	GO:0005840
PF01158	GO:0005840
PF01159	GO:0005840
PF01165	GO:0005840
PF01196	GO:0005840
PF01197	GO:0005840
PF01198	GO:0005840
PF01199	GO:0005840
PF01200	GO:0005840
PF01245	GO:0005840
PF01247	GO:0005840
PF01249	GO:0005840
PF01250	GO:0005840
PF01251	GO:0005840
PF01280	GO:0005840
PF01282	GO:0005840
PF01283	GO:0005840
PF01294	GO:0005840
PF01386	GO:0005840
PF01599	GO:0005840
PF01632	GO:0005840
PF01649	GO:0005840
PF01655	GO:0005840
PF01667	GO:0005840
PF01775	GO:0005840
PF01776	GO:0005840
PF01777	GO:0005840
PF01779	GO:0005840
PF01780	GO:0005840
PF01781	GO:0005840
PF01907	GO:0005840
PF01929	GO:0005840
PF03719	GO:0005840
PF03868	GO:0005840
PF03947	GO:0005840
PF04758	GO:0005840
PF04839	GO:0005840
PF05046	GO:0005840
PF05162	GO:0005840
PF07147	GO:0005840
PF08069	GO:0005840
PF08136	GO:0005840
PF10484	GO:0005840
PF15320	GO:0005845
PF13869	GO:0005849
PF07541	GO:0005850
PF05091	GO:0005852
PF05470	GO:0005852
PF08597	GO:0005852
PF10255	GO:0005852
PF00736	GO:0005853
PF00681	GO:0005856
PF00784	GO:0005856
PF04062	GO:0005856
PF04382	GO:0005856
PF04727	GO:0005856
PF05902	GO:0005856
PF10579	GO:0005856
PF00992	GO:0005861
PF11540	GO:0005868
PF05502	GO:0005869
PF02970	GO:0005874
PF05672	GO:0005874
PF01221	GO:0005875
PF08287	GO:0005876
PF08657	GO:0005876
PF00038	GO:0005882
PF02422	GO:0005882
PF04732	GO:0005882
PF04045	GO:0005885
PF04062	GO:0005885
PF04699	GO:0005885
PF05856	GO:0005885
PF01977	GO:0005886
PF02608	GO:0005886
PF02632	GO:0005886
PF02660	GO:0005886
PF03100	GO:0005886
PF03814	GO:0005886
PF04632	GO:0005886
PF06177	GO:0005886
PF06788	GO:0005886
PF07043	GO:0005886
PF08496	GO:0005886
PF09456	GO:0005886
PF09515	GO:0005886
PF09604	GO:0005886
PF10099	GO:0005886
PF10755	GO:0005886
PF11389	GO:0005886
PF11910	GO:0005886
PF12249	GO:0005886
PF12250	GO:0005886
PF15048	GO:0005886
PF15339	GO:0005886
PF02652	GO:0005887
PF03491	GO:0005887
PF10430	GO:0005887
PF11023	GO:0005887
PF00287	GO:0005890
PF12052	GO:0005891
PF15351	GO:0005911
PF00876	GO:0005921
PF03509	GO:0005922
PF15453	GO:0005923
PF03623	GO:0005925
PF09141	GO:0005925
PF12814	GO:0005938
PF06160	GO:0005940
PF10486	GO:0005944
PF01214	GO:0005956
PF10390	GO:0008023
PF03521	GO:0008076
PF02109	GO:0008250
PF05817	GO:0008250
PF01115	GO:0008290
PF01267	GO:0008290
PF02251	GO:0008537
PF02252	GO:0008537
PF03846	GO:0009276
PF05992	GO:0009276
PF07095	GO:0009276
PF07429	GO:0009276
PF01185	GO:0009277
PF00818	GO:0009279
PF00820	GO:0009279
PF01278	GO:0009279
PF01389	GO:0009279
PF01441	GO:0009279
PF03502	GO:0009279
PF03550	GO:0009279
PF05211	GO:0009279
PF05275	GO:0009279
PF06291	GO:0009279
PF06316	GO:0009279
PF00669	GO:0009288
PF00700	GO:0009288
PF02049	GO:0009288
PF02561	GO:0009288
PF04344	GO:0009288
PF07195	GO:0009288
PF07196	GO:0009288
PF00114	GO:0009289
PF00419	GO:0009289
PF02432	GO:0009289
PF04449	GO:0009289
PF04703	GO:0009289
PF05307	GO:0009289
PF05946	GO:0009289
PF07012	GO:0009289
PF09222	GO:0009289
PF04245	GO:0009295
PF04310	GO:0009295
PF03255	GO:0009317
PF02609	GO:0009318
PF02665	GO:0009325
PF02634	GO:0009326
PF02449	GO:0009341
PF02929	GO:0009341
PF04223	GO:0009346
PF00885	GO:0009349
PF00712	GO:0009360
PF02767	GO:0009360
PF02768	GO:0009360
PF06144	GO:0009360
PF09115	GO:0009360
PF07499	GO:0009379
PF02465	GO:0009424
PF02154	GO:0009425
PF03748	GO:0009425
PF02107	GO:0009427
PF02119	GO:0009428
PF05695	GO:0009507
PF06351	GO:0009507
PF07123	GO:0009507
PF07137	GO:0009507
PF02529	GO:0009512
PF03742	GO:0009512
PF05115	GO:0009512
PF08041	GO:0009512
PF00421	GO:0009521
PF00223	GO:0009522
PF00796	GO:0009522
PF01241	GO:0009522
PF01701	GO:0009522
PF02392	GO:0009522
