pfamA_acc	term
PF02106	GO:0006281
PF02107	GO:0071973
PF02110	GO:0009228
PF02112	GO:0006198
PF02113	GO:0006508
PF02116	GO:0007186
PF02117	GO:0007606
PF02118	GO:0007606
PF02119	GO:0071973
PF02121	GO:0006810
PF02122	GO:0016032
PF02123	GO:0006351
PF02126	GO:0009056
PF02127	GO:0006508
PF02130	GO:0006364
PF02133	GO:0015851
PF02134	GO:0006464
PF02135	GO:0006355
PF02136	GO:0006810
PF02137	GO:0006396
PF02144	GO:0006281
PF02145	GO:0051056
PF02150	GO:0006351
PF02152	GO:0006760
PF02153	GO:0006571
PF02153	GO:0055114
PF02154	GO:0071973
PF02155	GO:0006355
PF02155	GO:0042921
PF02155	GO:0043402
PF02156	GO:0006080
PF02158	GO:0009790
PF02159	GO:0006355
PF02159	GO:0043401
PF02160	GO:0006508
PF02161	GO:0006355
PF02161	GO:0043401
PF02163	GO:0006508
PF02165	GO:0006355
PF02166	GO:0006355
PF02166	GO:0030521
PF02172	GO:0006355
PF02173	GO:0006355
PF02175	GO:0007606
PF02180	GO:0042981
PF02183	GO:0006355
PF02184	GO:0006396
PF02185	GO:0007165
PF02186	GO:0006367
PF02187	GO:0007050
PF02189	GO:0007166
PF02190	GO:0006508
PF02196	GO:0007165
PF02200	GO:0006355
PF02202	GO:0007217
PF02202	GO:0007268
PF02203	GO:0006935
PF02203	GO:0007165
PF02209	GO:0007010
PF02214	GO:0051260
PF02216	GO:0009405
PF02217	GO:0006260
PF02219	GO:0006555
PF02219	GO:0055114
PF02224	GO:0006139
PF02229	GO:0006355
PF02232	GO:0006355
PF02233	GO:0055114
PF02234	GO:0007050
PF02236	GO:0006260
PF02236	GO:0006351
PF02237	GO:0006464
PF02240	GO:0015948
PF02244	GO:0006508
PF02245	GO:0006284
PF02248	GO:0046740
PF02249	GO:0015948
PF02253	GO:0006629
PF02254	GO:0006813
PF02255	GO:0009401
PF02257	GO:0006355
PF02258	GO:0019836
PF02261	GO:0006523
PF02262	GO:0007166
PF02264	GO:0006810
PF02265	GO:0006308
PF02268	GO:0006367
PF02269	GO:0006366
PF02270	GO:0006367
PF02271	GO:0006122
PF02273	GO:0006631
PF02276	GO:0019684
PF02277	GO:0009236
PF02282	GO:0006260
PF02283	GO:0009236
PF02283	GO:0051188
PF02286	GO:0008152
PF02289	GO:0006730
PF02290	GO:0006614
PF02291	GO:0006352
PF02293	GO:0006810
PF02296	GO:0006886
PF02296	GO:0016192
PF02302	GO:0009401
PF02303	GO:0006260
PF02304	GO:0019069
PF02306	GO:0019048
PF02309	GO:0006355
PF02311	GO:0006355
PF02313	GO:0006106
PF02315	GO:0015946
PF02315	GO:0055114
PF02317	GO:0055114
PF02318	GO:0006886
PF02319	GO:0006355
PF02321	GO:0006810
PF02322	GO:0055114
PF02323	GO:0007275
PF02324	GO:0009250
PF02327	GO:0015979
PF02329	GO:0006547
PF02331	GO:0043066
PF02332	GO:0006725
PF02332	GO:0055114
PF02334	GO:0006274
PF02335	GO:0006807
PF02335	GO:0055114
PF02342	GO:0006950
PF02344	GO:0006355
PF02346	GO:0019064
PF02347	GO:0006546
PF02347	GO:0055114
PF02348	GO:0009103
PF02350	GO:0006047
PF02353	GO:0008610
PF02354	GO:0007186
PF02357	GO:0006355
PF02358	GO:0005992
PF02364	GO:0006075
PF02365	GO:0006355
PF02366	GO:0006493
PF02367	GO:0070526
PF02371	GO:0006313
PF02372	GO:0006955
PF02378	GO:0009401
PF02382	GO:0009405
PF02384	GO:0006306
PF02386	GO:0006812
PF02386	GO:0055085
PF02387	GO:0006276
PF02388	GO:0009252
PF02389	GO:0018149
PF02390	GO:0006400
PF02391	GO:0006777
PF02392	GO:0015979
PF02394	GO:0006954
PF02394	GO:0006955
PF02395	GO:0006508
PF02399	GO:0006260
PF02401	GO:0019288
PF02401	GO:0050992
PF02402	GO:0009405
PF02402	GO:0019835
PF02404	GO:0007155
PF02406	GO:0006725
PF02407	GO:0006260
PF02407	GO:0018142
PF02411	GO:0015694
PF02412	GO:0007155
PF02416	GO:0015031
PF02417	GO:0015703
PF02419	GO:0015979
PF02421	GO:0015684
PF02427	GO:0015979
PF02429	GO:0018298
PF02430	GO:0009405
PF02432	GO:0007155
PF02435	GO:0009758
PF02438	GO:0019060
PF02443	GO:0019069
PF02445	GO:0009435
PF02446	GO:0005975
PF02447	GO:0035429
PF02449	GO:0005975
PF02450	GO:0006629
PF02454	GO:0019048
PF02456	GO:0019083
PF02459	GO:0006260
PF02468	GO:0015979
PF02472	GO:0006810
PF02474	GO:0009877
PF02481	GO:0009294
PF02482	GO:0044238
PF02486	GO:0006270
PF02491	GO:0007049
PF02496	GO:0006950
PF02499	GO:0006323
PF02500	GO:0006323
PF02501	GO:0015628
PF02502	GO:0005975
PF02504	GO:0006633
PF02505	GO:0015948
PF02507	GO:0015979
PF02509	GO:0019079
PF02511	GO:0006231
PF02513	GO:0007276
PF02514	GO:0009058
PF02516	GO:0006486
PF02522	GO:0046677
PF02527	GO:0006364
PF02530	GO:0006810
PF02531	GO:0015979
PF02532	GO:0015979
PF02533	GO:0015979
PF02534	GO:0009291
PF02535	GO:0030001
PF02535	GO:0055085
PF02536	GO:0006355
PF02542	GO:0016114
PF02543	GO:0009058
PF02544	GO:0006629
PF02547	GO:0008616
PF02548	GO:0015940
PF02550	GO:0006084
PF02552	GO:0019385
PF02553	GO:0006824
PF02553	GO:0009236
PF02554	GO:0009267
PF02556	GO:0015031
PF02556	GO:0051262
PF02557	GO:0006508
PF02558	GO:0055114
PF02560	GO:0009439
PF02563	GO:0015774
PF02565	GO:0006281
PF02565	GO:0006310
PF02566	GO:0006979
PF02567	GO:0009058
PF02569	GO:0015940
PF02570	GO:0009236
PF02571	GO:0009236
PF02571	GO:0055114
PF02572	GO:0009236
PF02580	GO:0019478
PF02581	GO:0009228
PF02590	GO:0006364
PF02595	GO:0031388
PF02599	GO:0006109
PF02599	GO:0006402
PF02602	GO:0033014
PF02603	GO:0000160
PF02603	GO:0006109
PF02605	GO:0015979
PF02606	GO:0009245
PF02607	GO:0009086
PF02609	GO:0006308
PF02610	GO:0008152
PF02611	GO:0008654
PF02614	GO:0006064
PF02615	GO:0008152
PF02615	GO:0055114
PF02617	GO:0030163
PF02623	GO:0044780
PF02627	GO:0055114
PF02628	GO:0006784
PF02628	GO:0055114
PF02631	GO:0006282
PF02632	GO:0015878
PF02652	GO:0015727
PF02653	GO:0006810
PF02654	GO:0009236
PF02660	GO:0008654
PF02662	GO:0015948
PF02662	GO:0055114
PF02664	GO:0009372
PF02665	GO:0055114
PF02666	GO:0008654
PF02668	GO:0055114
PF02669	GO:0006813
PF02670	GO:0055114
PF02671	GO:0006355
PF02673	GO:0016311
PF02674	GO:0009403
PF02675	GO:0008295
PF02679	GO:0019295
PF02683	GO:0017004
PF02683	GO:0055114
PF02684	GO:0009245
PF02685	GO:0006096
PF02685	GO:0051156
PF02686	GO:0006450
PF02690	GO:0044341
PF02691	GO:0009405
PF02701	GO:0006355
PF02702	GO:0000160
PF02703	GO:0006355
PF02705	GO:0071805
PF02706	GO:0009103
PF02710	GO:0019064
PF02719	GO:0009058
PF02724	GO:0006270
PF02727	GO:0009308
PF02727	GO:0055114
PF02728	GO:0009308
PF02728	GO:0055114
PF02729	GO:0006520
PF02730	GO:0055114
PF02731	GO:0000398
PF02733	GO:0006071
PF02734	GO:0006071
PF02735	GO:0006303
PF02737	GO:0006631
PF02737	GO:0055114
PF02738	GO:0055114
PF02740	GO:0007586
PF02740	GO:0016042
PF02741	GO:0006730
PF02742	GO:0006355
PF02744	GO:0006012
PF02745	GO:0015948
PF02747	GO:0006275
PF02751	GO:0006367
PF02765	GO:0000723
PF02767	GO:0006260
PF02768	GO:0006260
PF02770	GO:0055114
PF02771	GO:0008152
PF02771	GO:0055114
PF02772	GO:0006556
PF02773	GO:0006556
PF02774	GO:0008652
PF02774	GO:0055114
PF02777	GO:0006801
PF02777	GO:0055114
PF02778	GO:0006388
PF02780	GO:0008152
PF02781	GO:0006006
PF02781	GO:0055114
PF02782	GO:0005975
PF02788	GO:0015977
PF02789	GO:0006508
PF02790	GO:0022900
PF02794	GO:0009404
PF02796	GO:0006310
PF02800	GO:0055114
PF02803	GO:0008152
PF02805	GO:0006281
PF02805	GO:0006355
PF02806	GO:0005975
PF02812	GO:0006520
PF02812	GO:0055114
PF02816	GO:0006468
PF02817	GO:0008152
PF02819	GO:0009405
PF02820	GO:0006355
PF02821	GO:0009405
PF02821	GO:0031639
PF02823	GO:0015986
PF02826	GO:0055114
PF02827	GO:0006469
PF02831	GO:0019058
PF02836	GO:0005975
PF02837	GO:0005975
PF02839	GO:0005975
PF02840	GO:0008380
PF02843	GO:0009113
PF02844	GO:0009113
PF02852	GO:0045454
PF02852	GO:0055114
PF02861	GO:0019538
PF02863	GO:0051259
PF02864	GO:0006355
PF02864	GO:0007165
PF02865	GO:0006355
PF02865	GO:0007165
PF02866	GO:0055114
PF02867	GO:0006260
PF02867	GO:0055114
PF02870	GO:0006281
PF02872	GO:0009166
PF02873	GO:0055114
PF02874	GO:0015992
PF02874	GO:0046034
PF02875	GO:0009058
PF02876	GO:0009405
PF02877	GO:0006471
PF02878	GO:0005975
PF02879	GO:0005975
PF02880	GO:0005975
PF02881	GO:0006614
PF02882	GO:0009396
PF02882	GO:0055114
PF02883	GO:0006886
PF02883	GO:0016192
PF02888	GO:0006813
PF02894	GO:0008152
PF02894	GO:0055114
PF02895	GO:0000160
PF02895	GO:0006935
PF02896	GO:0016310
PF02898	GO:0006809
PF02898	GO:0055114
PF02899	GO:0015074
PF02900	GO:0006725
PF02902	GO:0006508
PF02903	GO:0005975
PF02905	GO:0006260
PF02905	GO:0006275
PF02905	GO:0045893
PF02907	GO:0006508
PF02907	GO:0019087
PF02909	GO:0045892
PF02910	GO:0055114
PF02911	GO:0009058
PF02912	GO:0006432
PF02914	GO:0006313
PF02914	GO:0015074
PF02915	GO:0055114
PF02916	GO:0006260
PF02917	GO:0009405
PF02918	GO:0009405
PF02919	GO:0006265
PF02920	GO:0015074
PF02921	GO:0055114
PF02922	GO:0005975
PF02925	GO:0046797
PF02927	GO:0005975
PF02929	GO:0005975
PF02931	GO:0006810
PF02932	GO:0006811
PF02941	GO:0015979
PF02943	GO:0055114
PF02948	GO:0007275
PF02949	GO:0007608
PF02950	GO:0009405
PF02951	GO:0006750
PF02952	GO:0006004
PF02955	GO:0006750
PF02959	GO:0045893
PF02962	GO:0019439
PF02963	GO:0009307
PF02964	GO:0015947
PF02965	GO:0009086
PF02966	GO:0007067
PF02969	GO:0006352
PF02970	GO:0007021
PF02971	GO:0008152
PF02973	GO:0005975
PF02975	GO:0009308
PF02975	GO:0055114
PF02978	GO:0006614
PF02979	GO:0006807
PF02980	GO:0009307
PF02981	GO:0009307
PF02982	GO:0006582
PF02983	GO:0006508
PF02998	GO:0045893
PF03007	GO:0045017
PF03012	GO:0019083
PF03028	GO:0007018
PF03030	GO:0015992
PF03032	GO:0006952
PF03032	GO:0042742
PF03033	GO:0005975
PF03033	GO:0030259
PF03034	GO:0006659
PF03037	GO:0006952
PF03037	GO:0008284
PF03039	GO:0006955
PF03041	GO:0019083
PF03051	GO:0006508
PF03052	GO:0019068
PF03054	GO:0008033
PF03059	GO:0030418
PF03060	GO:0055114
PF03063	GO:0055114
PF03065	GO:0005975
PF03071	GO:0006486
PF03074	GO:0006750
PF03079	GO:0055114
PF03081	GO:0006887
PF03082	GO:0007618
PF03088	GO:0009058
PF03089	GO:0006310
PF03091	GO:0010038
PF03092	GO:0006810
PF03094	GO:0006952
PF03099	GO:0006464
PF03100	GO:0017003
PF03100	GO:0017004
PF03102	GO:0016051
PF03106	GO:0006355
PF03116	GO:0006810
PF03117	GO:0016032
PF03118	GO:0006351
PF03119	GO:0006260
PF03119	GO:0006281
PF03120	GO:0006260
PF03120	GO:0006281
PF03121	GO:0006260
PF03125	GO:0007606
PF03126	GO:0006352
PF03126	GO:0016570
PF03127	GO:0006886
PF03131	GO:0006355
PF03133	GO:0006464
PF03136	GO:0010498
PF03136	GO:0019941
PF03137	GO:0006810
PF03139	GO:0009399
PF03139	GO:0055114
PF03145	GO:0006511
PF03145	GO:0007275
PF03146	GO:0007213
PF03146	GO:0043113
PF03147	GO:0006432
PF03147	GO:0008033
PF03150	GO:0055114
PF03152	GO:0006511
PF03153	GO:0006367
PF03160	GO:0007154
PF03165	GO:0006355
PF03166	GO:0006355
PF03169	GO:0055085
PF03170	GO:0006011
PF03171	GO:0055114
PF03175	GO:0006260
PF03185	GO:0006813
PF03186	GO:0009236
PF03194	GO:0006376
PF03199	GO:0006750
PF03200	GO:0009311
PF03201	GO:0015948
PF03201	GO:0055114
PF03206	GO:0009399
PF03214	GO:0030244
PF03219	GO:0006810
PF03222	GO:0003333
PF03223	GO:0015991
PF03224	GO:0015991
PF03229	GO:0019050
PF03232	GO:0006744
PF03232	GO:0055114
PF03233	GO:0019089
PF03239	GO:0006827
PF03242	GO:0006950
PF03243	GO:0046413
PF03244	GO:0015979
PF03250	GO:0051694
PF03253	GO:0071918
PF03254	GO:0042546
PF03255	GO:0006633
PF03265	GO:0006259
PF03272	GO:0016032
PF03273	GO:0019048
PF03274	GO:0016032
PF03274	GO:0045893
PF03276	GO:0019076
PF03276	GO:0046718
PF03276	GO:0075521
PF03278	GO:0009405
PF03279	GO:0009244
PF03280	GO:0006457
PF03284	GO:0017000
PF03285	GO:0008360
PF03287	GO:0016032
PF03293	GO:0019083
PF03301	GO:0019441
PF03306	GO:0045151
PF03307	GO:0019049
PF03311	GO:0035556
PF03315	GO:0006094
PF03320	GO:0006071
PF03320	GO:0006094
PF03323	GO:0009847
PF03324	GO:0019079
PF03325	GO:0019079
PF03326	GO:0006355
PF03327	GO:0019069
PF03331	GO:0009245
PF03332	GO:0019307
PF03333	GO:0006355
PF03334	GO:0015672
PF03334	GO:0015992
PF03337	GO:0016032
PF03340	GO:0046677
PF03341	GO:0006370
PF03345	GO:0018279
PF03347	GO:0019836
PF03352	GO:0006284
PF03355	GO:0006355
PF03357	GO:0007034
PF03359	GO:0007267
PF03361	GO:0006355
PF03362	GO:0006355
PF03366	GO:0006355
PF03379	GO:0015886
PF03379	GO:0017004
PF03387	GO:0006355
PF03390	GO:0015711
PF03393	GO:0019068
PF03396	GO:0019083
PF03400	GO:0006313
PF03402	GO:0007186
PF03403	GO:0016042
PF03404	GO:0055114
PF03405	GO:0006631
PF03405	GO:0055114
PF03410	GO:0019058
PF03411	GO:0006508
PF03412	GO:0006508
PF03414	GO:0005975
PF03418	GO:0006508
PF03418	GO:0009847
PF03419	GO:0006508
PF03419	GO:0030436
PF03424	GO:0030245
PF03425	GO:0030245
PF03427	GO:0006032
PF03431	GO:0019079
PF03435	GO:0055114
PF03441	GO:0006281
PF03444	GO:0006355
PF03446	GO:0006098
PF03446	GO:0055114
PF03447	GO:0055114
PF03449	GO:0032784
PF03453	GO:0032324
PF03454	GO:0032324
PF03459	GO:0006810
PF03460	GO:0055114
PF03461	GO:0006281
PF03462	GO:0006415
PF03468	GO:0031047
PF03470	GO:0031047
PF03480	GO:0006810
PF03484	GO:0006432
PF03485	GO:0006420
PF03490	GO:0006650
PF03491	GO:0006836
PF03493	GO:0006813
PF03495	GO:0009405
PF03496	GO:0009405
PF03497	GO:0009405
PF03498	GO:0009405
PF03505	GO:0009405
PF03509	GO:0007154
PF03510	GO:0006508
PF03512	GO:0005975
PF03513	GO:0030153
PF03515	GO:0009405
PF03521	GO:0006813
PF03522	GO:0006811
PF03523	GO:0006898
PF03525	GO:0007131
PF03526	GO:0030153
PF03529	GO:0007275
PF03530	GO:0006813
PF03533	GO:0007131
PF03539	GO:0006508
PF03540	GO:0006352
PF03542	GO:0043547
PF03543	GO:0009405
PF03544	GO:0006810
PF03547	GO:0055085
PF03550	GO:0015031
PF03552	GO:0030244
PF03557	GO:0019048
PF03561	GO:0000256
PF03568	GO:0006508
PF03572	GO:0006508
PF03573	GO:0006810
PF03574	GO:0043158
PF03575	GO:0006508
PF03577	GO:0006508
PF03581	GO:0019073
PF03583	GO:0016042
PF03584	GO:0045893
PF03585	GO:0045893
PF03588	GO:0030163
PF03589	GO:0006355
PF03590	GO:0006529
PF03592	GO:0006323
PF03594	GO:0042919
PF03595	GO:0055085
PF03598	GO:0006084
PF03600	GO:0055085
PF03602	GO:0031167
PF03603	GO:0006260
PF03604	GO:0006351
PF03605	GO:0015740
PF03607	GO:0035556
PF03608	GO:0009401
PF03609	GO:0009401
PF03610	GO:0009401
PF03611	GO:0009401
PF03612	GO:0009401
PF03613	GO:0009401
PF03614	GO:0006355
PF03615	GO:0006355
PF03616	GO:0015813
PF03623	GO:0006468
PF03623	GO:0007172
PF03627	GO:0007155
PF03630	GO:0015937
PF03632	GO:0005975
PF03635	GO:0015031
PF03635	GO:0042147
PF03636	GO:0005975
PF03639	GO:0016998
PF03648	GO:0045493
PF03650	GO:0006850
PF03652	GO:0006281
PF03652	GO:0006310
PF03652	GO:0006974
PF03664	GO:0046373
PF03700	GO:0006886
PF03702	GO:0006040
PF03702	GO:0009254
PF03714	GO:0005975
PF03719	GO:0006412
PF03720	GO:0055114
PF03721	GO:0055114
PF03726	GO:0006396
PF03727	GO:0005975
PF03728	GO:0006260
PF03730	GO:0006303
PF03740	GO:0008615
PF03742	GO:0017004
PF03744	GO:0009102
PF03748	GO:0006935
PF03748	GO:0071973
PF03760	GO:0009790
PF03775	GO:0000902
PF03776	GO:0032955
PF03776	GO:0051301
PF03784	GO:0006952
PF03785	GO:0006508
PF03786	GO:0006064
PF03796	GO:0006260
PF03800	GO:0007067
PF03802	GO:0051191
PF03808	GO:0009058
PF03810	GO:0006886
PF03811	GO:0006313
PF03812	GO:0008643
PF03812	GO:0046411
PF03814	GO:0006813
PF03820	GO:0006811
PF03820	GO:0055085
PF03822	GO:0007165
PF03823	GO:0007217
PF03824	GO:0035444
PF03827	GO:0007186
PF03827	GO:0007631
PF03827	GO:0022410
PF03829	GO:0009401
PF03830	GO:0009401
PF03832	GO:0006605
PF03832	GO:0007165
PF03834	GO:0006281
PF03835	GO:0006289
PF03836	GO:0007264
PF03837	GO:0006259
PF03838	GO:0006281
PF03838	GO:0006310
PF03839	GO:0015031
PF03840	GO:0009306
PF03842	GO:0015708
PF03845	GO:0009847
PF03846	GO:0009432
PF03846	GO:0051782
PF03847	GO:0006352
PF03849	GO:0006289
PF03850	GO:0006289
PF03850	GO:0006355
PF03851	GO:0006289
PF03851	GO:0009411
PF03852	GO:0006298
PF03857	GO:0030153
PF03863	GO:0046718
PF03868	GO:0006412
PF03870	GO:0006351
PF03871	GO:0006351
PF03874	GO:0006351
PF03876	GO:0006351
PF03882	GO:0006260
PF03882	GO:0007059
PF03893	GO:0016042
PF03894	GO:0005975
PF03900	GO:0033014
PF03912	GO:0015979
PF03917	GO:0006750
PF03925	GO:0032297
PF03931	GO:0006511
PF03932	GO:0055070
PF03934	GO:0009306
PF03943	GO:0051028
PF03945	GO:0009405
PF03947	GO:0006412
PF03949	GO:0055114
PF03950	GO:0006418
PF03951	GO:0006542
PF03951	GO:0006807
PF03952	GO:0006096
PF03953	GO:0006184
PF03953	GO:0051258
PF03964	GO:0007275
PF03965	GO:0045892
PF03967	GO:0019684
PF03970	GO:0019068
PF03971	GO:0006099
PF03971	GO:0055114
PF03972	GO:0019543
PF03973	GO:0030682
PF03975	GO:0006935
PF03977	GO:0006814
PF03979	GO:0006355
PF03989	GO:0006265
PF03996	GO:0019064
PF03998	GO:0006364
PF03999	GO:0000226
PF03999	GO:0000910
PF04005	GO:0000077
PF04005	GO:0006281
PF04026	GO:0030435
PF04030	GO:0055114
PF04042	GO:0006260
PF04045	GO:0030833
PF04045	GO:0034314
PF04048	GO:0006904
PF04048	GO:0015031
PF04049	GO:0030071
PF04052	GO:0015031
PF04053	GO:0006886
PF04053	GO:0016192
PF04057	GO:0006260
PF04062	GO:0030833
PF04062	GO:0034314
PF04065	GO:0006355
PF04066	GO:0034220
PF04069	GO:0006810
PF04072	GO:0032259
PF04075	GO:0055114
PF04077	GO:0002143
PF04079	GO:0051304
PF04081	GO:0006260
PF04082	GO:0006351
PF04083	GO:0006629
PF04084	GO:0006260
PF04085	GO:0008360
PF04086	GO:0006184
PF04086	GO:0006886
PF04088	GO:0016560
PF04091	GO:0006904
PF04093	GO:0008360
PF04096	GO:0006810
PF04097	GO:0006810
PF04098	GO:0006281
PF04098	GO:0006310
PF04099	GO:0006888
PF04101	GO:0005975
PF04101	GO:0030259
PF04104	GO:0006269
PF04106	GO:0006914
PF04107	GO:0042398
PF04108	GO:0006914
PF04110	GO:0000045
PF04111	GO:0006914
PF04113	GO:0016255
PF04115	GO:0000256
PF04116	GO:0006633
PF04116	GO:0055114
PF04119	GO:0006950
PF04120	GO:0055085
PF04121	GO:0006810
PF04130	GO:0000226
PF04131	GO:0006051
PF04135	GO:0001522
PF04135	GO:0042254
PF04136	GO:0006886
PF04137	GO:0055114
PF04138	GO:0000271
PF04138	GO:0006810
PF04139	GO:0000077
PF04140	GO:0006481
PF04142	GO:0008643
PF04144	GO:0015031
PF04145	GO:0035434
PF04152	GO:0006302
PF04153	GO:0006355
PF04166	GO:0008615
PF04166	GO:0055114
PF04177	GO:0009966
PF04178	GO:0016192
PF04183	GO:0019290
PF04188	GO:0006506
PF04189	GO:0006413
PF04192	GO:0006364
PF04196	GO:0006351
PF04196	GO:0019079
PF04197	GO:0019079
PF04199	GO:0019441
PF04204	GO:0019281
PF04206	GO:0006814
PF04207	GO:0006814
PF04208	GO:0006814
PF04209	GO:0006559
PF04209	GO:0006570
PF04209	GO:0055114
PF04210	GO:0015948
PF04211	GO:0015948
PF04223	GO:0006084
PF04234	GO:0046688
PF04259	GO:0030435
PF04261	GO:0055114
PF04262	GO:0006750
PF04263	GO:0009229
PF04265	GO:0009229
PF04267	GO:0046653
PF04272	GO:0006816
PF04275	GO:0006695
PF04277	GO:0071436
PF04281	GO:0006886
PF04288	GO:0007059
PF04288	GO:0030261
PF04309	GO:0006355
PF04309	GO:0009607
PF04310	GO:0007059
PF04310	GO:0030261
PF04313	GO:0006304
PF04316	GO:0045892
PF04319	GO:0009399
PF04336	GO:0006633
PF04344	GO:0050920
PF04345	GO:0006744
PF04346	GO:0034229
PF04347	GO:0044781
PF04349	GO:0016051
PF04353	GO:0006355
PF04354	GO:0000917
PF04364	GO:0006260
PF04369	GO:0042742
PF04371	GO:0009446
PF04376	GO:0016598
PF04377	GO:0016598
PF04378	GO:0070475
PF04381	GO:0006310
PF04382	GO:0030866
PF04384	GO:0016226
PF04390	GO:0043165
PF04406	GO:0006259
PF04410	GO:0001522
PF04410	GO:0042254
PF04420	GO:0071816
PF04421	GO:0007264
PF04423	GO:0006281
PF04441	GO:0045893
PF04443	GO:0008218
PF04444	GO:0009712
PF04444	GO:0055114
PF04446	GO:0006400
PF04452	GO:0006364
PF04453	GO:0010033
PF04453	GO:0061024
PF04454	GO:0042742
PF04466	GO:0006323
PF04471	GO:0009307
PF04472	GO:0000917
PF04479	GO:0006950
PF04487	GO:0006355
PF04492	GO:0006260
PF04493	GO:0006281
PF04494	GO:0006355
PF04505	GO:0009607
PF04506	GO:0006869
PF04508	GO:0016032
PF04517	GO:0019054
PF04522	GO:0006351
PF04523	GO:0019068
PF04537	GO:0019058
PF04539	GO:0006352
PF04539	GO:0006355
PF04542	GO:0006352
PF04542	GO:0006355
PF04544	GO:0019058
PF04545	GO:0006352
PF04545	GO:0006355
PF04546	GO:0006352
PF04546	GO:0006355
PF04551	GO:0016114
PF04551	GO:0055114
PF04554	GO:0009664
PF04555	GO:0009307
PF04556	GO:0009307
PF04557	GO:0006425
PF04558	GO:0006418
PF04559	GO:0006323
PF04560	GO:0006351
PF04561	GO:0006351
PF04563	GO:0006351
PF04564	GO:0016567
PF04565	GO:0006351
PF04566	GO:0006351
PF04567	GO:0006351
PF04568	GO:0045980
PF04573	GO:0006465
PF04574	GO:0006342
PF04574	GO:0006355
PF04574	GO:0006476
PF04583	GO:0019058
PF04584	GO:0016032
PF04587	GO:0005975
PF04589	GO:0006355
PF04595	GO:0016032
PF04597	GO:0006486
PF04602	GO:0071766
PF04604	GO:0042742
PF04607	GO:0015969
PF04608	GO:0006629
PF04610	GO:0030255
PF04611	GO:0006355
PF04611	GO:0019953
PF04612	GO:0006858
PF04613	GO:0009245
PF04615	GO:0006364
PF04616	GO:0005975
PF04617	GO:0006351
PF04620	GO:0071973
PF04621	GO:0006355
PF04623	GO:0009605
PF04624	GO:0007304
PF04625	GO:0007304
PF04626	GO:0007304
PF04627	GO:0015986
PF04628	GO:0006888
PF04632	GO:0006810
PF04636	GO:1901031
PF04647	GO:0009372
PF04647	GO:0009405
PF04648	GO:0019953
PF04655	GO:0006468
PF04655	GO:0019748
PF04658	GO:0006367
PF04666	GO:0005975
PF04673	GO:0030639
PF04675	GO:0006281
PF04675	GO:0006310
PF04679	GO:0006281
PF04679	GO:0006310
PF04684	GO:0006338
PF04685	GO:0006665
PF04687	GO:0046718
PF04689	GO:0006355
PF04691	GO:0042157
PF04699	GO:0030833
PF04699	GO:0034314
PF04703	GO:0006355
PF04704	GO:0006355
PF04705	GO:0046677
PF04706	GO:0007275
PF04706	GO:0030178
PF04709	GO:0008406
PF04710	GO:0008063
PF04711	GO:0006869
PF04711	GO:0042157
PF04715	GO:0009058
PF04716	GO:0022904
PF04718	GO:0015986
PF04719	GO:0006367
PF04721	GO:0006516
PF04722	GO:0006397
PF04723	GO:0055114
PF04724	GO:0006487
PF04725	GO:0015979
PF04727	GO:0006909
PF04729	GO:0006333
PF04731	GO:0006355
PF04731	GO:0007275
PF04733	GO:0006890
PF04735	GO:0019079
PF04736	GO:0007218
PF04736	GO:0018990
PF04741	GO:0009405
PF04758	GO:0006412
PF04767	GO:0019082
PF04769	GO:0045895
PF04771	GO:0019051
PF04772	GO:0015992
PF04777	GO:0055114
PF04785	GO:0016032
PF04792	GO:0009405
PF04799	GO:0006184
PF04799	GO:0008053
PF04800	GO:0022900
PF04801	GO:0006351
PF04805	GO:0055114
PF04810	GO:0006886
PF04810	GO:0006888
PF04811	GO:0006886
PF04811	GO:0006888
PF04812	GO:0045893
PF04813	GO:0045893
PF04814	GO:0045893
PF04815	GO:0006886
PF04815	GO:0006888
PF04828	GO:0008152
PF04833	GO:0010215
PF04833	GO:0016049
PF04834	GO:0009966
PF04838	GO:0006355
PF04839	GO:0006412
PF04840	GO:0006886
PF04841	GO:0006886
PF04847	GO:0019722
PF04848	GO:0006281
PF04848	GO:0006310
PF04855	GO:0006338
PF04856	GO:0051276
PF04858	GO:0045892
PF04868	GO:0007601
PF04869	GO:0006886
PF04869	GO:0048280
PF04871	GO:0006886
PF04879	GO:0055114
PF04881	GO:0050690
PF04882	GO:0007031
PF04888	GO:0009405
PF04889	GO:0000398
PF04891	GO:0009399
PF04898	GO:0006807
PF04898	GO:0055114
PF04901	GO:0006886
PF04901	GO:0008277
PF04902	GO:0045892
PF04904	GO:0045892
PF04905	GO:0045892
PF04909	GO:0008152
PF04911	GO:0015986
PF04923	GO:0007155
PF04923	GO:0042246
PF04926	GO:0043631
PF04928	GO:0043631
PF04931	GO:0006351
PF04934	GO:0006357
PF04939	GO:0042254
PF04941	GO:0006351
PF04947	GO:0046782
PF04952	GO:0008152
PF04958	GO:0006527
PF04960	GO:0006541
PF04961	GO:0044237
PF04962	GO:0008152
PF04963	GO:0006352
PF04966	GO:0006810
PF04973	GO:0034258
PF04976	GO:0019645
PF04977	GO:0007049
PF04979	GO:0009966
PF04979	GO:0043666
PF04983	GO:0006351
PF04986	GO:0006313
PF04987	GO:0006506
PF04989	GO:0008610
PF04990	GO:0006351
