pfamA_acc	term
PF00666	GO:0006952
PF00667	GO:0055114
PF00669	GO:0071973
PF00672	GO:0007165
PF00673	GO:0006412
PF00676	GO:0008152
PF00680	GO:0006351
PF00688	GO:0040007
PF00692	GO:0046080
PF00693	GO:0006230
PF00694	GO:0008152
PF00695	GO:0016032
PF00697	GO:0006568
PF00700	GO:0071973
PF00701	GO:0008152
PF00703	GO:0005975
PF00704	GO:0005975
PF00705	GO:0006275
PF00706	GO:0009966
PF00707	GO:0006413
PF00709	GO:0006164
PF00710	GO:0006520
PF00711	GO:0006952
PF00712	GO:0006260
PF00714	GO:0006955
PF00715	GO:0006955
PF00716	GO:0006508
PF00719	GO:0006796
PF00722	GO:0005975
PF00723	GO:0005976
PF00724	GO:0055114
PF00725	GO:0006631
PF00725	GO:0055114
PF00727	GO:0006955
PF00728	GO:0005975
PF00730	GO:0006284
PF00731	GO:0006189
PF00732	GO:0055114
PF00733	GO:0006529
PF00734	GO:0005975
PF00735	GO:0007049
PF00736	GO:0006414
PF00737	GO:0015979
PF00737	GO:0050821
PF00739	GO:0019079
PF00742	GO:0006520
PF00742	GO:0055114
PF00743	GO:0055114
PF00745	GO:0033014
PF00745	GO:0055114
PF00747	GO:0006260
PF00749	GO:0043039
PF00750	GO:0006420
PF00751	GO:0006355
PF00752	GO:0006281
PF00754	GO:0007155
PF00757	GO:0006468
PF00757	GO:0007169
PF00759	GO:0005975
PF00762	GO:0006783
PF00763	GO:0009396
PF00763	GO:0055114
PF00764	GO:0006526
PF00765	GO:0007165
PF00768	GO:0006508
PF00770	GO:0006508
PF00771	GO:0009306
PF00772	GO:0006260
PF00775	GO:0006725
PF00775	GO:0055114
PF00777	GO:0006486
PF00779	GO:0035556
PF00781	GO:0007205
PF00782	GO:0006470
PF00788	GO:0007165
PF00790	GO:0006886
PF00793	GO:0009058
PF00795	GO:0006807
PF00796	GO:0015979
PF00797	GO:0008152
PF00799	GO:0006260
PF00800	GO:0009094
PF00809	GO:0042558
PF00810	GO:0006621
PF00811	GO:0007160
PF00813	GO:0009306
PF00815	GO:0000105
PF00815	GO:0055114
PF00816	GO:0006355
PF00817	GO:0006281
PF00819	GO:0044564
PF00821	GO:0006094
PF00825	GO:0008033
PF00827	GO:0006412
PF00830	GO:0006412
PF00831	GO:0006412
PF00832	GO:0006412
PF00833	GO:0006412
PF00834	GO:0005975
PF00836	GO:0031110
PF00837	GO:0055114
PF00840	GO:0005975
PF00841	GO:0007283
PF00845	GO:0046740
PF00847	GO:0006355
PF00848	GO:0019439
PF00848	GO:0055114
PF00849	GO:0001522
PF00849	GO:0009451
PF00851	GO:0006508
PF00852	GO:0006486
PF00853	GO:0006355
PF00854	GO:0006810
PF00857	GO:0008152
PF00858	GO:0006814
PF00859	GO:0006260
PF00859	GO:0006355
PF00860	GO:0006810
PF00860	GO:0055085
PF00861	GO:0006412
PF00862	GO:0005985
PF00863	GO:0006508
PF00864	GO:0006811
PF00865	GO:0001503
PF00865	GO:0007155
PF00866	GO:0006725
PF00866	GO:0055114
PF00868	GO:0018149
PF00871	GO:0008152
PF00871	GO:0016310
PF00872	GO:0006313
PF00873	GO:0006810
PF00874	GO:0006355
PF00878	GO:0006810
PF00879	GO:0006952
PF00883	GO:0006508
PF00884	GO:0008152
PF00885	GO:0009231
PF00886	GO:0006412
PF00888	GO:0006511
PF00889	GO:0006414
PF00895	GO:0015986
PF00904	GO:0031424
PF00906	GO:0009405
PF00907	GO:0006355
PF00908	GO:0009103
PF00909	GO:0015696
PF00913	GO:0020012
PF00916	GO:0008272
PF00919	GO:0009451
PF00920	GO:0008152
PF00923	GO:0005975
PF00924	GO:0055085
PF00925	GO:0009231
PF00926	GO:0009231
PF00927	GO:0018149
PF00928	GO:0006886
PF00928	GO:0016192
PF00930	GO:0006508
PF00933	GO:0005975
PF00935	GO:0006412
PF00939	GO:0006814
PF00939	GO:0055085
PF00940	GO:0006351
PF00941	GO:0055114
PF00942	GO:0005975
PF00944	GO:0006508
PF00946	GO:0006370
PF00947	GO:0006508
PF00947	GO:0016032
PF00950	GO:0006810
PF00954	GO:0048544
PF00955	GO:0006820
PF00956	GO:0006334
PF00957	GO:0016192
PF00958	GO:0006164
PF00958	GO:0006177
PF00959	GO:0009253
PF00959	GO:0016998
PF00960	GO:0006952
PF00961	GO:0006314
PF00963	GO:0000272
PF00964	GO:0006952
PF00964	GO:0009405
PF00967	GO:0042742
PF00967	GO:0050832
PF00969	GO:0006955
PF00969	GO:0019882
PF00975	GO:0009058
PF00977	GO:0000105
PF00978	GO:0006351
PF00979	GO:0019058
PF00982	GO:0005992
PF00984	GO:0055114
PF00985	GO:0007155
PF00986	GO:0006265
PF00989	GO:0006355
PF00993	GO:0006955
PF00993	GO:0019882
PF00994	GO:0006777
PF00995	GO:0006904
PF00995	GO:0016192
PF00999	GO:0006812
PF00999	GO:0055085
PF01000	GO:0006351
PF01004	GO:0019058
PF01006	GO:0016032
PF01007	GO:0006813
PF01008	GO:0044237
PF01010	GO:0042773
PF01010	GO:0055114
PF01015	GO:0006412
PF01016	GO:0006412
PF01017	GO:0006355
PF01017	GO:0007165
PF01019	GO:0006749
PF01020	GO:0006412
PF01022	GO:0006355
PF01024	GO:0019835
PF01024	GO:0050829
PF01025	GO:0006457
PF01028	GO:0006265
PF01029	GO:0006355
PF01033	GO:0006955
PF01035	GO:0006281
PF01043	GO:0017038
PF01044	GO:0007155
PF01047	GO:0006355
PF01048	GO:0009116
PF01049	GO:0007156
PF01050	GO:0005976
PF01051	GO:0006270
PF01055	GO:0005975
PF01056	GO:0006355
PF01057	GO:0019079
PF01058	GO:0055114
PF01059	GO:0006120
PF01059	GO:0055114
PF01063	GO:0008152
PF01066	GO:0008654
PF01068	GO:0006281
PF01068	GO:0006310
PF01073	GO:0006694
PF01073	GO:0055114
PF01074	GO:0005975
PF01075	GO:0008152
PF01076	GO:0006310
PF01077	GO:0055114
PF01078	GO:0015979
PF01078	GO:0015995
PF01079	GO:0006508
PF01081	GO:0008152
PF01082	GO:0055114
PF01083	GO:0008152
PF01084	GO:0006412
PF01085	GO:0007267
PF01085	GO:0007275
PF01086	GO:0006886
PF01086	GO:0016192
PF01087	GO:0006012
PF01088	GO:0006511
PF01090	GO:0006412
PF01092	GO:0006412
PF01093	GO:0008219
PF01095	GO:0042545
PF01096	GO:0006351
PF01097	GO:0006952
PF01098	GO:0051301
PF01104	GO:0016032
PF01105	GO:0006810
PF01106	GO:0016226
PF01109	GO:0006955
PF01110	GO:0040007
PF01111	GO:0007049
PF01113	GO:0009089
PF01113	GO:0055114
PF01114	GO:0007586
PF01114	GO:0016042
PF01115	GO:0051016
PF01116	GO:0005975
PF01117	GO:0009405
PF01118	GO:0055114
PF01119	GO:0006298
PF01120	GO:0005975
PF01121	GO:0015937
PF01122	GO:0015889
PF01123	GO:0009405
PF01126	GO:0006788
PF01126	GO:0055114
PF01128	GO:0008299
PF01129	GO:0006471
PF01130	GO:0007155
PF01131	GO:0006265
PF01132	GO:0006414
PF01133	GO:0007049
PF01134	GO:0008033
PF01135	GO:0006464
PF01136	GO:0006508
PF01139	GO:0006396
PF01142	GO:0001522
PF01142	GO:0009451
PF01144	GO:0008152
PF01149	GO:0006284
PF01154	GO:0008299
PF01155	GO:0006464
PF01157	GO:0006412
PF01158	GO:0006412
PF01159	GO:0006412
PF01160	GO:0007218
PF01165	GO:0006412
PF01166	GO:0006355
PF01174	GO:0006543
PF01174	GO:0042823
PF01176	GO:0006413
PF01177	GO:0006807
PF01179	GO:0009308
PF01179	GO:0055114
PF01180	GO:0006222
PF01180	GO:0055114
PF01182	GO:0005975
PF01183	GO:0009253
PF01183	GO:0016998
PF01186	GO:0055114
PF01191	GO:0006351
PF01192	GO:0006351
PF01193	GO:0006351
PF01194	GO:0006351
PF01196	GO:0006412
PF01197	GO:0006412
PF01198	GO:0006412
PF01199	GO:0006412
PF01200	GO:0006412
PF01204	GO:0005991
PF01207	GO:0008033
PF01207	GO:0055114
PF01208	GO:0006779
PF01210	GO:0046168
PF01210	GO:0055114
PF01212	GO:0006520
PF01213	GO:0007010
PF01218	GO:0006779
PF01218	GO:0055114
PF01219	GO:0008654
PF01221	GO:0007017
PF01225	GO:0009058
PF01226	GO:0006810
PF01228	GO:0008152
PF01229	GO:0005975
PF01232	GO:0055114
PF01235	GO:0006814
PF01235	GO:0032328
PF01238	GO:0005975
PF01239	GO:0018342
PF01241	GO:0015979
PF01243	GO:0055114
PF01244	GO:0006508
PF01245	GO:0006412
PF01247	GO:0006412
PF01249	GO:0006412
PF01250	GO:0006412
PF01251	GO:0006412
PF01252	GO:0006508
PF01253	GO:0006413
PF01254	GO:0007283
PF01263	GO:0005975
PF01264	GO:0009073
PF01266	GO:0055114
PF01267	GO:0051016
PF01268	GO:0009396
PF01269	GO:0006364
PF01269	GO:0008033
PF01270	GO:0005975
PF01272	GO:0032784
PF01274	GO:0006097
PF01278	GO:0006508
PF01280	GO:0006412
PF01282	GO:0006412
PF01283	GO:0006412
PF01285	GO:0006355
PF01287	GO:0006452
PF01287	GO:0045901
PF01287	GO:0045905
PF01288	GO:0009396
PF01289	GO:0009405
PF01290	GO:0007010
PF01291	GO:0006955
PF01293	GO:0006094
PF01294	GO:0006412
PF01295	GO:0006171
PF01297	GO:0030001
PF01301	GO:0005975
PF01303	GO:0007338
PF01304	GO:0031412
PF01306	GO:0006810
PF01311	GO:0006605
PF01312	GO:0009306
PF01313	GO:0009306
PF01314	GO:0055114
PF01316	GO:0006355
PF01316	GO:0006525
PF01326	GO:0016310
PF01329	GO:0006729
PF01330	GO:0006281
PF01330	GO:0006310
PF01331	GO:0006370
PF01331	GO:0006397
PF01333	GO:0015979
PF01335	GO:0042981
PF01338	GO:0009405
PF01339	GO:0000160
PF01339	GO:0006935
PF01340	GO:0006355
PF01340	GO:0006555
PF01341	GO:0030245
PF01343	GO:0006508
PF01346	GO:0006457
PF01347	GO:0006869
PF01348	GO:0006397
PF01350	GO:0016032
PF01350	GO:0016070
PF01352	GO:0006355
PF01353	GO:0008218
PF01355	GO:0019646
PF01361	GO:0006725
PF01364	GO:0006508
PF01365	GO:0070588
PF01366	GO:0016485
PF01366	GO:0019069
PF01369	GO:0032012
PF01371	GO:0006355
PF01373	GO:0000272
PF01374	GO:0005975
PF01375	GO:0009405
PF01376	GO:0009405
PF01379	GO:0033014
PF01380	GO:0005975
PF01384	GO:0006817
PF01386	GO:0006412
PF01396	GO:0006265
PF01397	GO:0008152
PF01400	GO:0006508
PF01401	GO:0006508
PF01402	GO:0006355
PF01404	GO:0048013
PF01405	GO:0015979
PF01407	GO:0016032
PF01409	GO:0043039
PF01411	GO:0006419
PF01412	GO:0032312
PF01414	GO:0007154
PF01415	GO:0006955
PF01416	GO:0001522
PF01416	GO:0009451
PF01418	GO:0006355
PF01420	GO:0006304
PF01421	GO:0006508
PF01422	GO:0006355
PF01427	GO:0006508
PF01430	GO:0006457
PF01431	GO:0006508
PF01432	GO:0006508
PF01434	GO:0006508
PF01435	GO:0006508
PF01441	GO:0006952
PF01442	GO:0006869
PF01442	GO:0042157
PF01446	GO:0006260
PF01450	GO:0009082
PF01450	GO:0055114
PF01457	GO:0006508
PF01457	GO:0007155
PF01458	GO:0016226
PF01459	GO:0055085
PF01465	GO:0000042
PF01466	GO:0006511
PF01467	GO:0009058
PF01468	GO:0009405
PF01474	GO:0009073
PF01475	GO:0006355
PF01480	GO:0006397
PF01483	GO:0006508
PF01486	GO:0006355
PF01491	GO:0016226
PF01493	GO:0008152
PF01493	GO:0055114
PF01496	GO:0015991
PF01498	GO:0006313
PF01498	GO:0015074
PF01499	GO:0019072
PF01502	GO:0000105
PF01504	GO:0046488
PF01507	GO:0008152
PF01509	GO:0006396
PF01510	GO:0009253
PF01513	GO:0006741
PF01513	GO:0008152
PF01515	GO:0008152
PF01520	GO:0009253
PF01522	GO:0005975
PF01524	GO:0019048
PF01524	GO:0060967
PF01525	GO:0006200
PF01525	GO:0019079
PF01526	GO:0006313
PF01527	GO:0006313
PF01530	GO:0006355
PF01531	GO:0005975
PF01534	GO:0007166
PF01536	GO:0006597
PF01536	GO:0008295
PF01544	GO:0030001
PF01544	GO:0055085
PF01545	GO:0006812
PF01545	GO:0055085
PF01546	GO:0008152
PF01547	GO:0006810
PF01548	GO:0006313
PF01552	GO:0018144
PF01553	GO:0008152
PF01554	GO:0006855
PF01554	GO:0055085
PF01555	GO:0006306
PF01557	GO:0008152
PF01558	GO:0055114
PF01561	GO:0030683
PF01562	GO:0006508
PF01565	GO:0055114
PF01566	GO:0006810
PF01567	GO:0030683
PF01568	GO:0055114
PF01573	GO:0046740
PF01577	GO:0006508
PF01578	GO:0017004
PF01580	GO:0007049
PF01580	GO:0007059
PF01580	GO:0051301
PF01581	GO:0007218
PF01582	GO:0007165
PF01583	GO:0000103
PF01584	GO:0006935
PF01584	GO:0007165
PF01586	GO:0006355
PF01586	GO:0007517
PF01591	GO:0006000
PF01592	GO:0016226
PF01593	GO:0055114
PF01599	GO:0006412
PF01600	GO:0019064
PF01601	GO:0046813
PF01601	GO:0061025
PF01602	GO:0006886
PF01602	GO:0016192
PF01603	GO:0007165
PF01607	GO:0006030
PF01609	GO:0006313
PF01610	GO:0006313
PF01612	GO:0006139
PF01613	GO:0055114
PF01618	GO:0006810
PF01620	GO:0016068
PF01621	GO:0007155
PF01623	GO:0006355
PF01624	GO:0006298
PF01625	GO:0055114
PF01627	GO:0000160
PF01628	GO:0006355
PF01630	GO:0005975
PF01632	GO:0006412
PF01634	GO:0000105
PF01635	GO:0019058
PF01640	GO:0006508
PF01641	GO:0055114
PF01642	GO:0008152
PF01643	GO:0006633
PF01644	GO:0006031
PF01645	GO:0006537
PF01645	GO:0055114
PF01648	GO:0009059
PF01649	GO:0006412
PF01650	GO:0006508
PF01652	GO:0006413
PF01655	GO:0006412
PF01660	GO:0006396
PF01660	GO:0080009
PF01664	GO:0007155
PF01664	GO:0019058
PF01664	GO:0019062
PF01667	GO:0006412
PF01670	GO:0000272
PF01671	GO:0042330
PF01678	GO:0009089
PF01680	GO:0042823
PF01687	GO:0009231
PF01691	GO:0043066
PF01692	GO:0030683
PF01698	GO:0006355
PF01699	GO:0055085
PF01701	GO:0015979
PF01702	GO:0006400
PF01702	GO:0008616
PF01704	GO:0008152
PF01708	GO:0046740
PF01712	GO:0006139
PF01715	GO:0008033
PF01716	GO:0015979
PF01716	GO:0042549
PF01717	GO:0009086
PF01719	GO:0006260
PF01721	GO:0042742
PF01723	GO:0007275
PF01723	GO:0007304
PF01726	GO:0006508
PF01728	GO:0032259
PF01729	GO:0009435
PF01730	GO:0006807
PF01733	GO:0006810
PF01734	GO:0006629
PF01735	GO:0009395
PF01737	GO:0015979
PF01737	GO:0042549
PF01741	GO:0006810
PF01742	GO:0006508
PF01742	GO:0009405
PF01743	GO:0006396
PF01745	GO:0009058
PF01749	GO:0006606
PF01752	GO:0006508
PF01755	GO:0009103
PF01756	GO:0006635
PF01756	GO:0055114
PF01761	GO:0009073
PF01762	GO:0006486
PF01763	GO:0006323
PF01764	GO:0006629
PF01769	GO:0006812
PF01770	GO:0006810
PF01774	GO:0006807
PF01775	GO:0006412
PF01776	GO:0006412
PF01777	GO:0006412
PF01779	GO:0006412
PF01780	GO:0006412
PF01781	GO:0006412
PF01782	GO:0006364
PF01783	GO:0006412
PF01786	GO:0055114
PF01787	GO:0006413
PF01788	GO:0015979
PF01789	GO:0015979
PF01790	GO:0009249
PF01790	GO:0042158
PF01793	GO:0006486
PF01797	GO:0006313
PF01799	GO:0055114
PF01801	GO:0016032
PF01804	GO:0017000
PF01805	GO:0006396
PF01806	GO:0006351
PF01806	GO:0019079
PF01807	GO:0006260
PF01808	GO:0006164
PF01810	GO:0006865
PF01817	GO:0046417
PF01828	GO:0006508
PF01829	GO:0006508
PF01830	GO:0006508
PF01831	GO:0006508
PF01834	GO:0000012
PF01842	GO:0008152
PF01845	GO:0006276
PF01853	GO:0006355
PF01855	GO:0055114
PF01857	GO:0051726
PF01858	GO:0051726
PF01862	GO:0006527
PF01866	GO:0017183
PF01868	GO:0006364
PF01868	GO:0006379
PF01868	GO:0008033
PF01872	GO:0009231
PF01872	GO:0055114
PF01873	GO:0006413
PF01874	GO:0016310
PF01876	GO:0008033
PF01880	GO:0055114
PF01885	GO:0006388
PF01888	GO:0009236
PF01890	GO:0009236
PF01891	GO:0000041
PF01896	GO:0006269
PF01899	GO:0006812
PF01900	GO:0008033
PF01903	GO:0009236
PF01907	GO:0006412
PF01912	GO:0042256
PF01913	GO:0006730
PF01915	GO:0005975
PF01916	GO:0008612
PF01917	GO:0006928
PF01920	GO:0006457
PF01921	GO:0006430
PF01922	GO:0006614
PF01929	GO:0006412
PF01943	GO:0000271
PF01958	GO:0006742
PF01958	GO:0019363
PF01958	GO:0055114
PF01959	GO:0009073
PF01959	GO:0055114
PF01960	GO:0006526
PF01964	GO:0009228
PF01967	GO:0006777
PF01974	GO:0006388
PF01977	GO:0006744
PF01990	GO:0034220
PF01991	GO:0015991
PF01993	GO:0015948
PF01993	GO:0055114
PF01994	GO:0002128
PF02005	GO:0008033
PF02007	GO:0006730
PF02011	GO:0030245
PF02015	GO:0005975
PF02017	GO:0006915
PF02023	GO:0006355
PF02024	GO:0007165
PF02025	GO:0006955
PF02028	GO:0006810
PF02031	GO:0006508
PF02033	GO:0006364
PF02035	GO:0042381
PF02038	GO:0006811
PF02040	GO:0015700
PF02043	GO:0015979
PF02044	GO:0007218
PF02045	GO:0006355
PF02048	GO:0009405
PF02049	GO:0071973
PF02052	GO:0042742
PF02055	GO:0006665
PF02056	GO:0005975
PF02057	GO:0006683
PF02059	GO:0006955
PF02060	GO:0006811
PF02064	GO:0006605
PF02064	GO:0006886
PF02065	GO:0005975
PF02070	GO:0006940
PF02071	GO:0006886
PF02072	GO:0007218
PF02072	GO:0007631
PF02073	GO:0006508
PF02074	GO:0006508
PF02075	GO:0006281
PF02075	GO:0006310
PF02076	GO:0007186
PF02079	GO:0007283
PF02080	GO:0006813
PF02083	GO:0008217
PF02083	GO:0042312
PF02084	GO:0007342
PF02086	GO:0032775
PF02088	GO:0007155
PF02088	GO:0030193
PF02089	GO:0006464
PF02091	GO:0006426
PF02092	GO:0006426
PF02093	GO:0019068
PF02096	GO:0051205
PF02102	GO:0006508
