pfamA_acc	term
PF01479	GO:0003723
PF01483	GO:0004252
PF01484	GO:0042302
PF01485	GO:0008270
PF01486	GO:0003700
PF01487	GO:0003855
PF01491	GO:0008199
PF01493	GO:0016491
PF01496	GO:0015078
PF01497	GO:0005488
PF01498	GO:0003677
PF01498	GO:0004803
PF01501	GO:0016757
PF01502	GO:0004635
PF01504	GO:0016307
PF01506	GO:0003968
PF01506	GO:0004197
PF01506	GO:0004252
PF01506	GO:0017111
PF01507	GO:0003824
PF01510	GO:0008745
PF01513	GO:0003951
PF01515	GO:0016746
PF01516	GO:0005198
PF01517	GO:0003723
PF01518	GO:0003727
PF01518	GO:0003968
PF01520	GO:0008745
PF01522	GO:0016810
PF01525	GO:0000287
PF01525	GO:0016887
PF01526	GO:0004803
PF01527	GO:0003677
PF01527	GO:0004803
PF01529	GO:0008270
PF01530	GO:0003700
PF01530	GO:0008270
PF01531	GO:0008107
PF01532	GO:0004571
PF01532	GO:0005509
PF01536	GO:0004014
PF01538	GO:0003968
PF01538	GO:0004197
PF01538	GO:0004252
PF01538	GO:0016817
PF01538	GO:0017111
PF01538	GO:0070008
PF01542	GO:0005198
PF01543	GO:0005198
PF01544	GO:0046873
PF01545	GO:0008324
PF01546	GO:0016787
PF01547	GO:0005215
PF01548	GO:0003677
PF01548	GO:0004803
PF01552	GO:0000166
PF01552	GO:0003968
PF01552	GO:0005198
PF01552	GO:0008233
PF01552	GO:0008234
PF01552	GO:0016740
PF01552	GO:0016779
PF01552	GO:0016787
PF01553	GO:0016746
PF01554	GO:0015238
PF01554	GO:0015297
PF01555	GO:0003677
PF01555	GO:0008170
PF01557	GO:0003824
PF01558	GO:0016903
PF01559	GO:0045735
PF01562	GO:0004222
PF01562	GO:0008270
PF01563	GO:0004252
PF01564	GO:0003824
PF01565	GO:0008762
PF01565	GO:0016491
PF01565	GO:0050660
PF01566	GO:0005215
PF01568	GO:0016491
PF01568	GO:0030151
PF01569	GO:0003824
PF01576	GO:0003774
PF01577	GO:0004197
PF01578	GO:0020037
PF01580	GO:0000166
PF01580	GO:0003677
PF01580	GO:0005524
PF01582	GO:0005515
PF01583	GO:0004020
PF01583	GO:0005524
PF01584	GO:0004871
PF01585	GO:0003676
PF01586	GO:0003677
PF01588	GO:0000049
PF01589	GO:0004252
PF01590	GO:0005515
PF01591	GO:0003873
PF01591	GO:0005524
PF01592	GO:0005506
PF01592	GO:0051536
PF01593	GO:0016491
PF01596	GO:0008171
PF01599	GO:0003735
PF01603	GO:0008601
PF01607	GO:0008061
PF01608	GO:0003779
PF01609	GO:0003677
PF01609	GO:0004803
PF01610	GO:0003677
PF01610	GO:0004803
PF01612	GO:0003676
PF01612	GO:0008408
PF01613	GO:0010181
PF01613	GO:0016491
PF01613	GO:0042602
PF01618	GO:0008565
PF01623	GO:0003676
PF01624	GO:0005524
PF01624	GO:0030983
PF01625	GO:0008113
PF01627	GO:0004871
PF01628	GO:0003677
PF01630	GO:0004415
PF01632	GO:0003735
PF01634	GO:0003879
PF01637	GO:0005524
PF01640	GO:0008234
PF01641	GO:0033743
PF01642	GO:0016866
PF01642	GO:0031419
PF01643	GO:0016790
PF01644	GO:0004100
PF01645	GO:0015930
PF01645	GO:0016638
PF01648	GO:0000287
PF01648	GO:0008897
PF01649	GO:0003723
PF01649	GO:0003735
PF01650	GO:0004197
PF01652	GO:0003723
PF01652	GO:0003743
PF01653	GO:0003911
PF01655	GO:0003735
PF01660	GO:0003723
PF01660	GO:0008174
PF01663	GO:0003824
PF01665	GO:0003723
PF01667	GO:0003735
PF01668	GO:0003723
PF01669	GO:0019911
PF01670	GO:0008810
PF01674	GO:0016787
PF01676	GO:0003824
PF01676	GO:0046872
PF01678	GO:0008837
PF01686	GO:0005198
PF01687	GO:0008531
PF01691	GO:0005521
PF01694	GO:0004252
PF01695	GO:0005524
PF01698	GO:0003677
PF01700	GO:0005198
PF01702	GO:0008479
PF01704	GO:0070569
PF01712	GO:0005524
PF01712	GO:0019206
PF01715	GO:0005524
PF01716	GO:0005509
PF01717	GO:0003871
PF01717	GO:0008270
PF01719	GO:0003677
PF01719	GO:0003916
PF01723	GO:0005213
PF01725	GO:0016787
PF01726	GO:0004252
PF01728	GO:0008168
PF01729	GO:0004514
PF01730	GO:0016151
PF01731	GO:0004064
PF01733	GO:0005337
PF01735	GO:0004620
PF01736	GO:0003677
PF01738	GO:0016787
PF01741	GO:0005216
PF01742	GO:0004222
PF01743	GO:0003723
PF01743	GO:0016779
PF01745	GO:0004161
PF01747	GO:0004781
PF01749	GO:0008565
PF01750	GO:0008047
PF01750	GO:0008233
PF01752	GO:0004252
PF01752	GO:0008270
PF01754	GO:0003677
PF01754	GO:0008270
PF01756	GO:0003997
PF01757	GO:0016747
PF01761	GO:0003856
PF01762	GO:0008378
PF01766	GO:0005198
PF01767	GO:0005198
PF01769	GO:0008324
PF01771	GO:0003677
PF01771	GO:0004527
PF01774	GO:0016151
PF01775	GO:0003735
PF01776	GO:0003735
PF01777	GO:0003735
PF01779	GO:0003735
PF01780	GO:0003735
PF01781	GO:0003735
PF01783	GO:0003735
PF01786	GO:0009916
PF01787	GO:0003723
PF01789	GO:0005509
PF01790	GO:0016757
PF01791	GO:0016829
PF01793	GO:0000030
PF01795	GO:0008168
PF01797	GO:0003677
PF01797	GO:0004803
PF01799	GO:0016491
PF01799	GO:0046872
PF01802	GO:0005198
PF01804	GO:0016787
PF01805	GO:0003723
PF01806	GO:0003723
PF01806	GO:0003968
PF01807	GO:0003677
PF01807	GO:0003896
PF01807	GO:0008270
PF01808	GO:0003937
PF01808	GO:0004643
PF01813	GO:0042626
PF01818	GO:0003723
PF01819	GO:0005198
PF01828	GO:0004190
PF01829	GO:0004190
PF01830	GO:0004197
PF01831	GO:0003968
PF01831	GO:0008234
PF01832	GO:0004040
PF01833	GO:0005515
PF01834	GO:0003684
PF01835	GO:0004866
PF01842	GO:0016597
PF01844	GO:0003676
PF01844	GO:0004519
PF01845	GO:0008657
PF01852	GO:0008289
PF01853	GO:0016747
PF01855	GO:0016491
PF01862	GO:0008792
PF01868	GO:0003723
PF01868	GO:0004540
PF01872	GO:0008703
PF01873	GO:0003743
PF01874	GO:0005524
PF01874	GO:0046917
PF01876	GO:0004540
PF01880	GO:0005506
PF01880	GO:0016491
PF01881	GO:0016788
PF01884	GO:0016765
PF01885	GO:0016772
PF01888	GO:0016740
PF01896	GO:0003896
PF01899	GO:0008324
PF01900	GO:0004540
PF01903	GO:0016852
PF01907	GO:0003735
PF01909	GO:0016779
PF01912	GO:0043022
PF01913	GO:0016740
PF01915	GO:0004553
PF01917	GO:0005198
PF01918	GO:0003676
PF01920	GO:0051082
PF01921	GO:0000166
PF01921	GO:0004824
PF01921	GO:0005524
PF01922	GO:0008312
PF01924	GO:0046872
PF01926	GO:0005525
PF01929	GO:0003735
PF01958	GO:0016491
PF01959	GO:0003856
PF01959	GO:0016491
PF01960	GO:0004358
PF01964	GO:0051536
PF01968	GO:0016787
PF01974	GO:0000213
PF01975	GO:0016787
PF01977	GO:0016831
PF01979	GO:0016787
PF01981	GO:0004045
PF01982	GO:0016773
PF01983	GO:0016779
PF01984	GO:0003677
PF01985	GO:0003723
PF01991	GO:0046961
PF01993	GO:0008901
PF01994	GO:0008175
PF01997	GO:0043565
PF02005	GO:0003723
PF02005	GO:0004809
PF02007	GO:0008168
PF02008	GO:0003677
PF02008	GO:0008270
PF02011	GO:0004553
PF02011	GO:0008810
PF02015	GO:0008810
PF02018	GO:0016798
PF02020	GO:0005515
PF02022	GO:0008270
PF02023	GO:0003700
PF02024	GO:0005179
PF02025	GO:0005137
PF02025	GO:0008083
PF02028	GO:0005215
PF02031	GO:0004222
PF02031	GO:0008270
PF02038	GO:0005216
PF02040	GO:0015105
PF02041	GO:0004872
PF02045	GO:0003700
PF02046	GO:0004129
PF02049	GO:0003774
PF02049	GO:0005198
PF02053	GO:0008270
PF02055	GO:0004348
PF02056	GO:0004553
PF02057	GO:0004336
PF02058	GO:0030250
PF02059	GO:0005135
PF02059	GO:0008083
PF02060	GO:0005249
PF02063	GO:0005516
PF02065	GO:0004553
PF02066	GO:0005507
PF02067	GO:0046872
PF02068	GO:0008270
PF02069	GO:0046872
PF02073	GO:0004177
PF02074	GO:0004181
PF02075	GO:0004520
PF02076	GO:0004932
PF02079	GO:0003677
PF02080	GO:0008324
PF02083	GO:0005179
PF02085	GO:0009055
PF02085	GO:0020037
PF02086	GO:0009007
PF02087	GO:0051381
PF02087	GO:0070026
PF02089	GO:0008474
PF02091	GO:0000166
PF02091	GO:0004820
PF02091	GO:0005524
PF02092	GO:0000166
PF02092	GO:0004820
PF02092	GO:0005524
PF02095	GO:0005199
PF02099	GO:0008242
PF02100	GO:0004857
PF02100	GO:0008073
PF02102	GO:0004222
PF02107	GO:0003774
PF02109	GO:0004579
PF02110	GO:0004417
PF02112	GO:0004115
PF02113	GO:0004185
PF02115	GO:0005094
PF02116	GO:0004932
PF02117	GO:0004930
PF02118	GO:0004888
PF02119	GO:0005198
PF02122	GO:0004252
PF02123	GO:0003723
PF02123	GO:0003968
PF02126	GO:0008270
PF02127	GO:0004177
PF02127	GO:0008270
PF02128	GO:0004222
PF02128	GO:0008270
PF02129	GO:0016787
PF02130	GO:0004222
PF02133	GO:0015205
PF02134	GO:0005524
PF02134	GO:0008641
PF02135	GO:0003712
PF02135	GO:0004402
PF02135	GO:0008270
PF02137	GO:0003723
PF02137	GO:0004000
PF02140	GO:0030246
PF02145	GO:0005096
PF02146	GO:0070403
PF02148	GO:0008270
PF02150	GO:0003677
PF02150	GO:0003899
PF02151	GO:0005515
PF02152	GO:0004150
PF02153	GO:0004665
PF02153	GO:0008977
PF02154	GO:0003774
PF02155	GO:0003677
PF02155	GO:0004883
PF02155	GO:0005496
PF02156	GO:0008810
PF02156	GO:0016985
PF02158	GO:0005102
PF02159	GO:0003677
PF02159	GO:0005496
PF02159	GO:0030284
PF02160	GO:0004190
PF02161	GO:0003677
PF02161	GO:0003707
PF02161	GO:0005496
PF02163	GO:0004222
PF02166	GO:0003677
PF02166	GO:0004882
PF02166	GO:0005496
PF02167	GO:0005506
PF02167	GO:0009055
PF02167	GO:0020037
PF02170	GO:0005515
PF02171	GO:0005515
PF02172	GO:0003712
PF02173	GO:0005515
PF02174	GO:0005158
PF02175	GO:0004888
PF02177	GO:0008201
PF02178	GO:0003677
PF02179	GO:0051087
PF02182	GO:0042393
PF02183	GO:0003700
PF02183	GO:0043565
PF02188	GO:0030695
PF02189	GO:0004888
PF02190	GO:0004176
PF02191	GO:0005515
PF02196	GO:0005057
PF02198	GO:0043565
PF02200	GO:0003700
PF02201	GO:0005515
PF02203	GO:0004888
PF02205	GO:0003779
PF02207	GO:0008270
PF02209	GO:0003779
PF02211	GO:0018822
PF02212	GO:0003924
PF02212	GO:0005525
PF02213	GO:0005515
PF02216	GO:0019865
PF02217	GO:0003688
PF02219	GO:0004489
PF02224	GO:0004127
PF02224	GO:0005524
PF02226	GO:0005198
PF02228	GO:0005198
PF02229	GO:0003677
PF02229	GO:0003713
PF02230	GO:0016787
PF02232	GO:0003677
PF02233	GO:0008750
PF02233	GO:0050661
PF02234	GO:0004861
PF02236	GO:0003677
PF02238	GO:0004129
PF02238	GO:0009055
PF02240	GO:0050524
PF02241	GO:0050524
PF02244	GO:0004180
PF02245	GO:0003677
PF02245	GO:0003905
PF02247	GO:0005198
PF02249	GO:0050524
PF02253	GO:0004620
PF02257	GO:0003677
PF02259	GO:0005515
PF02260	GO:0005515
PF02261	GO:0004068
PF02262	GO:0004871
PF02263	GO:0003924
PF02263	GO:0005525
PF02265	GO:0003676
PF02265	GO:0004519
PF02267	GO:0003953
PF02270	GO:0005524
PF02272	GO:0003676
PF02273	GO:0016746
PF02274	GO:0016813
PF02276	GO:0005506
PF02276	GO:0009055
PF02276	GO:0020037
PF02277	GO:0008939
PF02278	GO:0016829
PF02282	GO:0003677
PF02283	GO:0000166
PF02283	GO:0043752
PF02284	GO:0004129
PF02285	GO:0004129
PF02286	GO:0016836
PF02286	GO:0031419
PF02286	GO:0050215
PF02289	GO:0018759
PF02290	GO:0008312
PF02290	GO:0030942
PF02294	GO:0003677
PF02294	GO:0004521
PF02295	GO:0003723
PF02295	GO:0003726
PF02297	GO:0004129
PF02298	GO:0009055
PF02302	GO:0008982
PF02303	GO:0003697
PF02305	GO:0005198
PF02310	GO:0031419
PF02310	GO:0046872
PF02312	GO:0003713
PF02315	GO:0004022
PF02316	GO:0003677
PF02317	GO:0016491
PF02317	GO:0050662
PF02318	GO:0017137
PF02319	GO:0003700
PF02321	GO:0005215
PF02323	GO:0005179
PF02324	GO:0046527
PF02329	GO:0004398
PF02331	GO:0043027
PF02333	GO:0016158
PF02334	GO:0003677
PF02335	GO:0042279
PF02336	GO:0005198
PF02337	GO:0005198
PF02344	GO:0003700
PF02347	GO:0004375
PF02354	GO:0004930
PF02358	GO:0003824
PF02362	GO:0003677
PF02364	GO:0003843
PF02365	GO:0003677
PF02366	GO:0000030
PF02371	GO:0003677
PF02371	GO:0004803
PF02372	GO:0005126
PF02376	GO:0003677
PF02378	GO:0008982
PF02382	GO:0005509
PF02383	GO:0042578
PF02384	GO:0003677
PF02384	GO:0008170
PF02386	GO:0008324
PF02388	GO:0016755
PF02390	GO:0008176
PF02394	GO:0005149
PF02395	GO:0004252
PF02399	GO:0003688
PF02399	GO:0005524
PF02401	GO:0046872
PF02401	GO:0051745
PF02404	GO:0005173
PF02406	GO:0004497
PF02407	GO:0016779
PF02407	GO:0016888
PF02407	GO:0042624
PF02411	GO:0015097
PF02412	GO:0005509
PF02416	GO:0008565
PF02417	GO:0015109
PF02421	GO:0005525
PF02421	GO:0015093
PF02422	GO:0005200
PF02428	GO:0004867
PF02431	GO:0016872
PF02434	GO:0016757
PF02435	GO:0050053
PF02441	GO:0003824
PF02445	GO:0008987
PF02445	GO:0051539
PF02446	GO:0004134
PF02447	GO:0015128
PF02449	GO:0004565
PF02450	GO:0008374
PF02452	GO:0003677
PF02458	GO:0016747
PF02459	GO:0003677
PF02460	GO:0008158
PF02462	GO:0015288
PF02472	GO:0005215
PF02474	GO:0016746
PF02475	GO:0016740
PF02478	GO:0003968
PF02485	GO:0008375
PF02486	GO:0003677
PF02486	GO:0003916
PF02491	GO:0005515
PF02501	GO:0008565
PF02502	GO:0016853
PF02504	GO:0003824
PF02504	GO:0016747
PF02509	GO:0003723
PF02511	GO:0050660
PF02511	GO:0050797
PF02515	GO:0003824
PF02516	GO:0004576
PF02522	GO:0046353
PF02527	GO:0008649
PF02530	GO:0015288
PF02535	GO:0046873
PF02536	GO:0003690
PF02538	GO:0003824
PF02542	GO:0008685
PF02543	GO:0003824
PF02544	GO:0016627
PF02547	GO:0016740
PF02547	GO:0016853
PF02548	GO:0003864
PF02550	GO:0003824
PF02553	GO:0015087
PF02556	GO:0051082
PF02557	GO:0008233
PF02558	GO:0008677
PF02562	GO:0005524
PF02563	GO:0015159
PF02567	GO:0003824
PF02568	GO:0004810
PF02569	GO:0004592
PF02570	GO:0016993
PF02571	GO:0016994
PF02572	GO:0005524
PF02572	GO:0008817
PF02574	GO:0008898
PF02577	GO:0004518
PF02580	GO:0016788
PF02581	GO:0004789
PF02590	GO:0008168
PF02595	GO:0008887
PF02599	GO:0003723
PF02600	GO:0015035
PF02601	GO:0008855
PF02602	GO:0004852
PF02603	GO:0000155
PF02603	GO:0004672
PF02603	GO:0005524
PF02606	GO:0005524
PF02606	GO:0009029
PF02607	GO:0008705
PF02607	GO:0031419
PF02607	GO:0046872
PF02609	GO:0008855
PF02610	GO:0008733
PF02611	GO:0008715
PF02614	GO:0008880
PF02615	GO:0016491
PF02627	GO:0051920
PF02628	GO:0016627
PF02629	GO:0048037
PF02632	GO:0015225
PF02634	GO:0008863
PF02637	GO:0016884
PF02649	GO:0003933
PF02652	GO:0015129
PF02653	GO:0005215
PF02654	GO:0008818
PF02655	GO:0005524
PF02655	GO:0046872
PF02660	GO:0043772
PF02664	GO:0005506
PF02664	GO:0043768
PF02665	GO:0008940
PF02666	GO:0004609
PF02668	GO:0016491
PF02669	GO:0008556
PF02670	GO:0070402
PF02673	GO:0050380
PF02675	GO:0004014
PF02684	GO:0008915
PF02685	GO:0004340
PF02685	GO:0005524
PF02689	GO:0004386
PF02689	GO:0005524
PF02690	GO:0015321
PF02701	GO:0003677
PF02702	GO:0000155
PF02702	GO:0004673
PF02705	GO:0015079
PF02710	GO:0016788
PF02710	GO:0046789
PF02727	GO:0005507
PF02727	GO:0008131
PF02727	GO:0048038
PF02728	GO:0005507
PF02728	GO:0008131
PF02728	GO:0048038
PF02729	GO:0016743
PF02730	GO:0016491
PF02730	GO:0016625
PF02730	GO:0051536
PF02732	GO:0003677
PF02732	GO:0004518
PF02733	GO:0004371
PF02734	GO:0004371
PF02735	GO:0003677
PF02736	GO:0003774
PF02736	GO:0005524
PF02737	GO:0003857
PF02737	GO:0016491
PF02738	GO:0016491
PF02739	GO:0003677
PF02740	GO:0008047
PF02741	GO:0016740
PF02742	GO:0046914
PF02742	GO:0046983
PF02744	GO:0008108
PF02745	GO:0050524
PF02747	GO:0003677
PF02749	GO:0016763
PF02761	GO:0005509
PF02765	GO:0003677
PF02767	GO:0003887
PF02767	GO:0008408
PF02768	GO:0003677
PF02768	GO:0003887
PF02768	GO:0008408
PF02770	GO:0003995
PF02771	GO:0016627
PF02771	GO:0050660
PF02772	GO:0004478
PF02773	GO:0004478
PF02774	GO:0003942
PF02774	GO:0016620
PF02774	GO:0046983
PF02775	GO:0003824
PF02775	GO:0030976
PF02776	GO:0030976
PF02777	GO:0004784
PF02777	GO:0046872
PF02778	GO:0000213
PF02780	GO:0003824
PF02781	GO:0004345
PF02781	GO:0050661
PF02782	GO:0016773
PF02783	GO:0050524
PF02784	GO:0003824
PF02785	GO:0016874
PF02786	GO:0005524
PF02788	GO:0000287
PF02788	GO:0016984
PF02789	GO:0004177
PF02793	GO:0004930
PF02794	GO:0016746
PF02796	GO:0000150
PF02796	GO:0003677
PF02797	GO:0016746
PF02798	GO:0005515
PF02799	GO:0004379
PF02800	GO:0016620
PF02803	GO:0016747
PF02805	GO:0003677
PF02805	GO:0008168
PF02805	GO:0008270
PF02806	GO:0003824
PF02806	GO:0043169
PF02807	GO:0016301
PF02807	GO:0016772
PF02811	GO:0003824
PF02812	GO:0016491
PF02816	GO:0004674
PF02816	GO:0005524
PF02817	GO:0016746
PF02819	GO:0008200
PF02822	GO:0004867
PF02823	GO:0046933
PF02823	GO:0046961
PF02826	GO:0051287
PF02827	GO:0004862
PF02829	GO:0036094
PF02833	GO:0016462
PF02836	GO:0004553
PF02837	GO:0004553
PF02839	GO:0004553
PF02839	GO:0030246
PF02841	GO:0003924
PF02841	GO:0005525
PF02843	GO:0004637
PF02844	GO:0004637
PF02845	GO:0005515
PF02854	GO:0003723
PF02854	GO:0005515
PF02862	GO:0046872
PF02863	GO:0034618
PF02864	GO:0003700
PF02864	GO:0004871
PF02865	GO:0003700
PF02865	GO:0004871
PF02866	GO:0016616
PF02868	GO:0004222
PF02870	GO:0003908
PF02872	GO:0016787
PF02873	GO:0008762
PF02875	GO:0005524
PF02875	GO:0016874
PF02877	GO:0003950
PF02878	GO:0016868
PF02879	GO:0016868
PF02880	GO:0016868
PF02881	GO:0005525
PF02882	GO:0003824
PF02882	GO:0004488
PF02884	GO:0016829
PF02886	GO:0008289
PF02888	GO:0005516
PF02888	GO:0015269
PF02891	GO:0008270
PF02892	GO:0003677
PF02894	GO:0016491
PF02895	GO:0000155
PF02895	GO:0004673
PF02896	GO:0016772
PF02897	GO:0004252
PF02897	GO:0070008
PF02898	GO:0004517
PF02899	GO:0003677
PF02900	GO:0008198
PF02900	GO:0016491
PF02901	GO:0003824
PF02902	GO:0008234
PF02903	GO:0004553
PF02905	GO:0003677
PF02905	GO:0003688
PF02907	GO:0008236
PF02910	GO:0016491
PF02911	GO:0016742
PF02912	GO:0000166
PF02912	GO:0004826
PF02912	GO:0005524
PF02913	GO:0003824
PF02913	GO:0050660
PF02914	GO:0003677
PF02914	GO:0004803
PF02915	GO:0016491
PF02915	GO:0046872
PF02917	GO:0003950
PF02919	GO:0003677
PF02919	GO:0003917
PF02920	GO:0003677
PF02920	GO:0008907
PF02921	GO:0008121
PF02922	GO:0004553
PF02926	GO:0003723
PF02927	GO:0008810
PF02929	GO:0004565
PF02931	GO:0005230
PF02934	GO:0016874
PF02935	GO:0004129
PF02936	GO:0004129
PF02937	GO:0004129
PF02939	GO:0008121
PF02940	GO:0004651
PF02943	GO:0016730
PF02944	GO:0003677
PF02947	GO:0005125
PF02949	GO:0004984
PF02949	GO:0005549
PF02950	GO:0008200
PF02951	GO:0004363
PF02952	GO:0008736
PF02954	GO:0043565
PF02955	GO:0004363
PF02955	GO:0005524
PF02961	GO:0003677
PF02962	GO:0008704
PF02963	GO:0000287
PF02963	GO:0003677
PF02963	GO:0009036
PF02964	GO:0015049
PF02965	GO:0008705
PF02970	GO:0051082
PF02971	GO:0005542
PF02971	GO:0016740
PF02973	GO:0004308
PF02975	GO:0016638
PF02976	GO:0003677
PF02976	GO:0004519
PF02978	GO:0008312
PF02979	GO:0003824
PF02979	GO:0046914
PF02980	GO:0003677
PF02980	GO:0009036
PF02981	GO:0003677
PF02981	GO:0009036
PF02982	GO:0030411
PF02983	GO:0008236
PF02985	GO:0005515
PF02988	GO:0004859
PF03002	GO:0005179
PF03007	GO:0004144
PF03012	GO:0003968
PF03014	GO:0005198
PF03015	GO:0080019
PF03028	GO:0003777
PF03030	GO:0004427
PF03030	GO:0009678
PF03031	GO:0005515
PF03033	GO:0016758
PF03039	GO:0005143
PF03039	GO:0008083
PF03047	GO:0005186
PF03051	GO:0004197
PF03054	GO:0016740
PF03059	GO:0030410
PF03060	GO:0018580
PF03063	GO:0016491
PF03065	GO:0003824
PF03068	GO:0004668
PF03068	GO:0005509
PF03069	GO:0016811
PF03071	GO:0008375
PF03074	GO:0004357
PF03079	GO:0010309
PF03088	GO:0016844
PF03089	GO:0003677
PF03095	GO:0019211
PF03104	GO:0003887
PF03106	GO:0003700
PF03106	GO:0043565
PF03110	GO:0003677
PF03114	GO:0005515
PF03118	GO:0003677
PF03118	GO:0003899
PF03119	GO:0003911
PF03120	GO:0003911
PF03121	GO:0003896
PF03122	GO:0005198
PF03123	GO:0003723
PF03126	GO:0003677
PF03131	GO:0003677
PF03135	GO:0005524
PF03137	GO:0005215
PF03139	GO:0016163
PF03141	GO:0008168
PF03143	GO:0005525
PF03144	GO:0005525
PF03146	GO:0043236
PF03147	GO:0000049
PF03147	GO:0000287
PF03147	GO:0004826
PF03147	GO:0005524
PF03150	GO:0016491
PF03155	GO:0016758
PF03157	GO:0045735
PF03159	GO:0003676
PF03159	GO:0004527
PF03161	GO:0004519
PF03171	GO:0016491
PF03171	GO:0016706
PF03175	GO:0000166
PF03175	GO:0003677
PF03175	GO:0003887
PF03175	GO:0008408
PF03178	GO:0003676
PF03184	GO:0003676
PF03185	GO:0015269
PF03186	GO:0048472
PF03193	GO:0003924
PF03193	GO:0005525
PF03194	GO:0003729
PF03199	GO:0004363
PF03199	GO:0005524
PF03200	GO:0004573
PF03201	GO:0018537
PF03201	GO:0047068
PF03211	GO:0030570
PF03214	GO:0016866
PF03219	GO:0005471
PF03219	GO:0005524
PF03223	GO:0015078
PF03224	GO:0046961
PF03234	GO:0019901
PF03239	GO:0005381
PF03243	GO:0018836
PF03246	GO:0003723
PF03250	GO:0005523
PF03253	GO:0015204
PF03254	GO:0008107
PF03255	GO:0003989
PF03261	GO:0016534
PF03265	GO:0004531
PF03271	GO:0008017
PF03275	GO:0008767
PF03279	GO:0016746
PF03280	GO:0051082
PF03293	GO:0003677
PF03293	GO:0003899
PF03294	GO:0003700
PF03298	GO:0005179
PF03301	GO:0004833
PF03301	GO:0020037
PF03306	GO:0047605
PF03309	GO:0004594
PF03310	GO:0003677
PF03315	GO:0003941
PF03315	GO:0051539
PF03320	GO:0042132
PF03325	GO:0030337
PF03327	GO:0003677
PF03328	GO:0003824
PF03331	GO:0008759
PF03332	GO:0004615
PF03334	GO:0005451
PF03335	GO:0005198
PF03341	GO:0004482
PF03345	GO:0004579
PF03352	GO:0008725
PF03358	GO:0016491
PF03360	GO:0015018
PF03367	GO:0008270
PF03368	GO:0016891
PF03370	GO:0005515
PF03373	GO:0019865
PF03374	GO:0003677
PF03378	GO:0005515
PF03379	GO:0015232
PF03390	GO:0008514
PF03391	GO:0005198
PF03395	GO:0005198
PF03396	GO:0003677
PF03396	GO:0003899
PF03400	GO:0003677
PF03400	GO:0004803
PF03402	GO:0016503
PF03403	GO:0003847
PF03404	GO:0016491
PF03404	GO:0030151
PF03405	GO:0045300
PF03410	GO:0004222
PF03410	GO:0008270
PF03411	GO:0004252
PF03412	GO:0005524
PF03412	GO:0008233
PF03414	GO:0016758
PF03418	GO:0008233
PF03419	GO:0004190
PF03422	GO:0030246
PF03423	GO:2001070
PF03424	GO:0008810
PF03425	GO:0008810
PF03427	GO:0004568
PF03431	GO:0003968
PF03435	GO:0016491
PF03441	GO:0003913
PF03444	GO:0003677
PF03445	GO:0008773
PF03446	GO:0004616
PF03447	GO:0016491
PF03447	GO:0050661
PF03449	GO:0003677
PF03459	GO:0005215
PF03459	GO:0005524
PF03459	GO:0016820
PF03460	GO:0016491
PF03462	GO:0016149
PF03473	GO:0003824
PF03473	GO:0030151
PF03473	GO:0030170
PF03483	GO:0003723
PF03483	GO:0004826
PF03484	GO:0000287
PF03484	GO:0003723
PF03484	GO:0005524
PF03485	GO:0000166
PF03485	GO:0004814
PF03485	GO:0005524
PF03488	GO:0005179
PF03490	GO:0047396
PF03491	GO:0005335
PF03492	GO:0008168
PF03493	GO:0015269
PF03497	GO:0008294
PF03503	GO:0005201
PF03504	GO:0005201
PF03510	GO:0004197
PF03512	GO:0009044
PF03513	GO:0015643
PF03516	GO:0005198
PF03521	GO:0005249
PF03522	GO:0005215
PF03523	GO:0005044
PF03526	GO:0015643
PF03528	GO:0005096
PF03528	GO:0008083
PF03529	GO:0003700
PF03530	GO:0016286
PF03533	GO:0003677
PF03539	GO:0004190
PF03542	GO:0005096
PF03543	GO:0004197
PF03549	GO:0005515
PF03552	GO:0016760
PF03561	GO:0004037
PF03562	GO:0004553
PF03567	GO:0008146
PF03568	GO:0008233
PF03572	GO:0008236
PF03573	GO:0015288
PF03574	GO:0003677
PF03574	GO:0004252
PF03575	GO:0008236
PF03577	GO:0016805
PF03583	GO:0004806
PF03586	GO:0004197
PF03586	GO:0008242
PF03587	GO:0008168
PF03588	GO:0008914
PF03589	GO:0003677
PF03590	GO:0004071
PF03594	GO:0042925
PF03598	GO:0018492
PF03602	GO:0008168
PF03603	GO:0003887
PF03603	GO:0008408
PF03604	GO:0003677
PF03604	GO:0003899
PF03605	GO:0015556
PF03612	GO:0008982
PF03614	GO:0003700
PF03615	GO:0003677
PF03616	GO:0015501
PF03618	GO:0005524
PF03618	GO:0016772
PF03623	GO:0004713
PF03623	GO:0004871
PF03627	GO:0030246
PF03630	GO:0004594
PF03630	GO:0005524
PF03632	GO:0003824
PF03636	GO:0003824
PF03639	GO:0052861
PF03639	GO:0052862
PF03644	GO:0033925
PF03648	GO:0046559
PF03652	GO:0016788
PF03662	GO:0016798
PF03664	GO:0046556
PF03668	GO:0005524
PF03678	GO:0005198
PF03702	GO:0005524
PF03702	GO:0016773
PF03709	GO:0016831
PF03710	GO:0008882
PF03711	GO:0003824
PF03714	GO:0030246
PF03717	GO:0008658
PF03718	GO:0004553
PF03719	GO:0003735
PF03720	GO:0016616
PF03720	GO:0051287
PF03721	GO:0016616
PF03721	GO:0051287
PF03726	GO:0000175
