sunid	term	fdr	score
53118	GO:0070013	0	14.46
53118	GO:0005622	9.009e-06	4.61
53118	GO:0043231	0	68.04
53118	GO:0044464	0	70.1
53118	GO:0043601	0	68.04
53118	GO:0031251	2.658e-14	35.55
53118	GO:0043596	0	55.92
53118	GO:0044428	0	13.87
53118	GO:0043232	1.152e-14	8.34
53118	GO:0044446	1.477e-06	4.99
53118	GO:0044427	2.023e-12	9
53118	GO:0044422	3.757e-10	7.11
53118	GO:0000178	1.86e-11	15.23
53118	GO:0000109	0	33.76
53118	GO:0043625	2.662e-08	11.83
53118	GO:0000228	9.106e-11	8.01
53118	GO:0043226	5.875e-06	4.78
53118	GO:0043229	0	68.04
53118	GO:0043233	0	14.37
53118	GO:0032993	0	40.03
53118	GO:0016035	4.481e-10	20.04
53118	GO:0031981	0	16.14
53118	GO:0005575	0	70.1
53118	GO:0044444	2.658e-14	35.55
53118	GO:0044454	4.281e-12	8.81
53118	GO:0031974	0	14.15
53118	GO:0034399	7.197e-05	5.22
53118	GO:0043234	0	70.1
53118	GO:0005658	0	56.11
53118	GO:0030894	0	67.26
53118	GO:0005623	0	70.1
53118	GO:0016363	1.005e-05	6.43
53118	GO:0044424	4.343e-06	4.78
53118	GO:0005694	3.112e-06	5.21
53118	GO:0042575	0	70.1
53118	GO:0043227	0	68.04
53118	GO:0043228	2.996e-15	8.59
53118	GO:0005634	1.463e-11	6.4
53118	GO:0005737	2.658e-14	35.55
53118	GO:0005657	0	42.61
53118	GO:0005730	0	17.29
53118	GO:0008622	1.012e-10	11.61
53118	GO:0032991	3.277e-08	6.33
64576	GO:0016591	0	41.95
64576	GO:0005623	0	70.47
64576	GO:0044424	0	70.47
64576	GO:0000428	0	37.28
64576	GO:0005654	1.146e-09	11.76
64576	GO:0044428	7.66e-07	7.18
64576	GO:0070013	5.178e-07	7.42
64576	GO:0043227	0	70.47
64576	GO:0005622	0	70.47
64576	GO:0043231	0	70.47
64576	GO:0005634	0.0002133	4.26
64576	GO:0044446	0.0001671	4.37
64576	GO:0044451	9.814e-11	13.99
64576	GO:0055029	0	37.39
64576	GO:0031981	1.733e-07	8.09
64576	GO:0030880	0	37.18
64576	GO:0044422	0.0002223	4.24
64576	GO:0005575	0	70.47
64576	GO:0031974	6.38e-07	7.29
64576	GO:0043226	0	70.47
64576	GO:0043229	0	70.47
64576	GO:0043233	5.482e-07	7.38
64576	GO:0044464	0	70.47
64576	GO:0032991	3.564e-05	5.12
64576	GO:0043234	9.975e-06	5.76
64576	GO:0005665	0	70.47
82191	GO:0005737	2.557e-05	4.49
82191	GO:0005623	2.557e-05	4.49
82191	GO:0044424	2.557e-05	4.49
82191	GO:0005575	2.557e-05	4.49
82191	GO:0044444	0.0005884	4.23
82191	GO:0043229	0.0001165	4.44
82191	GO:0043226	0.0001165	4.44
82191	GO:0044464	2.557e-05	4.49
82191	GO:0043227	0.0001165	4.44
82191	GO:0005622	2.557e-05	4.49
82191	GO:0043231	0.0001165	4.44
82191	GO:0005829	0.0005884	4.23
82191	GO:0005634	0.0001165	4.44
56554	GO:0016591	2.767e-05	5.14
56554	GO:0005623	7.848e-08	5.23
56554	GO:0044424	4.716e-10	6.28
56554	GO:0000428	0	52.43
56554	GO:0005654	2.936e-09	9.87
56554	GO:0044428	1.657e-08	5.81
56554	GO:0070013	2.072e-07	4.7
56554	GO:0043232	3.305e-11	13.13
56554	GO:0043227	0	52.58
56554	GO:0005622	6.986e-10	6.2
56554	GO:0043231	0	52.58
56554	GO:0043228	3.305e-11	13.13
56554	GO:0005634	0	52.58
56554	GO:0044446	0	52.58
56554	GO:0044451	0.0007469	3.43
56554	GO:0055029	0	52.58
56554	GO:0031981	1.541e-15	12.45
56554	GO:0044452	3.305e-11	13.13
56554	GO:0030880	0	52.28
56554	GO:0005737	1.635e-07	7.8
56554	GO:0044422	3.563e-07	5.74
56554	GO:0009536	1.635e-07	7.8
56554	GO:0005730	0.0001813	4.08
56554	GO:0005736	2.409e-05	5.2
56554	GO:0005575	0	52.58
56554	GO:0044444	1.635e-07	7.8
56554	GO:0031974	7.382e-13	9.91
56554	GO:0043229	0	52.58
56554	GO:0043226	1.554e-11	7.11
56554	GO:0043233	1.064e-07	4.86
56554	GO:0044464	7.758e-08	5.23
56554	GO:0032991	1.523e-07	6.21
56554	GO:0043234	6.077e-10	8.19
56554	GO:0005665	2.936e-09	9.87
117157	GO:0000123	0	82.23
117157	GO:0000790	0	22.58
117157	GO:0005654	2.684e-08	5.27
117157	GO:0000118	4.601e-07	9.04
117157	GO:0070822	1.31e-07	8.86
117157	GO:0070013	5.904e-08	5.06
117157	GO:0005622	6.153e-08	5.47
117157	GO:0043231	0	82.23
117157	GO:0031981	0.0006044	2.74
117157	GO:0005575	0	82.23
117157	GO:0044454	0.0001982	4.39
117157	GO:0031974	0	15.09
117157	GO:0044464	3.318e-06	4.55
117157	GO:0072487	5.099e-06	6.69
117157	GO:0043234	0	82.23
117157	GO:0005623	3.349e-06	4.55
117157	GO:0044424	4.421e-08	5.54
117157	GO:0044428	3.233e-11	6.84
117157	GO:0000785	0	22.58
117157	GO:0005694	7.355e-12	7.81
117157	GO:0043232	0	22.58
117157	GO:0043227	0	82.23
117157	GO:0043228	0	22.58
117157	GO:0005634	0	10.45
117157	GO:0044446	2.79e-09	5.82
117157	GO:0044427	8.522e-09	7.59
117157	GO:0044451	1.363e-11	6.96
117157	GO:0044422	5.887e-15	8.92
117157	GO:0000228	0.0007652	3.81
117157	GO:0043226	2.827e-10	6.65
117157	GO:0043189	0.0008498	3.35
117157	GO:0043229	1.377e-10	6.81
117157	GO:0043233	2.643e-08	5.23
117157	GO:0032991	0	11.27
89572	GO:0005622	0	72.12
89572	GO:0043231	1.743e-13	9.08
89572	GO:0005575	0	72.12
89572	GO:0044444	3.625e-11	5.84
89572	GO:0044464	0	72.12
89572	GO:0043234	0	72.12
89572	GO:0005739	1.743e-13	9.08
89572	GO:0005623	0	72.12
89572	GO:0044424	0	72.12
89572	GO:0043227	1.743e-13	9.08
89572	GO:0005737	3.331e-10	6.9
89572	GO:0009317	0	72.12
89572	GO:0043229	1.743e-13	9.08
89572	GO:0043226	1.743e-13	9.08
89572	GO:0032991	0	72.12
48580	GO:0005783	1.628e-07	9.06
48580	GO:0005623	1.628e-07	9.06
48580	GO:0044424	1.628e-07	9.06
48580	GO:0043227	1.628e-07	9.06
48580	GO:0005622	1.628e-07	9.06
48580	GO:0043231	1.628e-07	9.06
48580	GO:0005737	1.628e-07	9.06
48580	GO:0005575	1.628e-07	9.06
48580	GO:0044444	1.628e-07	9.06
48580	GO:0043226	1.628e-07	9.06
48580	GO:0043229	1.628e-07	9.06
48580	GO:0044464	1.628e-07	9.06
53402	GO:0042579	2.608e-05	6.21
53402	GO:0005622	2.608e-05	6.21
53402	GO:0043231	2.608e-05	6.21
53402	GO:0044464	2.608e-05	6.21
53402	GO:0043229	2.608e-05	6.21
53402	GO:0043226	2.608e-05	6.21
53402	GO:0005575	2.608e-05	6.21
53402	GO:0044444	2.608e-05	6.21
53402	GO:0005623	2.608e-05	6.21
53402	GO:0044424	2.608e-05	6.21
53402	GO:0043227	2.608e-05	6.21
53402	GO:0005737	2.608e-05	6.21
103648	GO:0005783	1.169e-08	9.45
103648	GO:0016528	0	39.42
103648	GO:0005622	0	43.68
103648	GO:0043231	0	43.68
103648	GO:0044421	0	14.16
103648	GO:0005575	0	43.68
103648	GO:0044444	0	43.68
103648	GO:0044464	0	43.68
103648	GO:0005623	0	43.68
103648	GO:0044424	0	43.68
103648	GO:0031012	0	26.24
103648	GO:0043227	0	43.68
103648	GO:0016529	0	43.68
103648	GO:0005737	0	43.68
103648	GO:0005576	0	13.83
103648	GO:0043229	0	43.68
103648	GO:0043226	0	43.68
158236	GO:0005622	0.0001788	5.44
158236	GO:0044464	0.0001788	5.44
158236	GO:0005575	0.0001788	5.44
158236	GO:0000151	0.0001788	5.44
158236	GO:0043234	0.0001788	5.44
158236	GO:0005623	0.0001788	5.44
158236	GO:0044424	0.0001788	5.44
158236	GO:0032991	0.0001788	5.44
52862	GO:0016020	3.251e-07	8.68
52862	GO:0044464	3.251e-07	8.68
52862	GO:0044422	3.251e-07	8.68
52862	GO:0019867	3.74e-06	7.15
52862	GO:0009536	0.0006083	4.39
52862	GO:0044444	5.359e-06	5.18
52862	GO:0005623	3.251e-07	8.68
52862	GO:0009570	0.0006083	4.39
52862	GO:0044424	3.251e-07	8.68
52862	GO:0043227	3.251e-07	8.68
52862	GO:0009507	0.0006083	4.39
52862	GO:0031968	3.251e-07	8.68
52862	GO:0005622	3.251e-07	8.68
52862	GO:0043231	0.0006083	4.39
52862	GO:0005829	5.359e-06	5.18
52862	GO:0031975	3.251e-07	8.68
52862	GO:0044446	3.251e-07	8.68
52862	GO:0043226	3.251e-07	8.68
52862	GO:0043229	3.251e-07	8.68
52862	GO:0009532	0.0006963	4.32
52862	GO:0044434	0.0006083	4.39
52862	GO:0005575	3.251e-07	8.68
52862	GO:0031090	3.251e-07	8.68
52862	GO:0031967	3.251e-07	8.68
52862	GO:0048046	0.0008477	4.26
52862	GO:0005737	5.359e-06	5.18
52862	GO:0005576	0.0008477	4.26
52862	GO:0044435	0.0006083	4.39
55348	GO:0097223	4.811e-07	10.33
55348	GO:0005622	1.244e-09	6.29
55348	GO:0043231	1.685e-06	9.16
55348	GO:0005618	2.662e-05	6.8
55348	GO:0097452	0	117.05
55348	GO:0031514	1.685e-06	9.16
55348	GO:0044464	9.801e-07	4.95
55348	GO:0005829	4.949e-09	6.16
55348	GO:0071944	2.662e-05	6.8
55348	GO:0043232	3.173e-05	4.39
55348	GO:0042995	1.685e-06	9.16
55348	GO:0044446	5.793e-06	8.05
55348	GO:0015630	0	19.25
55348	GO:0044422	5.793e-06	8.05
55348	GO:0005929	1.685e-06	9.16
55348	GO:0043226	1.286e-07	5.63
55348	GO:0043229	0	19.25
55348	GO:0009532	6.522e-06	7.95
55348	GO:0005811	4.131e-05	6.04
55348	GO:0044434	5.793e-06	8.05
55348	GO:0009536	0.0001627	4.77
55348	GO:0005575	0	117.05
55348	GO:0044444	1.703e-07	4.91
55348	GO:0043234	0	117.05
55348	GO:0005623	9.956e-07	4.95
55348	GO:0009570	5.793e-06	8.05
55348	GO:0044424	0	19.25
55348	GO:0043227	1.685e-06	9.16
55348	GO:0043228	1.852e-05	4.55
55348	GO:0005737	2.252e-05	3.72
55348	GO:0009507	5.793e-06	8.05
55348	GO:0005856	3.647e-08	5.31
55348	GO:0044435	5.793e-06	8.05
55348	GO:0030312	2.662e-05	6.8
55348	GO:0032991	0	117.05
103222	GO:0005575	0.0004535	3.04
52055	GO:0031461	0	47.18
52055	GO:0005622	0	47.18
52055	GO:0005575	0	47.18
52055	GO:0000151	0	27.13
52055	GO:0044464	0	47.18
52055	GO:0019005	0	47.18
52055	GO:0043234	3.61e-05	4.94
52055	GO:0005623	0	47.18
52055	GO:0044424	0	47.18
52055	GO:0032991	0.0002848	4.14
63713	GO:0043235	0	93.82
63713	GO:0031224	0	47.96
63713	GO:0016020	0	28.05
63713	GO:0005887	0	63.77
63713	GO:0044464	0	9.68
63713	GO:0043005	3.546e-07	4.8
63713	GO:0071944	0	30.06
63713	GO:0034702	0	108.39
63713	GO:0042995	8.412e-07	5.78
63713	GO:0031226	0	60.93
63713	GO:0044425	0	33.77
63713	GO:0045211	1.549e-05	3.54
63713	GO:0005623	0	9.67
63713	GO:0097060	0	30.54
63713	GO:0044297	6.347e-08	7.35
63713	GO:0044459	0	43.68
63713	GO:0005886	0	32.22
63713	GO:0097458	2.217e-12	9.08
63713	GO:0045202	0	25.03
63713	GO:0005892	0	219.22
63713	GO:0005575	7.366e-05	3.89
63713	GO:0043234	0	19.57
63713	GO:0016021	0	50.02
63713	GO:0009986	1.308e-05	5.32
63713	GO:0044456	0	25.38
63713	GO:0032991	0	17.08
81879	GO:0005622	0.000436	3.46
81879	GO:0005575	0.000436	3.46
81879	GO:0044464	0.000436	3.46
81879	GO:0005623	0.000436	3.46
81879	GO:0044424	0.000436	3.46
81879	GO:0043229	0.000436	3.46
81879	GO:0043226	0.0005383	3.38
103482	GO:0005773	0.0002595	4.82
103482	GO:0005623	9.638e-06	7.12
103482	GO:0044424	9.638e-06	7.12
103482	GO:0005774	9.638e-06	7.12
