sunid	term	fdr	score
46967	HP:0003674	0.0006386	4.98
46967	HP:0011007	0.0006386	4.98
46967	HP:0011463	0.0006386	4.98
48066	HP:0003674	0	1.72
48066	HP:0011007	0	1.81
48265	HP:0003623	5.944e-05	5.98
48265	HP:0003674	5.944e-05	5.98
48265	HP:0011007	5.944e-05	5.98
48509	HP:0003674	0	1.4
48509	HP:0011007	0	1.48
49563	HP:0003674	0	1.21
49563	HP:0011007	0	1.28
49575	HP:0003677	0	5.36
49575	HP:0003679	0	2.98
50730	HP:0003674	0	2.43
51012	HP:0003674	0	1.21
51012	HP:0011007	0	1.28
51446	HP:0003674	0	1.21
51446	HP:0011007	0	1.28
54044	HP:0003674	0	1.21
54044	HP:0011007	0	1.28
55551	HP:0003674	0	1.85
55551	HP:0011007	0	1.96
57185	HP:0003674	0	1.4
57185	HP:0011007	0	1.48
57631	HP:0003812	0	3.03
57631	HP:0003828	0	5.1
57721	HP:0003674	0	1.4
57721	HP:0011007	0	1.48
57736	HP:0003674	0	1.21
57736	HP:0011007	0	1.28
57911	HP:0003674	0	1.72
69180	HP:0003674	0	1.21
69180	HP:0011007	0	1.28
69319	HP:0003674	0	1.21
69319	HP:0011007	0	1.28
74771	HP:0003577	0	4.6
74771	HP:0003674	0	1.21
74771	HP:0011007	0	1.28
81320	HP:0003674	0	1.57
81320	HP:0011007	0	1.65
90124	HP:0003674	0	1.4
90124	HP:0011007	0	1.48
103658	HP:0003674	0	1.21
