""	"GO:0003824"	"GO:0097159"	"GO:1901363"	"GO:0005102"	"GO:0005126"	"GO:0005488"	"GO:0005515"	"GO:0043167"	"GO:0043168"	"GO:0003674"	"GO:0003676"	"GO:0003677"
"GO:0003824"	"-0.522343191365745"	"0.162880800195734"	"0.162880800195734"	"0.373356420854587"	"-1.12204908371775"	"0.193544976629308"	"-0.273138460469417"	"-1.20021014570745"	"-1.20021014570745"	"-0.444938824167718"	"0.162880800195734"	"0.162880800195734"
"GO:0097159"	"0.162880800195734"	"3.24460820512512"	"3.24460820512512"	"0.321446620753227"	"0.628611523291149"	"1.8838945415304"	"1.72725379660676"	"0.198617081678765"	"0.198617081678765"	"1.03763330761134"	"3.24460820512512"	"3.24460820512512"
"GO:1901363"	"0.162880800195734"	"3.24460820512512"	"3.24460820512512"	"0.321446620753227"	"0.628611523291149"	"1.8838945415304"	"1.72725379660676"	"0.198617081678765"	"0.198617081678765"	"1.03763330761134"	"3.24460820512512"	"3.24460820512512"
"GO:0005102"	"0.373356420854587"	"0.321446620753227"	"0.321446620753227"	"-0.442536546165667"	"-0.930183494350569"	"-0.390232239081283"	"-1.03583634023211"	"1.0586826607516"	"1.0586826607516"	"-0.670014667473824"	"0.321446620753227"	"0.321446620753227"
"GO:0005126"	"-1.12204908371775"	"0.628611523291149"	"0.628611523291149"	"-0.930183494350569"	"-1.25749064776138"	"-0.760516289334426"	"-1.3307560756926"	"0.671974134645784"	"0.671974134645784"	"-0.760256069928701"	"0.628611523291149"	"0.628611523291149"
"GO:0005488"	"0.193544976629308"	"1.8838945415304"	"1.8838945415304"	"-0.390232239081283"	"-0.760516289334426"	"0.125853451967517"	"0.217198806714613"	"0.104596342320837"	"0.104596342320837"	"-0.413637080082906"	"1.8838945415304"	"1.8838945415304"
"GO:0005515"	"-0.273138460469417"	"1.72725379660676"	"1.72725379660676"	"-1.03583634023211"	"-1.3307560756926"	"0.217198806714613"	"-0.112329658097665"	"0.402655409581281"	"0.402655409581281"	"-0.279920276724322"	"1.72725379660676"	"1.72725379660676"
"GO:0043167"	"-1.20021014570745"	"0.198617081678765"	"0.198617081678765"	"1.0586826607516"	"0.671974134645784"	"0.104596342320837"	"0.402655409581281"	"-0.560993696793118"	"-0.560993696793118"	"-0.775902161815815"	"0.198617081678765"	"0.198617081678765"
"GO:0043168"	"-1.20021014570745"	"0.198617081678765"	"0.198617081678765"	"1.0586826607516"	"0.671974134645784"	"0.104596342320837"	"0.402655409581281"	"-0.560993696793118"	"-0.560993696793118"	"-0.775902161815815"	"0.198617081678765"	"0.198617081678765"
"GO:0003674"	"-0.444938824167718"	"1.03763330761134"	"1.03763330761134"	"-0.670014667473824"	"-0.760256069928701"	"-0.413637080082906"	"-0.279920276724322"	"-0.775902161815815"	"-0.775902161815815"	"-0.325685474652357"	"1.03763330761134"	"1.03763330761134"
"GO:0003676"	"0.162880800195734"	"3.24460820512512"	"3.24460820512512"	"0.321446620753227"	"0.628611523291149"	"1.8838945415304"	"1.72725379660676"	"0.198617081678765"	"0.198617081678765"	"1.03763330761134"	"3.24460820512512"	"3.24460820512512"
"GO:0003677"	"0.162880800195734"	"3.24460820512512"	"3.24460820512512"	"0.321446620753227"	"0.628611523291149"	"1.8838945415304"	"1.72725379660676"	"0.198617081678765"	"0.198617081678765"	"1.03763330761134"	"3.24460820512512"	"3.24460820512512"
